# $ ../../source/project4 -l 2 -E 1 -c 1e7 -e 10
c,E,CV,Mabs,Chi,M,accs,Eraw
5.0005000000000000e+06,-1.9960227905619667e+00,3.1760802096192364e-02,9.9867013059317578e-01,3.9953327530790617e-03,-9.4410728866425320e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.0105010000000000e+06,-1.9960159601093066e+00,3.1815215428506960e-02,9.9866809486972541e-01,4.0006941682473318e-03,-9.6446616420104055e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.0205020000000000e+06,-1.9960167258474417e+00,3.1809101204599344e-02,9.9866785990937545e-01,4.0028663695568234e-03,-9.6773364687491852e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.0305030000000000e+06,-1.9960166933903509e+00,3.1809347155293821e-02,9.9866792406471416e-01,4.0024488721446261e-03,-1.0362401783999742e-02,0.0000000000000000e+00,-2.0000000000000000e+00
5.0405040000000000e+06,-1.9960146771299248e+00,3.1825400349914545e-02,9.9866769037564762e-01,4.0018314667249477e-03,-9.2261771909306518e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.0505050000000000e+06,-1.9960138568568315e+00,3.1831923808070428e-02,9.9866745761208409e-01,4.0024045081743509e-03,-8.3867010289682443e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.0605060000000000e+06,-1.9960130398259301e+00,3.1838421476409806e-02,9.9866732457306073e-01,4.0023835104894268e-03,-7.8863795394009725e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.0705070000000000e+06,-1.9960169592809227e+00,3.1807178316322293e-02,9.9866886842278613e-01,3.9970555376762640e-03,-8.7915427636496447e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.0805080000000000e+06,-1.9960185013322511e+00,3.1794878609323618e-02,9.9866932362352601e-01,3.9958704547378154e-03,-7.5292800963055011e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.0905090000000000e+06,-1.9960180728808565e+00,3.1798280198247042e-02,9.9866958059129751e-01,3.9939021585735368e-03,-7.6704645909046265e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.1005100000000000e+06,-1.9960133328078948e+00,3.1836037369123105e-02,9.9866826807797904e-01,3.9970224187149128e-03,-7.2350735741449710e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.1105110000000000e+06,-1.9960152642538835e+00,3.1820635108852358e-02,9.9866901529438790e-01,3.9944777573963641e-03,-6.6275289589946352e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.1205120000000000e+06,-1.9960128917022411e+00,3.1839527637805176e-02,9.9866809959880898e-01,3.9975888613001942e-03,-6.6065775178727557e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.1305130000000000e+06,-1.9960183249053114e+00,3.1796223015257752e-02,9.9867001370625574e-01,3.9915570388600052e-03,-6.0862441584686421e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.1405140000000000e+06,-1.9960194572323147e+00,3.1787188327909277e-02,9.9867016956505250e-01,3.9917551128896278e-03,-5.4232025841819045e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.1505150000000000e+06,-1.9960233033414581e+00,3.1756529784871645e-02,9.9867158683049784e-01,3.9871119436374336e-03,-6.1005656531610683e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.1605160000000000e+06,-1.9960251967490792e+00,3.1741430704940399e-02,9.9867241726442768e-01,3.9840308176533057e-03,-4.3617807320094713e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.1705170000000000e+06,-1.9960328849699100e+00,3.1680157181076751e-02,9.9867498512718678e-01,3.9763383583242273e-03,-2.4191046605091799e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.1805180000000000e+06,-1.9960312780076244e+00,3.1692949921202640e-02,9.9867397199773222e-01,3.9807986826305708e-03,-2.8237572794487954e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.1905190000000000e+06,-1.9960289066007002e+00,3.1711833960711644e-02,9.9867334809103536e-01,3.9821633519290245e-03,-2.3760670916730727e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.2005200000000000e+06,-1.9960273134697726e+00,3.1724516530228897e-02,9.9867195742879877e-01,3.9888986862886000e-03,-1.9322139689734335e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.2105210000000000e+06,-1.9960211203812601e+00,3.1773852448850448e-02,9.9866999634584852e-01,3.9944505067270875e-03,-2.2592789345845478e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.2205220000000000e+06,-1.9960214637910105e+00,3.1771104336250744e-02,9.9867024562528628e-01,3.9933001566172521e-03,-1.1213457374782900e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.2305230000000000e+06,-1.9960198940295351e+00,3.1783600735154849e-02,9.9866972920825758e-01,3.9948226700707856e-03,-9.7772417777679211e-04,0.0000000000000000e+00,-2.0000000000000000e+00
5.2405240000000000e+06,-1.9960160404082423e+00,3.1814295268036474e-02,9.9866835606805815e-01,3.9991925395281847e-03,1.6401059819502473e-04,0.0000000000000000e+00,-2.0000000000000000e+00
5.2505250000000000e+06,-1.9960160106168612e+00,3.1814521018571185e-02,9.9866822613244111e-01,3.9999402506198933e-03,2.6045059190372906e-04,0.0000000000000000e+00,-2.0000000000000000e+00
5.2605260000000000e+06,-1.9960201630372072e+00,3.1781422345634525e-02,9.9866980754933399e-01,3.9946202841480982e-03,-1.0028481991408830e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.2705270000000000e+06,-1.9960216434134177e+00,3.1769614917617872e-02,9.9867033942394279e-01,3.9929143501136188e-03,-1.6449995996598438e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.2805280000000000e+06,-1.9960219819301852e+00,3.1766906057853816e-02,9.9867049053322221e-01,3.9923470998122212e-03,-5.7068254086388101e-04,0.0000000000000000e+00,-2.0000000000000000e+00
5.2905290000000000e+06,-1.9960177827510339e+00,3.1800354329631020e-02,9.9866875089783236e-01,3.9985665020250138e-03,4.6876299494189604e-05,0.0000000000000000e+00,-2.0000000000000000e+00
5.3005300000000000e+06,-1.9960219004886501e+00,3.1767532130295706e-02,9.9867003639830876e-01,3.9949842074693542e-03,7.4492677229276146e-04,0.0000000000000000e+00,-2.0000000000000000e+00
5.3105310000000000e+06,-1.9960207301655091e+00,3.1776846095249667e-02,9.9866971646101832e-01,3.9957293930341642e-03,1.7584900316767354e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.3205320000000000e+06,-1.9960203160478773e+00,3.1780134525870807e-02,9.9867005555656840e-01,3.9932836024716423e-03,1.0175691374701321e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.3305330000000000e+06,-1.9960195282865250e+00,3.1786400249718127e-02,9.9866945538562435e-01,3.9960897745308088e-03,7.0640334796353980e-04,0.0000000000000000e+00,-2.0000000000000000e+00
5.3405340000000000e+06,-1.9960224884257634e+00,3.1762802120869793e-02,9.9867063631384556e-01,3.9919762064664077e-03,6.1613792651471532e-04,0.0000000000000000e+00,-2.0000000000000000e+00
5.3505350000000000e+06,-1.9960243161139670e+00,3.1748227559218023e-02,9.9867125213483687e-01,3.9901148164140920e-03,-1.0233573297279558e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.3605360000000000e+06,-1.9960216598106866e+00,3.1769382314179140e-02,9.9867046654181579e-01,3.9921630205710379e-03,-1.3912811184422726e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.3705370000000000e+06,-1.9960275786663806e+00,3.1722208589746614e-02,9.9867247689612637e-01,3.9860404221196966e-03,3.5853085581157013e-04,0.0000000000000000e+00,-2.0000000000000000e+00
5.3805380000000000e+06,-1.9960282715695798e+00,3.1716676307064873e-02,9.9867234244067826e-01,3.9875379377933839e-03,-3.3872134134022881e-04,0.0000000000000000e+00,-2.0000000000000000e+00
5.3905390000000000e+06,-1.9960248806703609e+00,3.1743684678874118e-02,9.9867146644207527e-01,3.9893930332821625e-03,-3.7909073875852653e-04,0.0000000000000000e+00,-2.0000000000000000e+00
5.4005400000000000e+06,-1.9960277980072700e+00,3.1720427730421719e-02,9.9867226019071087e-01,3.9875556249544530e-03,6.6937862221326020e-05,0.0000000000000000e+00,-2.0000000000000000e+00
5.4105410000000000e+06,-1.9960277473638453e+00,3.1720820315889853e-02,9.9867212688142315e-01,3.9883027366469648e-03,5.9504314917645804e-04,0.0000000000000000e+00,-2.0000000000000000e+00
5.4205420000000000e+06,-1.9960284348421087e+00,3.1715331422413229e-02,9.9867227078960685e-01,3.9881276124491549e-03,1.3959881804981170e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.4305430000000000e+06,-1.9960243320454305e+00,3.1748012500324663e-02,9.9867094101611376e-01,3.9919886455241915e-03,2.0466679704058571e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.4405440000000000e+06,-1.9960283317725187e+00,3.1716131000308678e-02,9.9867237321329616e-01,3.9874097321086488e-03,7.8815778227692677e-04,0.0000000000000000e+00,-2.0000000000000000e+00
5.4505450000000000e+06,-1.9960282805214020e+00,3.1716528588546566e-02,9.9867196547275350e-01,3.9897999184481669e-03,9.2422103073899525e-04,0.0000000000000000e+00,-2.0000000000000000e+00
5.4605460000000000e+06,-1.9960289619867058e+00,3.1711087764238144e-02,9.9867210862228384e-01,3.9896233353022836e-03,1.2962095119948825e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.4705470000000000e+06,-1.9960278129865838e+00,3.1720232544731886e-02,9.9867170285628215e-01,3.9909039504379962e-03,1.6361279274543015e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.4805480000000000e+06,-1.9960310473112224e+00,3.1694450010201436e-02,9.9867284951352409e-01,3.9872698440333032e-03,-1.9003605302325192e-04,0.0000000000000000e+00,-2.0000000000000000e+00
5.4905490000000000e+06,-1.9960269845953222e+00,3.1726812038129992e-02,9.9867135108750682e-01,3.9921811014460573e-03,9.3269514473986168e-04,0.0000000000000000e+00,-2.0000000000000000e+00
5.5005500000000000e+06,-1.9960243910553526e+00,3.1747467300832000e-02,9.9867058531151753e-01,3.9941734131900830e-03,1.8300927126986236e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.5105510000000000e+06,-1.9960243475142736e+00,3.1747803686346998e-02,9.9867036672617682e-01,3.9954383993463516e-03,2.7538126013738756e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.5205520000000000e+06,-1.9960217681485317e+00,3.1768346028338001e-02,9.9866960550800887e-01,3.9974175856642979e-03,2.8114082256038946e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.5305530000000000e+06,-1.9960228143922190e+00,3.1759998890068530e-02,9.9866975111309120e-01,3.9975910933458536e-03,1.8461113409458454e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.5405540000000000e+06,-1.9960224129575701e+00,3.1763187149826067e-02,9.9866953521720336e-01,3.9984820835159418e-03,1.3914696117439710e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.5505550000000000e+06,-1.9960223732944471e+00,3.1763492786183178e-02,9.9866959034300407e-01,3.9981116019132124e-03,2.1121345539700060e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.5605560000000000e+06,-1.9960194563592395e+00,3.1786725044895547e-02,9.9866865615918721e-01,4.0007891752709135e-03,3.5046911751667599e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.5705570000000000e+06,-1.9960172679599923e+00,3.1804152199722324e-02,9.9866835363414874e-01,4.0004120580294789e-03,3.7220754582852531e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.5805580000000000e+06,-1.9960183128935880e+00,3.1795815725297771e-02,9.9866894816262697e-01,3.9978955095296698e-03,3.5204421643820348e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.5905590000000000e+06,-1.9960211428213681e+00,3.1773256156135687e-02,9.9866971943726468e-01,3.9961053588322137e-03,2.9551654130631154e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.6005600000000000e+06,-1.9960182489187224e+00,3.1796305007054215e-02,9.9866905952646445e-01,3.9971632574795635e-03,3.7183841375607509e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.6105610000000000e+06,-1.9960175041600186e+00,3.1802229166007834e-02,9.9866893667503664e-01,3.9971536626621784e-03,3.5132015530735658e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.6205620000000000e+06,-1.9960192529098115e+00,3.1788284721880444e-02,9.9866952593454772e-01,3.9953724944421509e-03,3.3825853078869642e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.6305630000000000e+06,-1.9960149569651584e+00,3.1822505284120339e-02,9.9866842587780880e-01,3.9976645445682912e-03,2.0329260673106059e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.6405640000000000e+06,-1.9960195406303103e+00,3.1785971930942125e-02,9.9866990039100767e-01,3.9934161994219508e-03,3.0750520117257964e-04,0.0000000000000000e+00,-2.0000000000000000e+00
5.6505650000000000e+06,-1.9960149054358545e+00,3.1822895757942504e-02,9.9866880356552523e-01,3.9953496543843059e-03,-2.1413821931859448e-04,0.0000000000000000e+00,-2.0000000000000000e+00
5.6605660000000000e+06,-1.9960162930962448e+00,3.1811828701181710e-02,9.9866921223476768e-01,3.9942890254542895e-03,2.6852481125090691e-04,0.0000000000000000e+00,-2.0000000000000000e+00
5.6705670000000000e+06,-1.9960152069690495e+00,3.1820473129222648e-02,9.9866891406454183e-01,3.9949881217040684e-03,2.6946201767092412e-04,0.0000000000000000e+00,-2.0000000000000000e+00
5.6805680000000000e+06,-1.9960190537586178e+00,3.1789811447570315e-02,9.9867037733434327e-01,3.9900702448520953e-03,-1.2357938716946696e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.6905690000000000e+06,-1.9960193724343473e+00,3.1787262290098539e-02,9.9867025389416864e-01,3.9911276297703857e-03,-3.0945987741101054e-04,0.0000000000000000e+00,-2.0000000000000000e+00
5.7005700000000000e+06,-1.9960168832506133e+00,3.1807086601538970e-02,9.9866960462312393e-01,3.9925265470972526e-03,-1.0158649297849808e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.7105710000000000e+06,-1.9960112507315393e+00,3.1851957316398227e-02,9.9866790694155849e-01,3.9970614227491374e-03,-1.0104084326551398e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.7205720000000000e+06,-1.9960154271528869e+00,3.1818669348817608e-02,9.9866927433541064e-01,3.9930474331835164e-03,-1.8616174666724237e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.7305730000000000e+06,-1.9960174949621015e+00,3.1802183010277929e-02,9.9867011344782119e-01,3.9900888879951246e-03,-2.0983972956239560e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.7405740000000000e+06,-1.9960174651798213e+00,3.1802410591248886e-02,9.9867016574152545e-01,3.9897452918107312e-03,-3.2242470906609366e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.7505750000000000e+06,-1.9960198700440965e+00,3.1783238578997342e-02,9.9867100038500556e-01,3.9871505660089568e-03,-2.6996473042827434e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.7605760000000000e+06,-1.9960219193700899e+00,3.1766899546022742e-02,9.9867174533340208e-01,3.9847375158856835e-03,-1.6820392853689576e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.7705770000000000e+06,-1.9960204957293632e+00,3.1778233729454541e-02,9.9867136129407019e-01,3.9856134280311650e-03,-2.0147063512638615e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.7805780000000000e+06,-1.9960225368817499e+00,3.1761959881793089e-02,9.9867193004702481e-01,3.9842475071023564e-03,-1.3749511510026090e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.7905790000000000e+06,-1.9960218078703824e+00,3.1767759212721458e-02,9.9867180605708938e-01,3.9842605203874726e-03,-1.8056944307727910e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.8005800000000000e+06,-1.9960231501347023e+00,3.1757054281246866e-02,9.9867211348675844e-01,3.9837608774253574e-03,-1.5761379353860163e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.8105810000000000e+06,-1.9960165711740601e+00,3.1809466989752622e-02,9.9866949415651329e-01,3.9928694519746344e-03,-1.3780054700294566e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.8205820000000000e+06,-1.9960141381269507e+00,3.1828844345424656e-02,9.9866817236035010e-01,3.9983525141851217e-03,-6.6934990764654957e-04,0.0000000000000000e+00,-2.0000000000000000e+00
5.8305830000000000e+06,-1.9960137715429047e+00,3.1831755897925973e-02,9.9866805566656047e-01,3.9986842601131833e-03,-2.0984211846037798e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.8405840000000000e+06,-1.9960144335103993e+00,3.1826471868440009e-02,9.9866819619643610e-01,3.9985039583356752e-03,-2.3611545096159196e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.8505850000000000e+06,-1.9960133839813379e+00,3.1834825267106126e-02,9.9866773801417164e-01,4.0001980549955185e-03,-2.9401378599303728e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.8605860000000000e+06,-1.9960164331942059e+00,3.1810519441586749e-02,9.9866890239647055e-01,3.9962727953879451e-03,-2.9384478695527760e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.8705870000000000e+06,-1.9960133397426965e+00,3.1835159129707691e-02,9.9866818906077048e-01,3.9974511785185740e-03,-3.5421554742991234e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.8805880000000000e+06,-1.9960119573259707e+00,3.1846165095791079e-02,9.9866773322830971e-01,3.9987983196732024e-03,-2.8763324155665626e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.8905890000000000e+06,-1.9960136353296281e+00,3.1832785352076343e-02,9.9866829751908981e-01,3.9970960142388101e-03,-2.8425893545287561e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.9005900000000000e+06,-1.9960146297457826e+00,3.1824852524254155e-02,9.9866860568476223e-01,3.9962441435914542e-03,-3.6709944325821475e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.9105910000000000e+06,-1.9960173126774994e+00,3.1803465405221942e-02,9.9866984334199238e-01,3.9915137347592555e-03,-4.2368078135114270e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.9205920000000000e+06,-1.9960172841086765e+00,3.1803683900237800e-02,9.9866997895308618e-01,3.9906723707892056e-03,-3.2713839160771838e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.9305930000000000e+06,-1.9960182673409566e+00,3.1795840251140461e-02,9.9867028272426461e-01,3.9898356381518063e-03,-2.9339437734968430e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.9405940000000000e+06,-1.9960189105955053e+00,3.1790705619453519e-02,9.9867066963943785e-01,3.9881609492282699e-03,-1.9782563501742675e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.9505950000000000e+06,-1.9960171989783864e+00,3.1804334978629001e-02,9.9867004694999784e-01,3.9901782792903795e-03,-1.6939508142559405e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.9605960000000000e+06,-1.9960185129417622e+00,3.1793856107885432e-02,9.9867051684674679e-01,3.9886772968853457e-03,-3.0091834914916936e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.9705970000000000e+06,-1.9960184826017136e+00,3.1794088869242287e-02,9.9867048270622594e-01,3.9888508748027185e-03,-1.4807586790446770e-03,0.0000000000000000e+00,-2.0000000000000000e+00
5.9805980000000000e+06,-1.9960194556088038e+00,3.1786326838524559e-02,9.9867061588749872e-01,3.9890256505596966e-03,-7.0436206199757248e-04,0.0000000000000000e+00,-2.0000000000000000e+00
5.9905990000000000e+06,-1.9960134143715393e+00,3.1834455278710649e-02,9.9866891241096456e-01,3.9931865860052262e-03,-7.9558106964422535e-04,0.0000000000000000e+00,-2.0000000000000000e+00
6.0006000000000000e+06,-1.9960110595772984e+00,3.1853209606881094e-02,9.9866804786395202e-01,3.9960093081186088e-03,-4.1237604762597553e-04,0.0000000000000000e+00,-2.0000000000000000e+00
6.0106010000000000e+06,-1.9960123728245072e+00,3.1842736656793491e-02,9.9866810124526839e-01,3.9970022816508965e-03,-6.6299625727382597e-05,0.0000000000000000e+00,-2.0000000000000000e+00
6.0206020000000000e+06,-1.9960126851291891e+00,3.1840239338027487e-02,9.9866823749753553e-01,3.9964979717148630e-03,3.1392256543499952e-05,0.0000000000000000e+00,-2.0000000000000000e+00
6.0306030000000000e+06,-1.9960120014711651e+00,3.1845677978246556e-02,9.9866804165559808e-01,3.9969867277411808e-03,9.9915530708915234e-04,0.0000000000000000e+00,-2.0000000000000000e+00
6.0406040000000000e+06,-1.9960099957040656e+00,3.1861651321738904e-02,9.9866743259563007e-01,3.9986282799482353e-03,1.4883467605426286e-03,0.0000000000000000e+00,-2.0000000000000000e+00
6.0506050000000000e+06,-1.9960122936649547e+00,3.1843332208296715e-02,9.9866806509639716e-01,3.9971374301712714e-03,2.0287257651973459e-03,0.0000000000000000e+00,-2.0000000000000000e+00
6.0606060000000000e+06,-1.9960145840418031e+00,3.1825073512029789e-02,9.9866877800982312e-01,3.9951573754093417e-03,2.1412082011062605e-03,0.0000000000000000e+00,-2.0000000000000000e+00
6.0706070000000000e+06,-1.9960165374152596e+00,3.1809500090616893e-02,9.9866924148164649e-01,3.9943343092785355e-03,1.0523674932848461e-03,0.0000000000000000e+00,-2.0000000000000000e+00
6.0806080000000000e+06,-1.9960165108733532e+00,3.1809702910106097e-02,9.9866863445525678e-01,3.9979429199212824e-03,7.0593374106728626e-04,0.0000000000000000e+00,-2.0000000000000000e+00
6.0906090000000000e+06,-1.9960168127934850e+00,3.1807288528796107e-02,9.9866876826585227e-01,3.9974428615243696e-03,5.5265491084622209e-04,0.0000000000000000e+00,-2.0000000000000000e+00
6.1006100000000000e+06,-1.9960158023775034e+00,3.1815331042032824e-02,9.9866857380117136e-01,3.9975966241363459e-03,1.7674488136496715e-03,0.0000000000000000e+00,-2.0000000000000000e+00
6.1106110000000000e+06,-1.9960164317689157e+00,3.1810307385176984e-02,9.9866829814803848e-01,3.9998764613891069e-03,1.4276007503025070e-03,0.0000000000000000e+00,-2.0000000000000000e+00
6.1206120000000000e+06,-1.9960157520427317e+00,3.1815714974040787e-02,9.9866843185222109e-01,3.9983953996660659e-03,1.8916436828201404e-03,0.0000000000000000e+00,-2.0000000000000000e+00
6.1306130000000000e+06,-1.9960170319270336e+00,3.1805508159127527e-02,9.9866905446836884e-01,3.9959456849176789e-03,1.3697671550796627e-03,0.0000000000000000e+00,-2.0000000000000000e+00
6.1406140000000000e+06,-1.9960199361463569e+00,3.1782358408930733e-02,9.9867016360765759e-01,3.9922063418962317e-03,1.9301029784524490e-03,0.0000000000000000e+00,-2.0000000000000000e+00
6.1506150000000000e+06,-1.9960195792089430e+00,3.1785194069131606e-02,9.9867029362635162e-01,3.9910701458838460e-03,2.4508967083893846e-03,0.0000000000000000e+00,-2.0000000000000000e+00
6.1606160000000000e+06,-1.9960224698637650e+00,3.1762152399295474e-02,9.9867139715291042e-01,3.9873508475358754e-03,3.6536984099131788e-03,0.0000000000000000e+00,-2.0000000000000000e+00
6.1706170000000000e+06,-1.9960217858596754e+00,3.1767594246327135e-02,9.9867128166300634e-01,3.9873580291307498e-03,4.7509094727780470e-03,0.0000000000000000e+00,-2.0000000000000000e+00
6.1806180000000000e+06,-1.9960223984400243e+00,3.1762704706444822e-02,9.9867181373227132e-01,3.9847833240571617e-03,4.1232182783282360e-03,0.0000000000000000e+00,-2.0000000000000000e+00
6.1906190000000000e+06,-1.9960223629012326e+00,3.1762979521618107e-02,9.9867202101246888e-01,3.9835057835935217e-03,4.1125187986321221e-03,0.0000000000000000e+00,-2.0000000000000000e+00
6.2006200000000000e+06,-1.9960207147327900e+00,3.1776104074465295e-02,9.9867142125187336e-01,3.9854492844484390e-03,4.2557096389371947e-03,0.0000000000000000e+00,-2.0000000000000000e+00
6.2106210000000000e+06,-1.9960222921670199e+00,3.1763526496709105e-02,9.9867195052597069e-01,3.9838561790292992e-03,3.6832118960257055e-03,0.0000000000000000e+00,-2.0000000000000000e+00
6.2206220000000000e+06,-1.9960232215056619e+00,3.1756113073489800e-02,9.9867215658649722e-01,3.9835508258776464e-03,2.6007083224756145e-03,0.0000000000000000e+00,-2.0000000000000000e+00
6.2306230000000000e+06,-1.9960244688565203e+00,3.1746165686771022e-02,9.9867260273225078e-01,3.9821255246414999e-03,3.5811077367334907e-03,0.0000000000000000e+00,-2.0000000000000000e+00
6.2406240000000000e+06,-1.9960228278783421e+00,3.1759233080677518e-02,9.9867208600434410e-01,3.9835789111926090e-03,4.2670473983733971e-03,0.0000000000000000e+00,-2.0000000000000000e+00
6.2506250000000000e+06,-1.9960208721828376e+00,3.1774808199980242e-02,9.9867149093785312e-01,3.9851867788702755e-03,4.5633902322587084e-03,0.0000000000000000e+00,-2.0000000000000000e+00
6.2606260000000000e+06,-1.9960176449062448e+00,3.1800515458973777e-02,9.9867057831520445e-01,3.9874250242855069e-03,4.5842127061917377e-03,0.0000000000000000e+00,-2.0000000000000000e+00
6.2706270000000000e+06,-1.9960157037153277e+00,3.1815974975112127e-02,9.9866966860363682e-01,3.9909319148394573e-03,5.8164920905722532e-03,0.0000000000000000e+00,-2.0000000000000000e+00
6.2806280000000000e+06,-1.9960153609063056e+00,3.1818698393927036e-02,9.9866979671908140e-01,3.9898212686928503e-03,4.5813159499087592e-03,0.0000000000000000e+00,-2.0000000000000000e+00
6.2906290000000000e+06,-1.9960156550546686e+00,3.1816346483045876e-02,9.9867000391058436e-01,3.9888739664561967e-03,4.3990099545036894e-03,0.0000000000000000e+00,-2.0000000000000000e+00
6.3006300000000000e+06,-1.9960191225595065e+00,3.1788708847610536e-02,9.9867116273141965e-01,3.9854003660710902e-03,3.3583197592745224e-03,0.0000000000000000e+00,-2.0000000000000000e+00
6.3106310000000000e+06,-1.9960222621478516e+00,3.1763684039029627e-02,9.9867208018480591e-01,3.9830444808437449e-03,1.7693976917013885e-03,0.0000000000000000e+00,-2.0000000000000000e+00
6.3206320000000000e+06,-1.9960181140371764e+00,3.1796728831375631e-02,9.9867022602044131e-01,3.9900011436864169e-03,2.1801648350170547e-03,0.0000000000000000e+00,-2.0000000000000000e+00
6.3306330000000000e+06,-1.9960193497513041e+00,3.1786874477923277e-02,9.9867066816794048e-01,3.9885881758054964e-03,3.3793667101378946e-03,0.0000000000000000e+00,-2.0000000000000000e+00
6.3406340000000000e+06,-1.9960158501724987e+00,3.1814751641713102e-02,9.9866945293247911e-01,3.9923665819467935e-03,3.3282996550024644e-03,0.0000000000000000e+00,-2.0000000000000000e+00
6.3506350000000000e+06,-1.9960164557005877e+00,3.1809918767889300e-02,9.9866950124286957e-01,3.9926822651827898e-03,3.5921655597416697e-03,0.0000000000000000e+00,-2.0000000000000000e+00
6.3606360000000000e+06,-1.9960154871524458e+00,3.1817628360469641e-02,9.9866884192391725e-01,3.9956621160586181e-03,3.4589357307070515e-03,0.0000000000000000e+00,-2.0000000000000000e+00
6.3706370000000000e+06,-1.9960132658821077e+00,3.1835319800103790e-02,9.9866794921944901e-01,3.9987870690776361e-03,2.9595198463950494e-03,0.0000000000000000e+00,-2.0000000000000000e+00
6.3806380000000000e+06,-1.9960148129596627e+00,3.1822984639251928e-02,9.9866854819485662e-01,3.9967461836063478e-03,1.8379849384755015e-03,0.0000000000000000e+00,-2.0000000000000000e+00
6.3906390000000000e+06,-1.9960125996967435e+00,3.1840612312384664e-02,9.9866781522322523e-01,3.9989224504646259e-03,2.1117636289379920e-03,0.0000000000000000e+00,-2.0000000000000000e+00
6.4006400000000000e+06,-1.9960157053265530e+00,3.1815858478474013e-02,9.9866872500539405e-01,3.9965785909359397e-03,1.8960630600326749e-03,0.0000000000000000e+00,-2.0000000000000000e+00
