# $ ../../source/project4 -E 2.4 -l 100 -c 1e6 -s 0
c,E,CV,Mabs,Chi,M,accs
8.1000000000000000e+04,-1.2044344785866841e+00,1.1932620659568864e+00,1.0833302304909817e-01,2.9520784792607795e+01,2.4763728842853792e-02,2.6940000000000000e+03
8.2000000000000000e+04,-1.2043953171302788e+00,1.1910970623703261e+00,1.0764505067011378e-01,2.9382794360933332e+01,2.4041011694979329e-02,2.7670000000000000e+03
8.3000000000000000e+04,-1.2043254370429270e+00,1.1908291329319278e+00,1.0723970313610680e-01,2.9220018525995926e+01,2.3219520246744015e-02,2.6260000000000000e+03
8.4000000000000000e+04,-1.2043093915548624e+00,1.1877794171636924e+00,1.0714559588576326e-01,2.9010963516962008e+01,2.3889953691027491e-02,2.8100000000000000e+03
8.5000000000000000e+04,-1.2042858366372160e+00,1.1853490220118934e+00,1.0656480511993978e-01,2.8921082853485874e+01,2.3860309878707308e-02,2.8110000000000000e+03
8.6000000000000000e+04,-1.2042810571970093e+00,1.1836763677471835e+00,1.0686002488343159e-01,2.8820904757868462e+01,2.4942949500587203e-02,3.0320000000000000e+03
8.7000000000000000e+04,-1.2043127964046392e+00,1.1810828292633717e+00,1.0701764807301065e-01,2.9040035190359344e+01,2.5721083665704993e-02,2.7210000000000000e+03
8.8000000000000000e+04,-1.2044270633288259e+00,1.1806383360611896e+00,1.0845959477733208e-01,2.9779005122155322e+01,2.8086844467676501e-02,2.7240000000000000e+03
8.9000000000000000e+04,-1.2044067504859497e+00,1.1819901731812086e+00,1.0886123526701946e-01,2.9947444498179550e+01,2.9357373512657159e-02,2.8660000000000000e+03
9.0000000000000000e+04,-1.2043414406506594e+00,1.1810073686065152e+00,1.0830903656626037e-01,2.9816517584089830e+01,2.9450614993166743e-02,2.7540000000000000e+03
9.1000000000000000e+04,-1.2043496708827375e+00,1.1784061204735190e+00,1.0796320260216921e-01,2.9704193910883468e+01,2.8829368908033979e-02,2.7230000000000000e+03
9.2000000000000000e+04,-1.2044561906935793e+00,1.1826588976647086e+00,1.0831524439951741e-01,2.9805746342871707e+01,2.9530018151976610e-02,2.8550000000000000e+03
9.3000000000000000e+04,-1.2044729153449965e+00,1.1826395375235006e+00,1.0831035365211125e-01,2.9744009707801911e+01,2.8956578961516544e-02,2.7750000000000000e+03
9.4000000000000000e+04,-1.2045643259114265e+00,1.1826693113365523e+00,1.0817195136221956e-01,2.9584230153888505e+01,2.8978959798300018e-02,2.8990000000000000e+03
9.5000000000000000e+04,-1.2044719950316312e+00,1.1831545673564283e+00,1.0765655519415585e-01,2.9462840355200349e+01,2.9149718424016591e-02,2.9210000000000000e+03
9.6000000000000000e+04,-1.2044279705419734e+00,1.1834819706291375e+00,1.0800465828480954e-01,2.9626234754360848e+01,2.7421843522463310e-02,2.7970000000000000e+03
9.7000000000000000e+04,-1.2044011051432459e+00,1.1815589165164986e+00,1.0798432181111534e-01,2.9475552451203704e+01,2.6072312656570552e-02,2.7980000000000000e+03
9.8000000000000000e+04,-1.2043654738216958e+00,1.1801478013763618e+00,1.0775734941480189e-01,2.9394249899196776e+01,2.5222048754604546e-02,2.7420000000000000e+03
9.9000000000000000e+04,-1.2042972091190998e+00,1.1812251201815283e+00,1.0722137756184281e-01,2.9286219696287919e+01,2.5462934717831131e-02,2.7940000000000000e+03
1.0000000000000000e+05,-1.2042660413395867e+00,1.1796231490772011e+00,1.0681845181548186e-01,2.9136804703315889e+01,2.5486661133388665e-02,2.9180000000000000e+03
1.0100000000000000e+05,-1.2042316254294512e+00,1.1812597479443585e+00,1.0722744329264067e-01,2.9356985302648880e+01,2.3839219413669174e-02,3.0450000000000000e+03
1.0200000000000000e+05,-1.2042683071734590e+00,1.1811543125633357e+00,1.0719203341143714e-01,2.9418918992883661e+01,2.4193631434985933e-02,2.8390000000000000e+03
1.0300000000000000e+05,-1.2042862108134873e+00,1.1797274396951414e+00,1.0677138280210872e-01,2.9285352403048968e+01,2.3725253152882011e-02,2.7920000000000000e+03
1.0400000000000000e+05,-1.2042791550081249e+00,1.1826076822603744e+00,1.0657536946760127e-01,2.9163417827169472e+01,2.3450330285285721e-02,2.7150000000000000e+03
1.0500000000000000e+05,-1.2043283625870229e+00,1.1853063546115947e+00,1.0637539071056468e-01,2.9133456183337774e+01,2.3983969676479269e-02,2.8100000000000000e+03
1.0600000000000000e+05,-1.2043947170309712e+00,1.1853819290745176e+00,1.0632165168253130e-01,2.8962138033179858e+01,2.3565839944906179e-02,2.8160000000000000e+03
1.0700000000000000e+05,-1.2043305726114710e+00,1.1877498094158041e+00,1.0592334837992169e-01,2.8850545742514182e+01,2.3606992458014411e-02,2.5940000000000000e+03
1.0800000000000000e+05,-1.2043789372320628e+00,1.1883176841467826e+00,1.0592310071203044e-01,2.8702340409503680e+01,2.3260188331589524e-02,2.7990000000000000e+03
1.0900000000000000e+05,-1.2043288263410428e+00,1.1857618430794943e+00,1.0583088412032916e-01,2.8580865977976405e+01,2.2548554600416510e-02,2.7530000000000000e+03
1.1000000000000000e+05,-1.2043672548431377e+00,1.1844365551850449e+00,1.0630211361714893e-01,2.8719827901510893e+01,2.3682955609494460e-02,2.8590000000000000e+03
1.1100000000000000e+05,-1.2042716299853156e+00,1.1859116751886905e+00,1.0576062377816416e-01,2.8651194480770812e+01,2.3339910451257197e-02,2.7460000000000000e+03
1.1200000000000000e+05,-1.2042266908331176e+00,1.1844044834054592e+00,1.0528279926072089e-01,2.8542615449593299e+01,2.3300438388942957e-02,2.8230000000000000e+03
1.1300000000000000e+05,-1.2042116760028672e+00,1.1832588108039150e+00,1.0509700799107972e-01,2.8395036582213198e+01,2.3153672976345342e-02,2.8030000000000000e+03
1.1400000000000000e+05,-1.2041863176638801e+00,1.1823867501758247e+00,1.0474324962061737e-01,2.8318693460574377e+01,2.2597043885579950e-02,2.6980000000000000e+03
1.1500000000000000e+05,-1.2041364683785358e+00,1.1805644713192145e+00,1.0468196798288712e-01,2.8238559617489052e+01,2.2957402109546873e-02,2.7730000000000000e+03
1.1600000000000000e+05,-1.2041642951353868e+00,1.1813029341337582e+00,1.0495445901328437e-01,2.8388821058154505e+01,2.1694783665658052e-02,2.9310000000000000e+03
1.1700000000000000e+05,-1.2041923436551825e+00,1.1795428182101912e+00,1.0503824411757164e-01,2.8309627067036160e+01,2.1784945427816855e-02,2.8730000000000000e+03
1.1800000000000000e+05,-1.2041828086202659e+00,1.1778540913610616e+00,1.0498794755976644e-01,2.8179037929728686e+01,2.0992140744569961e-02,2.6000000000000000e+03
1.1900000000000000e+05,-1.2041373870807810e+00,1.1772288945389704e+00,1.0471439231603097e-01,2.8044133402250125e+01,2.0881348896227763e-02,2.8680000000000000e+03
1.2000000000000000e+05,-1.2041179690169248e+00,1.1757024603409487e+00,1.0444000966658612e-01,2.7917994827320499e+01,2.0297490854242879e-02,2.8390000000000000e+03
1.2100000000000000e+05,-1.2040697382666259e+00,1.1774580650931845e+00,1.0452912620556856e-01,2.7774940182330230e+01,2.0769058106957793e-02,2.9110000000000000e+03
1.2200000000000000e+05,-1.2040619568692059e+00,1.1787378427743291e+00,1.0484849960246227e-01,2.7812912004404762e+01,1.9802967188793534e-02,2.8350000000000000e+03
1.2300000000000000e+05,-1.2040886171657141e+00,1.1784239399940191e+00,1.0465991658604401e-01,2.7685839691911195e+01,2.0203263388102535e-02,2.6550000000000000e+03
1.2400000000000000e+05,-1.2040805477375183e+00,1.1779240844103820e+00,1.0449058959201941e-01,2.7553513016998359e+01,2.0685104152385867e-02,2.9550000000000000e+03
1.2500000000000000e+05,-1.2041445108439133e+00,1.1788847349785889e+00,1.0431492708058336e-01,2.7482997682603880e+01,2.0492912856697146e-02,2.8330000000000000e+03
1.2600000000000000e+05,-1.2041015325275197e+00,1.1783631759380095e+00,1.0440688565963763e-01,2.7478017389610724e+01,2.0935122737121135e-02,2.8670000000000000e+03
1.2700000000000000e+05,-1.2040905756647586e+00,1.1777845932589845e+00,1.0447590018976230e-01,2.7410416472039277e+01,2.1395514995944914e-02,2.7440000000000000e+03
1.2800000000000000e+05,-1.2040550839446567e+00,1.1758200144017530e+00,1.0427165256521434e-01,2.7336242733498590e+01,2.0954403481222805e-02,2.7670000000000000e+03
1.2900000000000000e+05,-1.2040199440314416e+00,1.1755014244073796e+00,1.0447655754606554e-01,2.7354338570943735e+01,1.9799564344462443e-02,3.0980000000000000e+03
1.3000000000000000e+05,-1.2040522519057546e+00,1.1745201824201892e+00,1.0495419266005647e-01,2.7566815208385911e+01,2.0855587264713347e-02,2.7840000000000000e+03
1.3100000000000000e+05,-1.2040794742024870e+00,1.1729308907175438e+00,1.0535685987129868e-01,2.7740193466649004e+01,2.1887194754238518e-02,2.7240000000000000e+03
1.3200000000000000e+05,-1.2040787387974332e+00,1.1714472262582016e+00,1.0540320603631789e-01,2.7650065481928344e+01,2.1527799031825518e-02,2.9190000000000000e+03
1.3300000000000000e+05,-1.2040104480417440e+00,1.1715224807393843e+00,1.0508779182111413e-01,2.7602061043011570e+01,2.0992394042150059e-02,2.8830000000000000e+03
1.3400000000000000e+05,-1.2039487973970342e+00,1.1720729764550926e+00,1.0501536854202581e-01,2.7483413541379800e+01,2.1273954671980060e-02,2.9550000000000000e+03
1.3500000000000000e+05,-1.2038998259272153e+00,1.1727702470454906e+00,1.0454425819068008e-01,2.7434617394554373e+01,2.1187690461552135e-02,2.9460000000000000e+03
1.3600000000000000e+05,-1.2038947213623430e+00,1.1706347377303368e+00,1.0456804582319248e-01,2.7373597958027823e+01,2.0327571120800580e-02,2.8070000000000000e+03
1.3700000000000000e+05,-1.2039802921146563e+00,1.1749374486097239e+00,1.0498337676367325e-01,2.7483061608499266e+01,1.9225363318515924e-02,2.8780000000000000e+03
1.3800000000000000e+05,-1.2040028927326614e+00,1.1734302021619967e+00,1.0506992268171970e-01,2.7507205425083715e+01,1.9903829682393605e-02,2.7440000000000000e+03
1.3900000000000000e+05,-1.2040322817821454e+00,1.1728181624945462e+00,1.0544462557823324e-01,2.7787961564651170e+01,2.0573126812037323e-02,2.8960000000000000e+03
1.4000000000000000e+05,-1.2040850165355961e+00,1.1736022274842901e+00,1.0511591917200593e-01,2.7702275423358323e+01,2.0297762158841725e-02,2.8390000000000000e+03
1.4100000000000000e+05,-1.2040663257707391e+00,1.1727722996028347e+00,1.0525083510046029e-01,2.7672306869696158e+01,1.9290758221572897e-02,2.7530000000000000e+03
1.4200000000000000e+05,-1.2040379236765939e+00,1.1744056547800494e+00,1.0532122168153746e-01,2.7611665928950689e+01,1.8495255667213613e-02,2.7840000000000000e+03
1.4300000000000000e+05,-1.2040160838036098e+00,1.1752928122402067e+00,1.0525220383074245e-01,2.7475319619209031e+01,1.8371149852098936e-02,2.9120000000000000e+03
1.4400000000000000e+05,-1.2040732300470136e+00,1.1778035657754582e+00,1.0538964034971980e-01,2.7496762761643836e+01,1.7380404302747898e-02,2.9560000000000000e+03
1.4500000000000000e+05,-1.2041179191867644e+00,1.1775641711397717e+00,1.0549267384362865e-01,2.7581243512901768e+01,1.6480664271280886e-02,2.8510000000000000e+03
1.4600000000000000e+05,-1.2041414236888788e+00,1.1773278974363997e+00,1.0568196930158012e-01,2.7592006072566466e+01,1.7189463085869276e-02,2.8070000000000000e+03
1.4700000000000000e+05,-1.2041800912918958e+00,1.1770785877020618e+00,1.0567722804606772e-01,2.7559571373122292e+01,1.6995091189855850e-02,2.9190000000000000e+03
1.4800000000000000e+05,-1.2041150181417695e+00,1.1775549788555750e+00,1.0550892629103857e-01,2.7464637080646888e+01,1.6749120614049907e-02,2.8700000000000000e+03
1.4900000000000000e+05,-1.2041100556372104e+00,1.1766856344696135e+00,1.0578885779290072e-01,2.7436028105563821e+01,1.5650552680854492e-02,2.8310000000000000e+03
1.5000000000000000e+05,-1.2040204771968186e+00,1.1774960905613585e+00,1.0563339577736149e-01,2.7337047891547186e+01,1.5823989173405512e-02,2.8460000000000000e+03
1.5100000000000000e+05,-1.2040159495632479e+00,1.1758601468408274e+00,1.0551243899047026e-01,2.7296990830244070e+01,1.5278355772478330e-02,2.7300000000000000e+03
1.5200000000000000e+05,-1.2039582134328064e+00,1.1751196157652886e+00,1.0531463477213965e-01,2.7215853075937815e+01,1.4697907250610194e-02,2.8520000000000000e+03
1.5300000000000000e+05,-1.2039434042914752e+00,1.1758686563419178e+00,1.0510059280658297e-01,2.7140256742228058e+01,1.4164664283239977e-02,2.7750000000000000e+03
1.5400000000000000e+05,-1.2039287848780202e+00,1.1734605882058127e+00,1.0512213686924110e-01,2.7068875392129470e+01,1.4286043597119500e-02,2.7320000000000000e+03
1.5500000000000000e+05,-1.2039431900439352e+00,1.1722994931642381e+00,1.0513286623957264e-01,2.7004358843370788e+01,1.3928492074244682e-02,2.7850000000000000e+03
1.5600000000000000e+05,-1.2039099210902493e+00,1.1716644401760359e+00,1.0511722104345486e-01,2.6929730608181639e+01,1.3378803982025756e-02,2.7840000000000000e+03
1.5700000000000000e+05,-1.2038852440430314e+00,1.1715959096963828e+00,1.0489603887873325e-01,2.6833384764709017e+01,1.3331039929681975e-02,2.9650000000000000e+03
1.5800000000000000e+05,-1.2038355883823519e+00,1.1715127709119890e+00,1.0496835336485212e-01,2.6734599144955165e+01,1.2528315643571876e-02,2.8940000000000000e+03
1.5900000000000000e+05,-1.2038469619687926e+00,1.1713257054875916e+00,1.0554563681989421e-01,2.6897864002310897e+01,1.3686979327174043e-02,2.8020000000000000e+03
1.6000000000000000e+05,-1.2038848507196829e+00,1.1711094662614374e+00,1.0539496753145293e-01,2.6814991717443860e+01,1.4029476065774588e-02,3.0070000000000000e+03
1.6100000000000000e+05,-1.2038755535679901e+00,1.1698205501063623e+00,1.0518969198949076e-01,2.6738541659493453e+01,1.4059246836976168e-02,2.6470000000000000e+03
