# $ ./project4 -L 20 -E 1 -c 1E4 -s 1
c,E,CV,Mabs,Chi,M
6.9000000000000000e+02,-1.9101447178002895e+00,1.3995244878853846e+01,8.4084659913169313e-01,3.9657325464259301e+01,8.4083212735166424e-01
7.0000000000000000e+02,-1.9113694721825962e+00,1.3837423855466477e+01,8.4310271041369478e-01,3.9232311900057141e+01,8.4308844507845937e-01
7.1000000000000000e+02,-1.9125035161744024e+00,1.3679855831903987e+01,8.4528129395217999e-01,3.8813667364956125e+01,8.4526722925457110e-01
7.2000000000000000e+02,-1.9137170596393898e+00,1.3532004593712337e+01,8.4742718446601939e-01,3.8406298156551713e+01,8.4741331484049942e-01
7.3000000000000000e+02,-1.9148153214774282e+00,1.3382134100355325e+01,8.4949384404924755e-01,3.8004110928754201e+01,8.4948016415868677e-01
7.4000000000000000e+02,-1.9158839406207826e+00,1.3235814315192110e+01,8.5150472334682858e-01,3.7609526171912691e+01,8.5149122807017552e-01
7.5000000000000000e+02,-1.9170039946737683e+00,1.3096755785894056e+01,8.5348202396804251e-01,3.7224617580465349e+01,8.5346870838881483e-01
7.6000000000000000e+02,-1.9180946123521680e+00,1.2960387483790109e+01,8.5540735873850193e-01,3.6846819300284409e+01,8.5539421813403427e-01
7.7000000000000000e+02,-1.9190661478599222e+00,1.2821648574038409e+01,8.5725680933852144e-01,3.6473085941245593e+01,8.5724383916990921e-01
7.8000000000000000e+02,-1.9200256081946221e+00,1.2686299353565555e+01,8.5906530089628674e-01,3.6106974478696245e+01,8.5905249679897566e-01
7.9000000000000000e+02,-1.9209860935524652e+00,1.2555059846790973e+01,8.6083438685208591e-01,3.5748292948003872e+01,8.6082174462705441e-01
8.0000000000000000e+02,-1.9218227215980024e+00,1.2421342734814971e+01,8.6253433208489383e-01,3.5393485795689266e+01,8.6252184769038709e-01
8.1000000000000000e+02,-1.9227127003699138e+00,1.2293973888624169e+01,8.6421085080147964e-01,3.5047149171153144e+01,8.6419852034525280e-01
8.2000000000000000e+02,-1.9236297198538366e+00,1.2171684986521722e+01,8.6585870889159566e-01,3.4708365218139512e+01,8.6584652862362976e-01
8.3000000000000000e+02,-1.9245487364620939e+00,1.2052951035462611e+01,8.6747292418772559e-01,3.4376266253089923e+01,8.6746089049338149e-01
8.4000000000000000e+02,-1.9254221165279430e+00,1.1935160593879992e+01,8.6904280618311536e-01,3.4049443262296045e+01,8.6903091557669443e-01
8.5000000000000000e+02,-1.9262279670975324e+00,1.1817152420391503e+01,8.7056404230317275e-01,3.3727205292453398e+01,8.7055229142185664e-01
8.6000000000000000e+02,-1.9270383275261325e+00,1.1702554116233078e+01,8.7205574912891992e-01,3.3411248001877723e+01,8.7204413472706155e-01
8.7000000000000000e+02,-1.9278760045924224e+00,1.1592363080824725e+01,8.7352468427095287e-01,3.3101965198295403e+01,8.7351320321469572e-01
8.8000000000000000e+02,-1.9286719636776390e+00,1.1483017569808290e+01,8.7495459704880818e-01,3.2797479311637652e+01,8.7494324631101028e-01
8.9000000000000000e+02,-1.9294725028058359e+00,1.1376723715519184e+01,8.7635802469135793e-01,3.2498790927103691e+01,8.7634680134680143e-01
9.0000000000000000e+02,-1.9301109877913429e+00,1.1265522264692990e+01,8.7769145394006653e-01,3.2201508645591751e+01,8.7768035516093235e-01
9.1000000000000000e+02,-1.9306805708013173e+00,1.1154326255149499e+01,8.7897914379802411e-01,3.1907859760145840e+01,8.7896816684961576e-01
9.2000000000000000e+02,-1.9314332247557005e+00,1.1053858042702196e+01,8.8029315960912058e-01,3.1624330443824292e+01,8.8028230184581968e-01
9.3000000000000000e+02,-1.9321697099892590e+00,1.0955109424628027e+01,8.8157894736842113e-01,3.1345554864605109e+01,8.8156820622986032e-01
9.4000000000000000e+02,-1.9328692879914984e+00,1.0857068192315928e+01,8.8283209351753456e-01,3.1070936225622027e+01,8.8282146652497351e-01
9.5000000000000000e+02,-1.9335751840168243e+00,1.0761659042836108e+01,8.8406414300736069e-01,3.0801353138707199e+01,8.8405362776025243e-01
9.6000000000000000e+02,-1.9342663891779395e+00,1.0667849242193915e+01,8.8527055150884493e-01,3.0536203811283158e+01,8.8526014568158173e-01
9.7000000000000000e+02,-1.9349433573635428e+00,1.0575601188323343e+01,8.8645211122554068e-01,3.0275387239205738e+01,8.8644181256436672e-01
9.8000000000000000e+02,-1.9356065239551479e+00,1.0484878335676621e+01,8.8760958205912333e-01,3.0018805084578489e+01,8.8759938837920482e-01
9.9000000000000000e+02,-1.9362563067608476e+00,1.0395645165724563e+01,8.8874369323915237e-01,2.9766361613756928e+01,8.8873360242179611e-01
