# $ ./project4 -L 20 -E 2.4 -c 1E4 -s 1
c,E,CV,Mabs,Chi,M
1.5000000000000000e+02,-1.1086092715231788e+00,2.0230904833608623e+00,2.3857615894039735e-01,4.1985307661944642e+00,-2.6986754966887419e-02
1.6000000000000000e+02,-1.1175776397515529e+00,2.0191318493370747e+00,2.5437888198757763e-01,4.6134967786736603e+00,5.3105590062111794e-03
1.7000000000000000e+02,-1.1193567251461989e+00,1.9230950453890805e+00,2.6511695906432747e-01,4.7433213068408504e+00,3.0614035087719298e-02
1.8000000000000000e+02,-1.1218232044198895e+00,1.8739634524790745e+00,2.7591160220994476e-01,4.9484112206587119e+00,5.4364640883977904e-02
1.9000000000000000e+02,-1.1295287958115183e+00,1.8745119224923759e+00,2.9369109947643979e-01,5.6813462258892802e+00,8.3743455497382199e-02
2.0000000000000000e+02,-1.1445273631840795e+00,2.0964552582581875e+00,3.1778606965174133e-01,7.2591540638433028e+00,1.1828358208955224e-01
2.1000000000000000e+02,-1.1592417061611373e+00,2.3155867143844819e+00,3.3696682464454975e-01,8.1615393110367407e+00,1.4691943127962084e-01
2.2000000000000000e+02,-1.1696380090497738e+00,2.3903880846920504e+00,3.5423076923076918e-01,8.8621185752407499e+00,1.7278280542986427e-01
2.3000000000000000e+02,-1.1843722943722943e+00,2.6256866229810059e+00,3.7406926406926411e-01,9.9317639911795741e+00,2.0047619047619047e-01
2.4000000000000000e+02,-1.1860995850622407e+00,2.5407830826298121e+00,3.8410788381742739e-01,9.9251958471789372e+00,2.1771784232365146e-01
2.5000000000000000e+02,-1.1891633466135458e+00,2.4754659978942124e+00,3.9203187250996019e-01,9.8036279847409791e+00,2.3227091633466135e-01
2.6000000000000000e+02,-1.1943678160919540e+00,2.4822319842632954e+00,4.0124521072796937e-01,9.8471074754236305e+00,2.4760536398467434e-01
2.7000000000000000e+02,-1.1990405904059040e+00,2.4397679770155620e+00,4.1119926199261991e-01,9.9255136776460038e+00,2.6322878228782287e-01
2.8000000000000000e+02,-1.1999644128113878e+00,2.3714659065164421e+00,4.1620996441281138e-01,9.7328817390863875e+00,2.7350533807829180e-01
2.9000000000000000e+02,-1.1974570446735395e+00,2.3157975880723778e+00,4.1250859106529214e-01,9.4780462362670850e+00,2.7470790378006871e-01
3.0000000000000000e+02,-1.1930897009966777e+00,2.2857204176063735e+00,4.0657807308970101e-01,9.3414315699238095e+00,2.7335548172757473e-01
3.1000000000000000e+02,-1.1897106109324758e+00,2.2543930767649023e+00,4.0503215434083600e-01,9.0565378769863827e+00,2.7609324758842446e-01
3.2000000000000000e+02,-1.1880996884735202e+00,2.2005323662964811e+00,4.0361370716510903e-01,8.8369979749161303e+00,2.7869158878504674e-01
3.3000000000000000e+02,-1.1868277945619337e+00,2.1471066600138458e+00,3.9992447129909364e-01,8.6718646081482724e+00,2.7877643504531724e-01
3.4000000000000000e+02,-1.1849560117302054e+00,2.1009132331736535e+00,3.9888563049853376e-01,8.4382827661727493e+00,2.8129032258064518e-01
3.5000000000000000e+02,-1.1864102564102563e+00,2.0486461148854511e+00,4.0470085470085471e-01,8.3946313341612449e+00,2.9045584045584044e-01
3.6000000000000000e+02,-1.1870637119113574e+00,1.9989780575996545e+00,4.0900277008310248e-01,8.2750420116481607e+00,2.9792243767313020e-01
3.7000000000000000e+02,-1.1911051212938006e+00,1.9939066524913061e+00,4.1447439353099730e-01,8.2412275412122806e+00,3.0638814016172505e-01
3.8000000000000000e+02,-1.1916797900262468e+00,1.9513205260978390e+00,4.1757217847769029e-01,8.0954633705563737e+00,3.1232283464566929e-01
3.9000000000000000e+02,-1.1932736572890026e+00,1.9214993106475555e+00,4.2085677749360612e-01,7.9654680219691620e+00,3.1829923273657290e-01
4.0000000000000000e+02,-1.1951371571072320e+00,1.8887187337834475e+00,4.2205735660847876e-01,7.7886856528670023e+00,3.2205735660847878e-01
4.1000000000000000e+02,-1.1982238442822384e+00,1.8862198239939973e+00,4.2535279805352799e-01,7.6792473010065843e+00,3.2778588807785886e-01
4.2000000000000000e+02,-1.1991923990498812e+00,1.8584595895482103e+00,4.2813539192399047e-01,7.5782111174427316e+00,3.3288598574821854e-01
4.3000000000000000e+02,-1.1991183294663572e+00,1.8588013929487743e+00,4.2832946635730856e-01,7.4193918081118611e+00,3.3529002320185614e-01
4.4000000000000000e+02,-1.1993877551020409e+00,1.8402832410363950e+00,4.3092970521541951e-01,7.3024069617768994e+00,3.4000000000000002e-01
4.5000000000000000e+02,-1.2031263858093126e+00,1.8547505229134156e+00,4.3703991130820397e-01,7.4243618926816231e+00,3.4812638580931266e-01
4.6000000000000000e+02,-1.2063123644251628e+00,1.8723082398654469e+00,4.4352494577006513e-01,7.5857906591191711e+00,3.5654013015184383e-01
4.7000000000000000e+02,-1.2104033970276007e+00,1.8938168427938282e+00,4.5001061571125262e-01,7.7522381270068843e+00,3.6487261146496813e-01
4.8000000000000000e+02,-1.2143451143451143e+00,1.9221556235589534e+00,4.5599792099792097e-01,7.8751632009428318e+00,3.7262993762993768e-01
4.9000000000000000e+02,-1.2160081466395112e+00,1.9083751933997191e+00,4.6000000000000002e-01,7.8665648336727756e+00,3.7832993890020367e-01
5.0000000000000000e+02,-1.2177445109780438e+00,1.8914325927873707e+00,4.6473053892215566e-01,7.9041379317213867e+00,3.8469061876247507e-01
5.1000000000000000e+02,-1.2191389432485322e+00,1.8666043073262195e+00,4.6758317025440310e-01,7.8225017009994113e+00,3.8910958904109594e-01
5.2000000000000000e+02,-1.2213627639155471e+00,1.8503055605699501e+00,4.7081573896353168e-01,7.7650282504608032e+00,3.9384836852207294e-01
5.3000000000000000e+02,-1.2210169491525424e+00,1.8200265284915154e+00,4.7233521657250471e-01,7.6451834059793100e+00,3.9681732580037665e-01
5.4000000000000000e+02,-1.2196303142329021e+00,1.7989482007145499e+00,4.7269870609981518e-01,7.5067190046501082e+00,3.9857670979667281e-01
5.5000000000000000e+02,-1.2196733212341198e+00,1.7705612519941192e+00,4.7352994555353900e-01,7.3810372824858934e+00,4.0075317604355720e-01
5.6000000000000000e+02,-1.2215151515151517e+00,1.7524277234615764e+00,4.7613190730837784e-01,7.3174558047710061e+00,4.0465240641711231e-01
5.7000000000000000e+02,-1.2220840630472853e+00,1.7292055804842650e+00,4.7774956217162873e-01,7.2171141819587099e+00,4.0752189141856393e-01
5.8000000000000000e+02,-1.2223063683304647e+00,1.7122668610677338e+00,4.7899311531841654e-01,7.1206787069596285e+00,4.0997418244406197e-01
5.9000000000000000e+02,-1.2206260575296108e+00,1.7055682880609819e+00,4.7878172588832485e-01,7.0091434976423068e+00,4.1093062605752961e-01
6.0000000000000000e+02,-1.2204658901830283e+00,1.6868956312105690e+00,4.7461730449251249e-01,7.1124686578017950e+00,4.0789517470881864e-01
6.1000000000000000e+02,-1.2201800327332242e+00,1.6628114425804044e+00,4.7055646481178393e-01,7.1983662853147896e+00,4.0240589198036003e-01
6.2000000000000000e+02,-1.2198228663446056e+00,1.6380927396781493e+00,4.6762479871175522e-01,7.1724024632581473e+00,3.9128019323671492e-01
6.3000000000000000e+02,-1.2207923930269413e+00,1.6215447045569817e+00,4.6615689381933434e-01,7.0842328229033003e+00,3.7913629160063395e-01
6.4000000000000000e+02,-1.2196099843993760e+00,1.6103096827981365e+00,4.6301092043681746e-01,7.0898957159534355e+00,3.6909516380655227e-01
6.5000000000000000e+02,-1.2182642089093703e+00,1.5980690557334531e+00,4.5711981566820276e-01,7.3629607410081617e+00,3.6231182795698930e-01
6.6000000000000000e+02,-1.2172465960665659e+00,1.5995953946924903e+00,4.5091527987897123e-01,7.6715636045570479e+00,3.5752647503782148e-01
6.7000000000000000e+02,-1.2156482861400895e+00,1.5927816065914160e+00,4.4486587183308496e-01,7.9621057944523077e+00,3.5167660208643814e-01
6.8000000000000000e+02,-1.2145814977973568e+00,1.5813862097071605e+00,4.3926578560939794e-01,8.1982948832121156e+00,3.4558002936857563e-01
6.9000000000000000e+02,-1.2145007235890015e+00,1.5660780219527120e+00,4.3594066570188134e-01,8.2113575897958953e+00,3.3754703328509406e-01
7.0000000000000000e+02,-1.2134664764621967e+00,1.5559395766164370e+00,4.3336661911554919e-01,8.1747514928405405e+00,3.2908701854493577e-01
7.1000000000000000e+02,-1.2122362869198313e+00,1.5500805109975571e+00,4.3085794655414911e-01,8.1347108890299982e+00,3.2087201125175807e-01
7.2000000000000000e+02,-1.2116643550624133e+00,1.5330947347361972e+00,4.2848821081830790e-01,8.1024161233915724e+00,3.1281553398058254e-01
7.3000000000000000e+02,-1.2106566347469221e+00,1.5183049110162554e+00,4.2628590971272229e-01,8.0626633025239443e+00,3.0487688098495214e-01
7.4000000000000000e+02,-1.2109986504723347e+00,1.5008866582930853e+00,4.2362348178137649e-01,8.0497741681099910e+00,2.9767206477732794e-01
7.5000000000000000e+02,-1.2110652463382157e+00,1.4836466010994198e+00,4.1984021304926761e-01,8.1231426599125438e+00,2.9185086551264983e-01
7.6000000000000000e+02,-1.2111038107752956e+00,1.4653482989258337e+00,4.1557161629434952e-01,8.2512212761524246e+00,2.8839684625492773e-01
7.7000000000000000e+02,-1.2102853437094683e+00,1.4538241483268295e+00,4.1361219195849541e-01,8.2052561706432385e+00,2.8808690012970167e-01
7.8000000000000000e+02,-1.2108834827144686e+00,1.4397220796812336e+00,4.1384122919334188e-01,8.1148370278318307e+00,2.8992317541613316e-01
7.9000000000000000e+02,-1.2102275600505690e+00,1.4288838881155044e+00,4.1327433628318588e-01,8.0248460743840120e+00,2.9092288242730718e-01
8.0000000000000000e+02,-1.2104993757802747e+00,1.4171348531079073e+00,4.1315230961298377e-01,7.9289565997143665e+00,2.9232833957553056e-01
8.1000000000000000e+02,-1.2095807644882861e+00,1.4086567903074059e+00,4.1253390875462392e-01,7.8382486266973395e+00,2.9319975339087545e-01
8.2000000000000000e+02,-1.2085505481120584e+00,1.4029786804923989e+00,4.1108404384896469e-01,7.7751695495278952e+00,2.9320341047503046e-01
8.3000000000000000e+02,-1.2094705174488569e+00,1.3968751694475765e+00,4.1181708784596871e-01,7.6939242273069759e+00,2.9535499398315285e-01
8.4000000000000000e+02,-1.2096432818073721e+00,1.3841733538563783e+00,4.1197384066587395e-01,7.6049491526941440e+00,2.9689655172413792e-01
8.5000000000000000e+02,-1.2093184488836664e+00,1.3724053972738375e+00,4.1079318448883667e-01,7.5510653349921659e+00,2.9706815511163337e-01
8.6000000000000000e+02,-1.2099070847851336e+00,1.3659659768020826e+00,4.0680603948896632e-01,7.6934507565998169e+00,2.9297328687572594e-01
8.7000000000000000e+02,-1.2101148105625719e+00,1.3554972348947307e+00,4.0286452353616531e-01,7.8291768109026529e+00,2.9033869115958671e-01
8.8000000000000000e+02,-1.2090805902383654e+00,1.3510653359576534e+00,4.0153234960272421e-01,7.7964399031472409e+00,2.9028376844494891e-01
8.9000000000000000e+02,-1.2109427609427610e+00,1.3591788315880977e+00,4.0297979797979799e-01,7.7412389892187816e+00,2.9297979797979801e-01
9.0000000000000000e+02,-1.2109544950055493e+00,1.3488546009291693e+00,4.0321309655937848e-01,7.6602151471440267e+00,2.9443396226415092e-01
9.1000000000000000e+02,-1.2102085620197585e+00,1.3394362401829767e+00,4.0250274423710208e-01,7.5928546913903050e+00,2.9491767288693743e-01
9.2000000000000000e+02,-1.2099239956568946e+00,1.3281679544951179e+00,4.0204668838219326e-01,7.5175655071298522e+00,2.9562975027144406e-01
9.3000000000000000e+02,-1.2093233082706767e+00,1.3174807319049429e+00,3.9933404940923739e-01,7.5549117634503666e+00,2.9406015037593985e-01
9.4000000000000000e+02,-1.2084590860786397e+00,1.3127631416647445e+00,3.9802337938363441e-01,7.5082666464140209e+00,2.9386822529224227e-01
9.5000000000000000e+02,-1.2080021030494217e+00,1.3030292671306321e+00,3.9918506834910622e-01,7.4555368783684761e+00,2.9612513144058883e-01
9.6000000000000000e+02,-1.2094797086368367e+00,1.3107830279742150e+00,4.0235691987513006e-01,7.5438842484361475e+00,3.0036940686784602e-01
9.7000000000000000e+02,-1.2114933058702368e+00,1.3271351632400865e+00,4.0541709577754892e-01,7.6182296732252066e+00,3.0447991761071064e-01
9.8000000000000000e+02,-1.2137206931702345e+00,1.3523275193912494e+00,4.0876146788990825e-01,7.7278066910442167e+00,3.0885321100917429e-01
9.9000000000000000e+02,-1.2156004036326942e+00,1.3675592667226257e+00,4.1142280524722502e-01,7.7694490152373721e+00,3.1252270433905144e-01
1.0000000000000000e+03,-1.2166533466533467e+00,1.3708852752309264e+00,4.1417582417582416e-01,7.8262812279295790e+00,3.1626373626373627e-01
1.0100000000000000e+03,-1.2154995054401583e+00,1.3700147509171832e+00,4.1498516320474776e-01,7.7630027658173546e+00,3.1804154302670623e-01
1.0200000000000000e+03,-1.2154554358472085e+00,1.3608875572920800e+00,4.1583741429970617e-01,7.7025724797214785e+00,3.1984329089128305e-01
1.0300000000000000e+03,-1.2154122211445197e+00,1.3496200968594267e+00,4.1659553831231810e-01,7.6403896442735642e+00,3.2153249272550921e-01
1.0400000000000000e+03,-1.2156676272814602e+00,1.3386007710961141e+00,4.1757925072046104e-01,7.5879362330796658e+00,3.2342939481268013e-01
1.0500000000000000e+03,-1.2168886774500476e+00,1.3386144132084357e+00,4.2013796384395813e-01,7.6306699960740012e+00,3.2688392007611794e-01
1.0600000000000000e+03,-1.2185673892554194e+00,1.3488338066596020e+00,4.2254005655042415e-01,7.6643935827201748e+00,3.3016493873704050e-01
1.0700000000000000e+03,-1.2189542483660132e+00,1.3440987627198082e+00,4.2408963585434173e-01,7.6483562706128252e+00,3.3257703081232493e-01
1.0800000000000000e+03,-1.2188621646623496e+00,1.3345989093518509e+00,4.2467622571692876e-01,7.5861296144003854e+00,3.3401017576318226e-01
1.0900000000000000e+03,-1.2185242896425299e+00,1.3274979699004790e+00,4.2482126489459210e-01,7.5196440798433324e+00,3.3498625114573782e-01
1.1000000000000000e+03,-1.2180018165304269e+00,1.3200502066534912e+00,4.2429609445958222e-01,7.4608733686355135e+00,3.3527702089009992e-01
1.1100000000000000e+03,-1.2186588658865887e+00,1.3168130381895051e+00,4.2534203420342032e-01,7.4424797520256147e+00,3.3712421242124213e-01
1.1200000000000000e+03,-1.2187243532560215e+00,1.3074558817249025e+00,4.2697591436217663e-01,7.4274752229687424e+00,3.3954504906333632e-01
1.1300000000000000e+03,-1.2189389920424403e+00,1.2991039634572923e+00,4.2823165340406716e-01,7.3970178760401053e+00,3.4157382847038020e-01
1.1400000000000000e+03,-1.2206748466257669e+00,1.3181286133081407e+00,4.3123575810692372e-01,7.5082906194959538e+00,3.4533742331288342e-01
1.1500000000000000e+03,-1.2221807124239792e+00,1.3275549287947621e+00,4.3416159860990439e-01,7.6075826734229057e+00,3.4900955690703739e-01
1.1600000000000000e+03,-1.2233247200689061e+00,1.3313096098032196e+00,4.3639534883720926e-01,7.6410981244449818e+00,3.5197674418604646e-01
1.1700000000000000e+03,-1.2240563620836893e+00,1.3262781264886725e+00,4.3751494449188727e-01,7.6006288768106218e+00,3.5381725021349275e-01
1.1800000000000000e+03,-1.2249872988992379e+00,1.3260140188096001e+00,4.3867485182049110e-01,7.5711122132513538e+00,3.5568585944115155e-01
1.1900000000000000e+03,-1.2259361880772459e+00,1.3266239359020220e+00,4.4084382871536526e-01,7.6037681153290011e+00,3.5855163727959699e-01
1.2000000000000000e+03,-1.2281348875936720e+00,1.3588920198567140e+00,4.4361781848459614e-01,7.6980995807222454e+00,3.6201082431307241e-01
1.2100000000000000e+03,-1.2290173410404623e+00,1.3555102896961873e+00,4.4563996696944669e-01,7.7181432735478550e+00,3.6470685383980184e-01
1.2200000000000000e+03,-1.2297133497133497e+00,1.3507825821503225e+00,4.4606470106470103e-01,7.6654335092295778e+00,3.6579443079443080e-01
1.2300000000000000e+03,-1.2293988627132413e+00,1.3436995192711392e+00,4.4553208773354996e-01,7.6175502954961463e+00,3.6591389114541023e-01
1.2400000000000000e+03,-1.2296937953263498e+00,1.3351286844292141e+00,4.4605157131345691e-01,7.5628864758844889e+00,3.6707493956486703e-01
1.2500000000000000e+03,-1.2292246203037569e+00,1.3347404233110562e+00,4.4651878497202241e-01,7.5149366251736138e+00,3.6817346123101513e-01
1.2600000000000000e+03,-1.2302220459952418e+00,1.3360504134241562e+00,4.4659000793021414e-01,7.4630897480967331e+00,3.6886597938144328e-01
1.2700000000000000e+03,-1.2308025177025963e+00,1.3304474512601323e+00,4.4655389457120376e-01,7.4142284366931372e+00,3.6944138473642801e-01
1.2800000000000000e+03,-1.2315534738485558e+00,1.3294848093417311e+00,4.4729117876658864e-01,7.3717603942649070e+00,3.7078064012490247e-01
1.2900000000000000e+03,-1.2317350890782339e+00,1.3199776981918048e+00,4.4817583268783889e-01,7.3375586219958411e+00,3.7225793958171960e-01
1.3000000000000000e+03,-1.2324519600307455e+00,1.3153278593123838e+00,4.5001537279016141e-01,7.3550665760369194e+00,3.7468101460415065e-01
1.3100000000000000e+03,-1.2337909992372236e+00,1.3257722441409721e+00,4.5210144927536233e-01,7.3945188796397590e+00,3.7734172387490467e-01
1.3200000000000000e+03,-1.2339666919000758e+00,1.3172688269852162e+00,4.5342543527630580e-01,7.3792738967164730e+00,3.7923164269492809e-01
1.3300000000000000e+03,-1.2339143501126972e+00,1.3125211952120834e+00,4.5373779113448537e-01,7.3336813785507049e+00,3.8010142749812170e-01
1.3400000000000000e+03,-1.2345637583892617e+00,1.3075891643185920e+00,4.5392990305741981e-01,7.2813496657826748e+00,3.8084265473527218e-01
1.3500000000000000e+03,-1.2350555144337527e+00,1.3026858107377974e+00,4.5459659511472983e-01,7.2389224209644079e+00,3.8205033308660252e-01
1.3600000000000000e+03,-1.2357384276267451e+00,1.2992429422929996e+00,4.5597722263041879e-01,7.2305719194099316e+00,3.8396399706098455e-01
1.3700000000000000e+03,-1.2367687819110138e+00,1.3088168461719965e+00,4.5786652078774615e-01,7.2682816160107144e+00,3.8637855579868707e-01
1.3800000000000000e+03,-1.2391383055756697e+00,1.3542860740825391e+00,4.6064083997103544e-01,7.3928624012340904e+00,3.8967052860246199e-01
1.3900000000000000e+03,-1.2405032350826743e+00,1.3668148282331838e+00,4.6289000718907258e-01,7.4602962102923511e+00,3.9242990654205606e-01
1.4000000000000000e+03,-1.2403211991434688e+00,1.3580357017004494e+00,4.6384011420413990e-01,7.4298703527934480e+00,3.9388294075660241e-01
1.4100000000000000e+03,-1.2407016300496101e+00,1.3530103446261013e+00,4.6447200566973779e-01,7.3877488358402994e+00,3.9501063075832737e-01
1.4200000000000000e+03,-1.2402322308233638e+00,1.3466857926649962e+00,4.6460239268121045e-01,7.3409805714127208e+00,3.9562983814215341e-01
1.4300000000000000e+03,-1.2392522711390637e+00,1.3485470499514096e+00,4.6276030747728858e-01,7.3878286495998964e+00,3.9415094339622642e-01
1.4400000000000000e+03,-1.2376544066620403e+00,1.3655385869437471e+00,4.6079111727966693e-01,7.4365831744507433e+00,3.9017349063150591e-01
1.4500000000000000e+03,-1.2359820813232254e+00,1.3861549283116119e+00,4.5941419710544451e-01,7.4370666284791698e+00,3.8568573397656791e-01
1.4600000000000000e+03,-1.2341615331964408e+00,1.4107773346911219e+00,4.5707049965776869e-01,7.5241628722946796e+00,3.8226557152635182e-01
1.4700000000000000e+03,-1.2333650577838204e+00,1.4120233289887034e+00,4.5527532290958533e-01,7.5577456938841587e+00,3.7835486063902107e-01
1.4800000000000000e+03,-1.2332680621201890e+00,1.4052527655552847e+00,4.5491222147197841e-01,7.5142064583379886e+00,3.7308912896691426e-01
1.4900000000000000e+03,-1.2326089872568746e+00,1.4031481034154341e+00,4.5410127431254188e-01,7.4860100276748049e+00,3.6834674714956406e-01
1.5000000000000000e+03,-1.2315456362425050e+00,1.4130308555369311e+00,4.5284143904063962e-01,7.4990180171543077e+00,3.6412724850099937e-01
1.5100000000000000e+03,-1.2320383851753807e+00,1.4134826905314464e+00,4.5387160820648575e-01,7.4847453223022367e+00,3.5769027134348114e-01
1.5200000000000000e+03,-1.2323011176857330e+00,1.4074323402047133e+00,4.5496055226824461e-01,7.4680799510339826e+00,3.5126561472715317e-01
1.5300000000000000e+03,-1.2322011757021556e+00,1.4013118712299248e+00,4.5443827563683870e-01,7.4301346524110237e+00,3.4652188112344873e-01
1.5400000000000000e+03,-1.2314406229720960e+00,1.3991817099737700e+00,4.5327060350421805e-01,7.4217354702940463e+00,3.4249188838416617e-01
1.5500000000000000e+03,-1.2308252740167633e+00,1.4023006505327278e+00,4.5254674403610573e-01,7.3897206491572556e+00,3.3808510638297873e-01
1.5600000000000000e+03,-1.2313901345291480e+00,1.4005838230510916e+00,4.5095451633568223e-01,7.4160183398099369e+00,3.3461242793081358e-01
1.5700000000000000e+03,-1.2307702100572884e+00,1.3997704949886285e+00,4.4841183959261616e-01,7.5375145915323145e+00,3.3233927434754934e-01
1.5800000000000000e+03,-1.2296204933586339e+00,1.4095409153847336e+00,4.4590449082858952e-01,7.6553770375411245e+00,3.3033206831119544e-01
1.5900000000000000e+03,-1.2285983658076680e+00,1.4132086020214023e+00,4.4391577624135764e-01,7.7208259704605444e+00,3.2906976744186045e-01
1.6000000000000000e+03,-1.2281761399125548e+00,1.4082810365285796e+00,4.4169581511555278e-01,7.8083042746159972e+00,3.2744222361024361e-01
1.6100000000000000e+03,-1.2279888268156425e+00,1.4010485119181593e+00,4.4016139044072006e-01,7.8260509040435977e+00,3.2661700806952204e-01
1.6200000000000000e+03,-1.2271745835903765e+00,1.4037056854840810e+00,4.3830968537939541e-01,7.8731409148611577e+00,3.2430598396051818e-01
1.6300000000000000e+03,-1.2264868179031270e+00,1.4017375786235866e+00,4.3596566523605146e-01,7.9740347514054033e+00,3.2202942979767019e-01
1.6400000000000000e+03,-1.2254478976234002e+00,1.4072421878278445e+00,4.3514015843997561e-01,7.9519213653827743e+00,3.1823583180987203e-01
1.6500000000000000e+03,-1.2240036341611145e+00,1.4246683818811461e+00,4.3388855239248941e-01,7.9524263571209604e+00,3.1492428831011510e-01
1.6600000000000000e+03,-1.2227934978928356e+00,1.4349052683196786e+00,4.3173389524382905e-01,8.0338557477119981e+00,3.1257074051776035e-01
1.6700000000000000e+03,-1.2214661879114304e+00,1.4487627102706711e+00,4.2994314781567922e-01,8.0818491521087719e+00,3.1142130460801914e-01
1.6800000000000000e+03,-1.2207019631171923e+00,1.4503177541279102e+00,4.3002974419988099e-01,8.0443831561362344e+00,3.1221296847114810e-01
1.6900000000000000e+03,-1.2221762270845653e+00,1.4706284695253089e+00,4.3181253696037847e-01,8.0887117656432483e+00,3.1469248965109403e-01
1.7000000000000000e+03,-1.2230864197530864e+00,1.4733366114824600e+00,4.3323927101704884e-01,8.0992408011655925e+00,3.1680776014109346e-01
1.7100000000000000e+03,-1.2242781998831094e+00,1.4863336733251977e+00,4.3512565751022791e-01,8.1575879586630968e+00,3.1937463471654004e-01
1.7200000000000000e+03,-1.2249041255084254e+00,1.4837953217084989e+00,4.3653980244044166e-01,8.1691719468848341e+00,3.2146135967460782e-01
1.7300000000000000e+03,-1.2246042749855575e+00,1.4794596864515295e+00,4.3714326978625073e-01,8.1354177228088780e+00,3.2272963604852684e-01
1.7400000000000000e+03,-1.2247041929925331e+00,1.4791615873456674e+00,4.3843193566915567e-01,8.1432911338671996e+00,3.2467547386559448e-01
1.7500000000000000e+03,-1.2254825813820673e+00,1.4809460950382471e+00,4.3984865790976585e-01,8.1591837896769572e+00,3.2674186179326098e-01
1.7600000000000000e+03,-1.2260533787620671e+00,1.4777695352386597e+00,4.4093412833617263e-01,8.1481580881021198e+00,3.2846961953435544e-01
1.7700000000000000e+03,-1.2266629023150761e+00,1.4764170334040045e+00,4.4161773009599092e-01,8.1173903823898979e+00,3.2978825522303784e-01
1.7800000000000000e+03,-1.2267546322290848e+00,1.4724032134835296e+00,4.4201852891633914e-01,8.0780898735303968e+00,3.3081695676586187e-01
1.7900000000000000e+03,-1.2270184254606364e+00,1.4668511691156458e+00,4.4276102735901729e-01,8.0498345170025765e+00,3.3218034617532105e-01
1.8000000000000000e+03,-1.2266129927817879e+00,1.4632742325239483e+00,4.4259855635757916e-01,8.0131398071669881e+00,3.3263187118267629e-01
1.8100000000000000e+03,-1.2267200441744892e+00,1.4569727077733636e+00,4.4259801214798450e-01,7.9741396422642952e+00,3.3323854224185534e-01
1.8200000000000000e+03,-1.2273201537616694e+00,1.4546922612101474e+00,4.4323723228995054e-01,7.9464526373467654e+00,3.3447830862163647e-01
1.8300000000000000e+03,-1.2272528672856362e+00,1.4477092785684185e+00,4.4339978154014198e-01,7.9060223338715332e+00,3.3523484434735118e-01
1.8400000000000000e+03,-1.2271156979902227e+00,1.4415845991131089e+00,4.4310700706137973e-01,7.8674432300931398e+00,3.3552960347637151e-01
1.8500000000000000e+03,-1.2275202593192869e+00,1.4440736985366636e+00,4.4382766072393304e-01,7.8610801390033247e+00,3.3683144246353325e-01
1.8600000000000000e+03,-1.2283181085437938e+00,1.4465205265889709e+00,4.4527404621171413e-01,7.8847358262969731e+00,3.3885276732939285e-01
1.8700000000000000e+03,-1.2286691608765365e+00,1.4425658519872968e+00,4.4672367717797967e-01,7.9090785801800285e+00,3.4087119187600218e-01
1.8800000000000000e+03,-1.2292450824029770e+00,1.4401370435721346e+00,4.4765018607123869e-01,7.8966785240505821e+00,3.4236044657097287e-01
1.8900000000000000e+03,-1.2301322051824430e+00,1.4459305389823387e+00,4.4868588048651509e-01,7.8893583124457081e+00,3.4395293495505025e-01
