# $ ./project4 -L 2 -E 1 -c 100 -s 1
c,E,CV,Mabs,Chi,M
6.5000000000000000e+01,-1.9696969696969697e+00,2.3875114784205742e-01,9.9242424242424243e-01,1.4921946740128700e-02,9.9242424242424243e-01
6.6000000000000000e+01,-1.9701492537313432e+00,2.3524170193807237e-01,9.9253731343283580e-01,1.4702606371129523e-02,9.9253731343283580e-01
6.7000000000000000e+01,-1.9705882352941178e+00,2.3183391003460052e-01,9.9264705882352944e-01,1.4489619377162644e-02,9.9264705882352944e-01
6.8000000000000000e+01,-1.9710144927536233e+00,2.2852341944969545e-01,9.9275362318840576e-01,1.4282713715605855e-02,9.9275362318840576e-01
6.9000000000000000e+01,-1.9714285714285715e+00,2.2530612244897874e-01,9.9285714285714288e-01,1.4081632653061060e-02,9.9285714285714288e-01
7.0000000000000000e+01,-1.9718309859154930e+00,2.2217813925808372e-01,9.9295774647887325e-01,1.3886133703630232e-02,9.9295774647887325e-01
7.1000000000000000e+01,-1.9722222222222223e+00,2.1913580246913433e-01,9.9305555555555558e-01,1.3695987654320785e-02,9.9305555555555558e-01
7.2000000000000000e+01,-1.9726027397260273e+00,2.1617564270970213e-01,9.9315068493150682e-01,1.3510977669356272e-02,9.9315068493150682e-01
7.3000000000000000e+01,-1.9729729729729730e+00,2.1329437545653640e-01,9.9324324324324320e-01,1.3330898466034302e-02,9.9324324324324320e-01
7.4000000000000000e+01,-1.9733333333333334e+00,2.1048888888888762e-01,9.9333333333333329e-01,1.3155555555556031e-02,9.9333333333333329e-01
7.5000000000000000e+01,-1.9736842105263157e+00,2.0775623268698062e-01,9.9342105263157898e-01,1.2984764542936400e-02,9.9342105263157898e-01
7.6000000000000000e+01,-1.9740259740259740e+00,2.0509360769101015e-01,9.9350649350649356e-01,1.2818350480687801e-02,9.9350649350649356e-01
7.7000000000000000e+01,-1.9743589743589745e+00,2.0249835634450974e-01,9.9358974358974361e-01,1.2656147271531637e-02,9.9358974358974361e-01
7.8000000000000000e+01,-1.9746835443037976e+00,1.9996795385354815e-01,9.9367088607594933e-01,1.2497997115846982e-02,9.9367088607594933e-01
7.9000000000000000e+01,-1.9750000000000001e+00,1.9749999999999979e-01,9.9375000000000002e-01,1.2343749999999876e-02,9.9375000000000002e-01
8.0000000000000000e+01,-1.9753086419753085e+00,1.9509221155311707e-01,9.9382716049382713e-01,1.2193263222069817e-02,9.9382716049382713e-01
8.1000000000000000e+01,-1.9756097560975610e+00,1.9274241522903068e-01,9.9390243902439024e-01,1.2046400951814196e-02,9.9390243902439024e-01
8.2000000000000000e+01,-1.9759036144578312e+00,1.9044854115256271e-01,9.9397590361445787e-01,1.1903033822034725e-02,9.9397590361445787e-01
8.3000000000000000e+01,-1.9761904761904763e+00,1.8820861678004519e-01,9.9404761904761907e-01,1.1763038548752824e-02,9.9404761904761907e-01
8.4000000000000000e+01,-1.9764705882352942e+00,1.8602076124567368e-01,9.9411764705882355e-01,1.1626297577854494e-02,9.9411764705882355e-01
8.5000000000000000e+01,-1.9767441860465116e+00,1.8388318009735016e-01,9.9418604651162790e-01,1.1492698756084607e-02,9.9418604651162790e-01
8.6000000000000000e+01,-1.9770114942528736e+00,1.8179416039106933e-01,9.9425287356321834e-01,1.1362135024442388e-02,9.9425287356321834e-01
8.7000000000000000e+01,-1.9772727272727273e+00,1.7975206611570194e-01,9.9431818181818177e-01,1.1234504132231926e-02,9.9431818181818177e-01
8.8000000000000000e+01,-1.9775280898876404e+00,1.7775533392248555e-01,9.9438202247191010e-01,1.1109708370155680e-02,9.9438202247191010e-01
8.9000000000000000e+01,-1.9777777777777779e+00,1.7580246913580133e-01,9.9444444444444446e-01,1.0987654320987694e-02,9.9444444444444446e-01
9.0000000000000000e+01,-1.9780219780219781e+00,1.7389204202391007e-01,9.9450549450549453e-01,1.0868252626494268e-02,9.9450549450549453e-01
9.1000000000000000e+01,-1.9782608695652173e+00,1.7202268431002032e-01,9.9456521739130432e-01,1.0751417769376381e-02,9.9456521739130432e-01
9.2000000000000000e+01,-1.9784946236559140e+00,1.7019308590588444e-01,9.9462365591397850e-01,1.0637067869117889e-02,9.9462365591397850e-01
9.3000000000000000e+01,-1.9787234042553192e+00,1.6840199185151583e-01,9.9468085106382975e-01,1.0525124490720295e-02,9.9468085106382975e-01
9.4000000000000000e+01,-1.9789473684210526e+00,1.6664819944598364e-01,9.9473684210526314e-01,1.0415512465374199e-02,9.9473684210526314e-01
9.5000000000000000e+01,-1.9791666666666667e+00,1.6493055555555536e-01,9.9479166666666663e-01,1.0308159722222321e-02,9.9479166666666663e-01
9.6000000000000000e+01,-1.9793814432989691e+00,1.6324795408651305e-01,9.9484536082474229e-01,1.0202997130407176e-02,9.9484536082474229e-01
9.7000000000000000e+01,-1.9795918367346939e+00,1.6159933361099554e-01,9.9489795918367352e-01,1.0099958350686666e-02,9.9489795918367352e-01
9.8000000000000000e+01,-1.9797979797979799e+00,1.5998367513518907e-01,9.9494949494949492e-01,9.9989796959496502e-03,9.9494949494949492e-01
9.9000000000000000e+01,-1.9800000000000000e+00,1.5840000000000032e-01,9.9500000000000000e-01,9.9000000000000199e-03,9.9500000000000000e-01
