# $ ./project4 -L 20 -E 2.4 -c 1E4 -s 0
c,E,CV,Mabs,Chi,M
9.2000000000000000e+02,-1.2592290988056460e+00,1.3098800111708393e+00,4.8762757871878393e-01,8.2878829640790013e+00,4.2475027144408251e-01
9.3000000000000000e+02,-1.2580988184747584e+00,1.3052523353547814e+00,4.8399570354457572e-01,8.4064779775893612e+00,4.2179377013963482e-01
9.4000000000000000e+02,-1.2567162592986185e+00,1.3081940932542768e+00,4.8178533475026569e-01,8.3999381221430287e+00,4.2024442082890545e-01
9.5000000000000000e+02,-1.2557518401682439e+00,1.3032215675224659e+00,4.8206624605678239e-01,8.3179048066068013e+00,4.2117245005257620e-01
9.6000000000000000e+02,-1.2567325702393339e+00,1.3029064249155655e+00,4.8437565036420394e-01,8.3223509174850054e+00,4.2411550468262227e-01
9.7000000000000000e+02,-1.2582595262615859e+00,1.3078411860182846e+00,4.8659114315139029e-01,8.3173046144578020e+00,4.2695159629248197e-01
9.8000000000000000e+02,-1.2600101936799184e+00,1.3204425683870795e+00,4.8910805300713556e-01,8.3412664876624678e+00,4.3007645259938843e-01
9.9000000000000000e+02,-1.2614228052472252e+00,1.3255195260540202e+00,4.9095862764883952e-01,8.3169087291849344e+00,4.3252270433905143e-01
1.0000000000000000e+03,-1.2620179820179820e+00,1.3240734041183562e+00,4.9291708291708292e-01,8.3064405790679530e+00,4.3506493506493504e-01
1.0100000000000000e+03,-1.2604154302670623e+00,1.3322635399005220e+00,4.9294757665677547e-01,8.2275002013786374e+00,4.3566765578635014e-01
1.0200000000000000e+03,-1.2599314397649364e+00,1.3251370661105537e+00,4.9303623898139082e-01,8.1504142440675285e+00,4.3631733594515182e-01
1.0300000000000000e+03,-1.2594568380213387e+00,1.3158001824881214e+00,4.9304558680892335e-01,8.0741087710022690e+00,4.3687681862269639e-01
1.0400000000000000e+03,-1.2592891450528338e+00,1.3048400287743536e+00,4.9329490874159460e-01,8.0019289886353455e+00,4.3766570605187316e-01
1.0500000000000000e+03,-1.2600951474785917e+00,1.2990928272843374e+00,4.9513320647002856e-01,7.9857645656666971e+00,4.4003330161750709e-01
1.0600000000000000e+03,-1.2613666352497643e+00,1.3009162202120530e+00,4.9682846371347789e-01,7.9654104273320554e+00,4.4224787935909515e-01
1.0700000000000000e+03,-1.2613538748832867e+00,1.2955270827769456e+00,4.9768440709617179e-01,7.9170568517893720e+00,4.4361344537815128e-01
1.0800000000000000e+03,-1.2608695652173914e+00,1.2881579946998476e+00,4.9759019426456985e-01,7.8463610015509024e+00,4.4401942645698428e-01
1.0900000000000000e+03,-1.2601466544454629e+00,1.2845488679657442e+00,4.9706691109074241e-01,7.7820446250367237e+00,4.4398716773602204e-01
1.1000000000000000e+03,-1.2592461398728430e+00,1.2815669023169929e+00,4.9588555858310629e-01,7.7412521314534466e+00,4.4328792007266121e-01
1.1100000000000000e+03,-1.2595319531953195e+00,1.2759998884676962e+00,4.9628712871287128e-01,7.7032192328143685e+00,4.4416291629162913e-01
1.1200000000000000e+03,-1.2592328278322926e+00,1.2676640544117264e+00,4.9728813559322033e-01,7.6550112893552447e+00,4.4562890276538802e-01
1.1300000000000000e+03,-1.2590893015030946e+00,1.2594656879696104e+00,4.9792219274977895e-01,7.6005919765638055e+00,4.4671971706454466e-01
1.1400000000000000e+03,-1.2604732690622260e+00,1.2702152372861646e+00,5.0031551270815067e-01,7.6479384188467909e+00,4.4956178790534623e-01
1.1500000000000000e+03,-1.2616333622936577e+00,1.2727537213345765e+00,5.0264118158123372e-01,7.6860803370971631e+00,4.5232841007819291e-01
1.1600000000000000e+03,-1.2624375538329027e+00,1.2716887813817646e+00,5.0428509905254093e-01,7.6750440184056368e+00,4.5440568475452198e-01
1.1700000000000000e+03,-1.2628351836037575e+00,1.2641253433933142e+00,5.0482493595217759e-01,7.6156688175164025e+00,4.5537147736976941e-01
1.1800000000000000e+03,-1.2634377646062658e+00,1.2602927530634689e+00,5.0541490262489419e-01,7.5665603581306495e+00,4.5638018628281118e-01
1.1900000000000000e+03,-1.2640638119227541e+00,1.2572844452778706e+00,5.0702350965575149e-01,7.5575879291533132e+00,4.5840050377833758e-01
1.2000000000000000e+03,-1.2659450457951706e+00,1.2794171739420159e+00,5.0924646128226481e-01,7.5976468286789434e+00,4.6102830974188180e-01
1.2100000000000000e+03,-1.2665152766308836e+00,1.2729088945879363e+00,5.1072667217175893e-01,7.5805271853136293e+00,4.6290668868703549e-01
1.2200000000000000e+03,-1.2669041769041769e+00,1.2660557027878920e+00,5.1061834561834563e-01,7.5255402878867317e+00,4.6319000819000822e-01
1.2300000000000000e+03,-1.2662875710804224e+00,1.2620461120045674e+00,5.0956133225020306e-01,7.4957572596012829e+00,4.6251827782290816e-01
1.2400000000000000e+03,-1.2662852538275584e+00,1.2533896846262629e+00,5.0956486704270754e-01,7.4365384136721779e+00,4.6290088638195004e-01
1.2500000000000000e+03,-1.2655235811350918e+00,1.2567574859199719e+00,5.0952438049560345e-01,7.3851175068471777e+00,4.6323341326938450e-01
1.2600000000000000e+03,-1.2662331482950040e+00,1.2544170992158570e+00,5.0909595559080101e-01,7.3380213308714621e+00,4.6317208564631246e-01
1.2700000000000000e+03,-1.2665302911093628e+00,1.2472789679928333e+00,5.0856805664830840e-01,7.2959734937188392e+00,4.6300550747442953e-01
1.2800000000000000e+03,-1.2670023419203746e+00,1.2439548634407882e+00,5.0882123341139729e-01,7.2442714106754158e+00,4.6361436377829818e-01
1.2900000000000000e+03,-1.2669093725793958e+00,1.2348937299139178e+00,5.0922927962819520e-01,7.1979031930325394e+00,4.6437257939581722e-01
1.3000000000000000e+03,-1.2673558800922367e+00,1.2280779863522311e+00,5.1059953881629516e-01,7.1840740916888608e+00,4.6608762490392003e-01
1.3100000000000000e+03,-1.2684286803966438e+00,1.2333864671591326e+00,5.1222349351639973e-01,7.1876549092804076e+00,4.6805110602593436e-01
1.3200000000000000e+03,-1.2683421650264952e+00,1.2253695296812137e+00,5.1309235427706279e-01,7.1521691562929846e+00,4.6925435276305827e-01
1.3300000000000000e+03,-1.2680315552216379e+00,1.2221722741193288e+00,5.1295642374154771e-01,7.1065416319279917e+00,4.6944778362133732e-01
1.3400000000000000e+03,-1.2684265473527219e+00,1.2154579923209212e+00,5.1270693512304244e-01,7.0564657998388460e+00,4.6952274422073081e-01
1.3500000000000000e+03,-1.2686676535899333e+00,1.2095259569281072e+00,5.1293856402664695e-01,7.0069681594885580e+00,4.7007401924500369e-01
1.3600000000000000e+03,-1.2691036002939016e+00,1.2041751567658012e+00,5.1389052167523874e-01,6.9778073337900661e+00,4.7134092578986042e-01
1.3700000000000000e+03,-1.2698905908096281e+00,1.2102623586099652e+00,5.1535740335521518e-01,6.9852023914850410e+00,4.7311816192560174e-01
1.3800000000000000e+03,-1.2720202751629255e+00,1.2461714253105356e+00,5.1771542360608258e-01,7.0630119673518124e+00,4.7578204199855179e-01
1.3900000000000000e+03,-1.2731488138030194e+00,1.2538245963906245e+00,5.1955427749820271e-01,7.0942096395936840e+00,4.7792235801581595e-01
1.4000000000000000e+03,-1.2727337615988581e+00,1.2471959360911014e+00,5.2009992862241250e-01,7.0523716404940320e+00,4.7876516773733047e-01
1.4100000000000000e+03,-1.2728844790928420e+00,1.2417690453033730e+00,5.2033309709425934e-01,7.0048716565515869e+00,4.7929128277817151e-01
1.4200000000000000e+03,-1.2721885995777622e+00,1.2388133090601816e+00,5.2007037297677694e-01,6.9620212248067528e+00,4.7931738212526392e-01
1.4300000000000000e+03,-1.2709853249475891e+00,1.2462395513929450e+00,5.1784067085953878e-01,7.0488967706680645e+00,4.7725366876310277e-01
1.4400000000000000e+03,-1.2691672449687716e+00,1.2714164880658876e+00,5.1548924358084658e-01,7.1393916358172040e+00,4.7269951422623180e-01
1.4500000000000000e+03,-1.2672777394900070e+00,1.3004224610893591e+00,5.1373535492763611e-01,7.1702681341939147e+00,4.6764300482425919e-01
1.4600000000000000e+03,-1.2652429842573580e+00,1.3339530924684797e+00,5.1101984941820666e-01,7.3046806324853915e+00,4.6366187542778919e-01
1.4700000000000000e+03,-1.2642352141400408e+00,1.3395892163261656e+00,5.0885791978246087e-01,7.3750941882205474e+00,4.5919782460910946e-01
1.4800000000000000e+03,-1.2639297771775828e+00,1.3341646361704989e+00,5.0813301823092505e-01,7.3424389821526654e+00,4.5338622552329505e-01
1.4900000000000000e+03,-1.2630650570087190e+00,1.3357595894566556e+00,5.0696512407780014e-01,7.3328294418122137e+00,4.4810529845741115e-01
1.5000000000000000e+03,-1.2617988007994669e+00,1.3509856039418842e+00,5.0535309793471017e-01,7.3719923226842710e+00,4.4335443037974687e-01
1.5100000000000000e+03,-1.2620913302448711e+00,1.3502091788194928e+00,5.0603573792190604e-01,7.3436691010536306e+00,4.3639311714096629e-01
1.5200000000000000e+03,-1.2621564760026298e+00,1.3438950415804434e+00,5.0678172255095333e-01,7.3120832272503700e+00,4.2945101906640365e-01
1.5300000000000000e+03,-1.2618615284128021e+00,1.3390029503240284e+00,5.0592096668843889e-01,7.2870238881960931e+00,4.2419660352710642e-01
1.5400000000000000e+03,-1.2609085009733938e+00,1.3407837667927349e+00,5.0441920830629461e-01,7.3023096681196265e+00,4.1966255678131081e-01
1.5500000000000000e+03,-1.2601031592520955e+00,1.3471677544290264e+00,5.0336557059961318e-01,7.2861198927004045e+00,4.1475822050290134e-01
1.5600000000000000e+03,-1.2604804612427931e+00,1.3439007960561185e+00,5.0144778987828320e-01,7.3426199012251798e+00,4.1079436258808455e-01
1.5700000000000000e+03,-1.2596753660089115e+00,1.3463087221808667e+00,4.9858370464672186e-01,7.5097945833692927e+00,4.0803628262253339e-01
1.5800000000000000e+03,-1.2583428209993675e+00,1.3613684285182772e+00,4.9575901328273247e-01,7.6721367472128135e+00,4.0555028462998099e-01
1.5900000000000000e+03,-1.2571401634192332e+00,1.3697485746018225e+00,4.9345694531741047e-01,7.7729087367226235e+00,4.0381521055939656e-01
1.6000000000000000e+03,-1.2565396627108059e+00,1.3671069180467916e+00,4.9092754528419741e-01,7.8990316047525395e+00,4.0172079950031231e-01
1.6100000000000000e+03,-1.2561762880198635e+00,1.3612079252966776e+00,4.8908752327746741e-01,7.9437314979534381e+00,4.0043451272501551e-01
1.6200000000000000e+03,-1.2551881554595929e+00,1.3676171950007252e+00,4.8693399136335591e-01,8.0225541781899974e+00,3.9766810610734110e-01
1.6300000000000000e+03,-1.2543286327406498e+00,1.3688619734336196e+00,4.8429184549356225e-01,8.1626923238856612e+00,3.9494175352544453e-01
1.6400000000000000e+03,-1.2531200487507617e+00,1.3788858991128514e+00,4.8317184643510053e-01,8.1550036095170917e+00,3.9070383912248630e-01
1.6500000000000000e+03,-1.2515081768625076e+00,1.4023211790670809e+00,4.8162931556632343e-01,8.1765109167299226e+00,3.8695336159903088e-01
1.6600000000000000e+03,-1.2501324503311257e+00,1.4176019658893135e+00,4.7918723660445517e-01,8.2929462943423609e+00,3.8416616496086697e-01
1.6700000000000000e+03,-1.2486415320167565e+00,1.4368814531251120e+00,4.7711250748055056e-01,8.3697778624170809e+00,3.8258827049670857e-01
1.6800000000000000e+03,-1.2477156454491374e+00,1.4416777413627970e+00,4.7691850089232601e-01,8.3314384131094812e+00,3.8295657346817369e-01
1.6900000000000000e+03,-1.2490301596688349e+00,1.4568388799303751e+00,4.7842400946185693e-01,8.3485240474291160e+00,3.8501774098166763e-01
1.7000000000000000e+03,-1.2497824808935920e+00,1.4565459663405009e+00,4.7957671957671955e-01,8.3376048636189726e+00,3.8671957671957669e-01
1.7100000000000000e+03,-1.2508182349503214e+00,1.4655356870198375e+00,4.8119228521332552e-01,8.3676717064255701e+00,3.8887784921098772e-01
1.7200000000000000e+03,-1.2512899477048227e+00,1.4611069273393773e+00,4.8233875653689717e-01,8.3584893961784861e+00,3.9056072051133062e-01
1.7300000000000000e+03,-1.2508376660889660e+00,1.4582725698123544e+00,4.8267764298093591e-01,8.3164899022514280e+00,3.9142980935875216e-01
1.7400000000000000e+03,-1.2507869040781161e+00,1.4580071295796162e+00,4.8370476737507184e-01,8.3058495357486812e+00,3.9298104537622058e-01
1.7500000000000000e+03,-1.2514163335237007e+00,1.4573770342685497e+00,4.8486293546544829e-01,8.3014960122322243e+00,3.9465733866362079e-01
1.7600000000000000e+03,-1.2518398637137991e+00,1.4525537432001558e+00,4.8569278818852923e-01,8.2753742947577162e+00,3.9599943214082906e-01
1.7700000000000000e+03,-1.2523037831733483e+00,1.4494322324429352e+00,4.8612365894974585e-01,8.2356214867956012e+00,3.9693675889328062e-01
1.7800000000000000e+03,-1.2522515440763615e+00,1.4455000042210284e+00,4.8627456485120718e-01,8.1915877538637307e+00,3.9758843346434586e-01
1.7900000000000000e+03,-1.2523729759910665e+00,1.4394198946909758e+00,4.8676996091568953e-01,8.1536189488086102e+00,3.9857900614182024e-01
1.8000000000000000e+03,-1.2518267629094948e+00,1.4376615595513158e+00,4.8636313159355915e-01,8.1205005100812375e+00,3.9866185452526376e-01
1.8100000000000000e+03,-1.2517945886250690e+00,1.4313710805481985e+00,4.8612092766427389e-01,8.0826683707750373e+00,3.9890392048591944e-01
1.8200000000000000e+03,-1.2522570016474466e+00,1.4273912274707325e+00,4.8652114222954423e-01,8.0468869152502442e+00,3.9978308621636466e-01
1.8300000000000000e+03,-1.2520535226652103e+00,1.4210236799403142e+00,4.8644729655925723e-01,8.0052716788747453e+00,4.0018296013107596e-01
1.8400000000000000e+03,-1.2517816404128193e+00,1.4157446217124441e+00,4.8592069527430742e-01,7.9720002192205364e+00,4.0012493210211841e-01
1.8500000000000000e+03,-1.2520529443544031e+00,1.4172218774931353e+00,4.8641004862236625e-01,7.9564847625693957e+00,4.0107779578606156e-01
1.8600000000000000e+03,-1.2527189682966147e+00,1.4173324534457001e+00,4.8762761955937672e-01,7.9608231184268865e+00,4.0275389575497045e-01
1.8700000000000000e+03,-1.2529396044895778e+00,1.4125702303917680e+00,4.8885088188134690e-01,7.9659922854128729e+00,4.0443078567610902e-01
1.8800000000000000e+03,-1.2533864965443913e+00,1.4085861545651142e+00,4.8955342902711324e-01,7.9419125359190801e+00,4.0558213716108454e-01
