# $ ./project4 -L 20 -E 1 -c 1E4 -s 0
c,E,CV,Mabs,Chi,M
4.4000000000000000e+02,-1.9973696145124717e+00,1.9545354044821578e-02,9.9933106575963715e-01,1.2949336953170132e-03,9.9933106575963715e-01
4.5000000000000000e+02,-1.9974279379157429e+00,1.9171980471874121e-02,9.9934589800443463e-01,1.2701019168889615e-03,9.9934589800443463e-01
4.6000000000000000e+02,-1.9974403470715836e+00,1.9071244723745620e-02,9.9934924078091103e-01,1.2622752575407502e-03,9.9934924078091103e-01
4.7000000000000000e+02,-1.9974097664543524e+00,1.9227104097080883e-02,9.9934182590233545e-01,1.2704594732349506e-03,9.9934182590233545e-01
4.8000000000000000e+02,-1.9974636174636173e+00,1.8882006907078905e-02,9.9935550935550932e-01,1.2475741373782511e-03,9.9935550935550932e-01
4.9000000000000000e+02,-1.9975152749490834e+00,1.8548786507453771e-02,9.9936863543788190e-01,1.2254802327515790e-03,9.9936863543788190e-01
5.0000000000000000e+02,-1.9975249500998005e+00,1.8467814869363792e-02,9.9937125748502997e-01,1.2191186489508255e-03,9.9937125748502997e-01
5.1000000000000000e+02,-1.9974559686888456e+00,1.9485525867203250e-02,9.9935420743639924e-01,1.2813216861104592e-03,9.9935420743639924e-01
5.2000000000000000e+02,-1.9975047984644914e+00,1.9160259503696580e-02,9.9936660268714006e-01,1.2598686270939652e-03,9.9936660268714006e-01
5.3000000000000000e+02,-1.9975517890772128e+00,1.8845443164173047e-02,9.9937853107344632e-01,1.2391075361665570e-03,9.9937853107344632e-01
5.4000000000000000e+02,-1.9975600739371535e+00,1.8764730200928170e-02,9.9938077634011091e-01,1.2329464501817712e-03,9.9938077634011091e-01
5.5000000000000000e+02,-1.9976043557168786e+00,1.8466605841240380e-02,9.9939201451905635e-01,1.2133029864344279e-03,9.9939201451905635e-01
5.6000000000000000e+02,-1.9976470588235293e+00,1.8177623991214205e-02,9.9940285204991086e-01,1.1942641260247911e-03,9.9940285204991086e-01
5.7000000000000000e+02,-1.9974781085814359e+00,1.9172312684822827e-02,9.9936077057793338e-01,1.2551182213792346e-03,9.9936077057793338e-01
5.8000000000000000e+02,-1.9973149741824441e+00,2.2314189139287920e-02,9.9932013769363170e-01,1.4502267738134833e-03,9.9932013769363170e-01
5.9000000000000000e+02,-1.9971912013536379e+00,2.4052381892979612e-02,9.9928934010152293e-01,1.5577142758411355e-03,9.9928934010152293e-01
6.0000000000000000e+02,-1.9971048252911814e+00,2.4467484862834680e-02,9.9926788685524126e-01,1.5826091289636679e-03,9.9926788685524126e-01
6.1000000000000000e+02,-1.9971522094926351e+00,2.4121011140523479e-02,9.9927986906710320e-01,1.5601586837874493e-03,9.9927986906710320e-01
6.2000000000000000e+02,-1.9971658615136878e+00,2.3969028189312666e-02,9.9928341384863117e-01,1.5498352094436996e-03,9.9928341384863117e-01
6.3000000000000000e+02,-1.9971790808240888e+00,2.3821720359264872e-02,9.9928684627575282e-01,1.5398293655016460e-03,9.9928684627575282e-01
6.4000000000000000e+02,-1.9971606864274571e+00,2.3858002682100050e-02,9.9928237129485187e-01,1.5412735073914519e-03,9.9928237129485187e-01
6.5000000000000000e+02,-1.9972043010752687e+00,2.3540293675614520e-02,9.9929339477726575e-01,1.5207137312245322e-03,9.9929339477726575e-01
6.6000000000000000e+02,-1.9972465960665660e+00,2.3230744230386336e-02,9.9930408472012100e-01,1.5006831898062955e-03,9.9930408472012100e-01
6.7000000000000000e+02,-1.9972876304023846e+00,2.2929053551342803e-02,9.9931445603576752e-01,1.4811623108835193e-03,9.9931445603576752e-01
6.8000000000000000e+02,-1.9972099853157121e+00,2.3318045286287087e-02,9.9929515418502202e-01,1.5046543369680876e-03,9.9929515418502202e-01
6.9000000000000000e+02,-1.9971201157742402e+00,2.4410437273909336e-02,9.9926917510853841e-01,1.5953304948197911e-03,9.9926917510853841e-01
7.0000000000000000e+02,-1.9971041369472184e+00,2.4434463910001796e-02,9.9926533523537797e-01,1.5958046483137878e-03,9.9926533523537797e-01
7.1000000000000000e+02,-1.9970323488045008e+00,2.5225460465298964e-02,9.9924753867791838e-01,1.6441255655809074e-03,9.9924753867791838e-01
7.2000000000000000e+02,-1.9970735090152567e+00,2.4923774769413286e-02,9.9925797503467406e-01,1.6244197744526901e-03,9.9925797503467406e-01
7.3000000000000000e+02,-1.9970314637482900e+00,2.5093448062252718e-02,9.9924760601915186e-01,1.6340264353493694e-03,9.9924760601915186e-01
7.4000000000000000e+02,-1.9969905533063428e+00,2.5689033129892777e-02,9.9923751686909579e-01,1.6702817980694818e-03,9.9923751686909579e-01
7.5000000000000000e+02,-1.9970306258322237e+00,2.5394564903399440e-02,9.9924766977363522e-01,1.6510963632754283e-03,9.9924766977363522e-01
7.6000000000000000e+02,-1.9970696452036794e+00,2.5106601211300584e-02,9.9925755584756903e-01,1.6323359021771467e-03,9.9925755584756903e-01
7.7000000000000000e+02,-1.9970168612191959e+00,2.5493530897365418e-02,9.9924124513618684e-01,1.6763312086550287e-03,9.9924124513618684e-01
7.8000000000000000e+02,-1.9969782330345711e+00,2.5643344410345891e-02,9.9923175416133159e-01,1.6845339292194694e-03,9.9923175416133159e-01
7.9000000000000000e+02,-1.9969658659924148e+00,2.5647574402973987e-02,9.9922882427307202e-01,1.6837334041338182e-03,9.9922882427307202e-01
8.0000000000000000e+02,-1.9968539325842696e+00,2.6602701679221356e-02,9.9920099875156054e-01,1.7421419230959146e-03,9.9920099875156054e-01
8.1000000000000000e+02,-1.9968187422934647e+00,2.6728658504143823e-02,9.9919235511713933e-01,1.7489482621749631e-03,9.9919235511713933e-01
8.2000000000000000e+02,-1.9968331303288673e+00,2.6585207724710926e-02,9.9919610231425093e-01,1.7390633506875019e-03,9.9919610231425093e-01
8.3000000000000000e+02,-1.9968712394705173e+00,2.6312983212410473e-02,9.9920577617328521e-01,1.7212092776753708e-03,9.9920577617328521e-01
8.4000000000000000e+02,-1.9968846611177171e+00,2.6177318491681943e-02,9.9920927467300824e-01,1.7118514423782472e-03,9.9920927467300824e-01
8.5000000000000000e+02,-1.9968507638072857e+00,2.6303194831125438e-02,9.9920094007050519e-01,1.7187493528035703e-03,9.9920094007050519e-01
8.6000000000000000e+02,-1.9968408826945412e+00,2.6298351186560466e-02,9.9919860627177703e-01,1.7175555528956465e-03,9.9919860627177703e-01
8.7000000000000000e+02,-1.9968771526980482e+00,2.6041724610258825e-02,9.9920780711825485e-01,1.7007517389720306e-03,9.9920780711825485e-01
8.8000000000000000e+02,-1.9968898978433598e+00,2.5915241812181192e-02,9.9921112372304188e-01,1.6920458513777702e-03,9.9921112372304188e-01
8.9000000000000000e+02,-1.9969248035914702e+00,2.5667322936351412e-02,9.9921997755331093e-01,1.6758179122552974e-03,9.9921997755331093e-01
9.0000000000000000e+02,-1.9968146503884572e+00,2.6352073969028424e-02,9.9918978912319645e-01,1.7352035782096209e-03,9.9918978912319645e-01
9.1000000000000000e+02,-1.9966520307354554e+00,2.7788669042056426e-02,9.9914379802414932e-01,1.8582491586857941e-03,9.9914379802414932e-01
9.2000000000000000e+02,-1.9966883821932684e+00,2.7535099105152769e-02,9.9915309446254075e-01,1.8412220112077194e-03,9.9915309446254075e-01
9.3000000000000000e+02,-1.9967239527389904e+00,2.7285953105601949e-02,9.9916219119226635e-01,1.8244937185954769e-03,9.9916219119226635e-01
9.4000000000000000e+02,-1.9967375132837406e+00,2.7155862181389240e-02,9.9916578108395326e-01,1.8151490545278647e-03,9.9916578108395326e-01
9.5000000000000000e+02,-1.9967718191377497e+00,2.6914609780360480e-02,9.9917455310199788e-01,1.7989586477779084e-03,9.9917455310199788e-01
9.6000000000000000e+02,-1.9968054110301769e+00,2.6677465915563515e-02,9.9918314255983343e-01,1.7830455398507184e-03,9.9918314255983343e-01
9.7000000000000000e+02,-1.9968383110195673e+00,2.6444331546954344e-02,9.9919155509783730e-01,1.7674029873160180e-03,9.9919155509783730e-01
9.8000000000000000e+02,-1.9968705402650357e+00,2.6215110545745119e-02,9.9919979612640164e-01,1.7520244482147973e-03,9.9919979612640164e-01
9.9000000000000000e+02,-1.9969021190716447e+00,2.5989709606510588e-02,9.9920787083753781e-01,1.7369035752199124e-03,9.9920787083753781e-01
1.0000000000000000e+03,-1.9968531468531470e+00,2.6528436598309783e-02,9.9919580419580412e-01,1.7692796714254655e-03,9.9919580419580412e-01
1.0100000000000000e+03,-1.9968051434223539e+00,2.6738125916745049e-02,9.9918397626112765e-01,1.7811198478011646e-03,9.9918397626112765e-01
1.0200000000000000e+03,-1.9968364348677767e+00,2.6515841184300372e-02,9.9919196865817828e-01,1.7662582342745736e-03,9.9919196865817828e-01
1.0300000000000000e+03,-1.9968671193016487e+00,2.6297107796417550e-02,9.9919980601357905e-01,1.7516352904203814e-03,9.9919980601357905e-01
1.0400000000000000e+03,-1.9968587896253600e+00,2.6293272651382722e-02,9.9919788664745435e-01,1.7503305862192065e-03,9.9919788664745435e-01
1.0500000000000000e+03,-1.9968696479543291e+00,2.6185020654811524e-02,9.9920076117982870e-01,1.7425839737552451e-03,9.9920076117982870e-01
1.0600000000000000e+03,-1.9968614514608860e+00,2.6182331145973875e-02,9.9919886899151744e-01,1.7413906286674319e-03,9.9919886899151744e-01
1.0700000000000000e+03,-1.9968534080298788e+00,2.6179639611509629e-02,9.9919701213818857e-01,1.7402167839463800e-03,9.9919701213818857e-01
1.0800000000000000e+03,-1.9968455134135061e+00,2.6176947544736321e-02,9.9919518963922305e-01,1.7390619744401192e-03,9.9919518963922305e-01
1.0900000000000000e+03,-1.9968744271310723e+00,2.5973160959547385e-02,9.9920256645279570e-01,1.7254749088169775e-03,9.9920256645279570e-01
1.1000000000000000e+03,-1.9968119891008174e+00,2.6561337599996477e-02,9.9918710263396915e-01,1.7611105748073896e-03,9.9918710263396915e-01
1.1100000000000000e+03,-1.9967596759675967e+00,2.7627302784239874e-02,9.9917191719171905e-01,1.8499239663651679e-03,9.9917191719171905e-01
1.1200000000000000e+03,-1.9967528991971455e+00,2.7611258903634736e-02,9.9917038358608379e-01,1.8477990134124411e-03,9.9917038358608379e-01
1.1300000000000000e+03,-1.9967816091954023e+00,2.7404087523173075e-02,9.9917771883289119e-01,1.8338739220780554e-03,9.9917771883289119e-01
1.1400000000000000e+03,-1.9968098159509202e+00,2.7199905367742760e-02,9.9918492550394389e-01,1.8201509968639583e-03,9.9918492550394389e-01
1.1500000000000000e+03,-1.9968201563857517e+00,2.7093578582571352e-02,9.9918766290182448e-01,1.8124986319162416e-03,9.9918766290182448e-01
1.1600000000000000e+03,-1.9968303186907839e+00,2.6989000097382813e-02,9.9919035314384141e-01,1.8049722498835762e-03,9.9919035314384141e-01
1.1700000000000000e+03,-1.9968573868488471e+00,2.6792547772347460e-02,9.9919726729291203e-01,1.7917783963639522e-03,9.9919726729291203e-01
1.1800000000000000e+03,-1.9968670618120237e+00,2.6691999561444392e-02,9.9919983065198981e-01,1.7845351282448974e-03,9.9919983065198981e-01
1.1900000000000000e+03,-1.9968933669185558e+00,2.6500573500816246e-02,9.9920654911838791e-01,1.7716839351487579e-03,9.9920654911838791e-01
1.2000000000000000e+03,-1.9969192339716904e+00,2.6311795402143616e-02,9.9921315570358038e-01,1.7590115370694549e-03,9.9921315570358038e-01
1.2100000000000000e+03,-1.9969281585466556e+00,2.6217258396209218e-02,9.9921552436003314e-01,1.7521876603859711e-03,9.9921552436003314e-01
1.2200000000000000e+03,-1.9969533169533171e+00,2.6033198711229489e-02,9.9922194922194918e-01,1.7398367766872981e-03,9.9922194922194918e-01
1.2300000000000000e+03,-1.9969455727051177e+00,2.6032608731766230e-02,9.9922014622258326e-01,1.7388595852389699e-03,9.9922014622258326e-01
1.2400000000000000e+03,-1.9969701853344077e+00,2.5852666191058235e-02,9.9922643029814662e-01,1.7267922921018908e-03,9.9922643029814662e-01
1.2500000000000000e+03,-1.9969944044764187e+00,2.5675127364520448e-02,9.9923261390887286e-01,1.7148870831442764e-03,9.9923261390887286e-01
1.2600000000000000e+03,-1.9969865186360030e+00,2.5677643399685621e-02,9.9923076923076914e-01,1.7141462819563458e-03,9.9923076923076914e-01
1.2700000000000000e+03,-1.9969630212431155e+00,2.6019594649551437e-02,9.9922501966955157e-01,1.7345851690333803e-03,9.9922501966955157e-01
1.2800000000000000e+03,-1.9969711163153787e+00,2.5932218986272345e-02,9.9922716627634656e-01,1.7283043290080968e-03,9.9922716627634656e-01
1.2900000000000000e+03,-1.9969945778466305e+00,2.5759554467804265e-02,9.9923315259488776e-01,1.7167532358871541e-03,9.9923315259488776e-01
1.3000000000000000e+03,-1.9970023059185242e+00,2.5675324544718024e-02,9.9923520368946972e-01,1.7106925967527787e-03,9.9923520368946972e-01
1.3100000000000000e+03,-1.9970251716247140e+00,2.5506687822053210e-02,9.9924103737604886e-01,1.6994148555386345e-03,9.9924103737604886e-01
1.3200000000000000e+03,-1.9970476911430735e+00,2.5340195445460269e-02,9.9924678274034817e-01,1.6882812495896361e-03,9.9924678274034817e-01
1.3300000000000000e+03,-1.9970548459804658e+00,2.5260705106775277e-02,9.9924868519909837e-01,1.6825500223058042e-03,9.9924868519909837e-01
1.3400000000000000e+03,-1.9970768083519761e+00,2.5098013046954293e-02,9.9925428784489190e-01,1.6716742266726214e-03,9.9925428784489190e-01
1.3500000000000000e+03,-1.9970318282753516e+00,2.5402703592553734e-02,9.9924130273871214e-01,1.7016536807932425e-03,9.9924130273871214e-01
1.3600000000000000e+03,-1.9970095518001469e+00,2.5489750426786487e-02,9.9923585598824394e-01,1.7061837554501835e-03,9.9923585598824394e-01
1.3700000000000000e+03,-1.9970313639679065e+00,2.5329730517987627e-02,9.9924142961342088e-01,1.6954301379882963e-03,9.9924142961342088e-01
1.3800000000000000e+03,-1.9970528602461985e+00,2.5171655670274049e-02,9.9924692251991321e-01,1.6848079422197770e-03,9.9924692251991321e-01
1.3900000000000000e+03,-1.9970740474478790e+00,2.5015491908998228e-02,9.9925233644859812e-01,1.6743148544628638e-03,9.9925233644859812e-01
1.4000000000000000e+03,-1.9970949321912921e+00,2.4861206000787207e-02,9.9925767309064950e-01,1.6639486122585368e-03,9.9925767309064950e-01
1.4100000000000000e+03,-1.9971155209071580e+00,2.4708765440736899e-02,9.9926293408929834e-01,1.6537070029153257e-03,9.9926293408929834e-01
1.4200000000000000e+03,-1.9971217452498240e+00,2.4638406213198322e-02,9.9926460239268122e-01,1.6485600282612723e-03,9.9926460239268122e-01
1.4300000000000000e+03,-1.9971418588399721e+00,2.4489225060970055e-02,9.9926974143955283e-01,1.6385408258065581e-03,9.9926974143955283e-01
1.4400000000000000e+03,-1.9971061762664817e+00,2.4658641229907515e-02,9.9926092990978488e-01,1.6482693557190941e-03,9.9926092990978488e-01
1.4500000000000000e+03,-1.9971261199172983e+00,2.4511625101440587e-02,9.9926602343211579e-01,1.6384052253852132e-03,9.9926602343211579e-01
1.4600000000000000e+03,-1.9971184120465435e+00,2.4522522851475513e-02,9.9926420260095827e-01,1.6383347832743312e-03,9.9926420260095827e-01
1.4700000000000000e+03,-1.9970836165873556e+00,2.4905157079629134e-02,9.9925560842963979e-01,1.6614252155704890e-03,9.9925560842963979e-01
1.4800000000000000e+03,-1.9970627954085076e+00,2.4989374754077288e-02,9.9925050641458468e-01,1.6659181958675617e-03,9.9925050641458468e-01
1.4900000000000000e+03,-1.9970824949698189e+00,2.4844762741413434e-02,9.9925553319919513e-01,1.6562419453111943e-03,9.9925553319919513e-01
1.5000000000000000e+03,-1.9971019320453032e+00,2.4701773323467933e-02,9.9926049300466357e-01,1.6466748128004837e-03,9.9926049300466357e-01
1.5100000000000000e+03,-1.9971078755790868e+00,2.4635715759068262e-02,9.9926207809397749e-01,1.6418840700498549e-03,9.9926207809397749e-01
1.5200000000000000e+03,-1.9970874424720577e+00,2.4719886956445405e-02,9.9925706771860623e-01,1.6464132865803549e-03,9.9925706771860623e-01
1.5300000000000000e+03,-1.9970934030045724e+00,2.4654642291134222e-02,9.9925865447419981e-01,1.6416911374108167e-03,9.9925865447419981e-01
1.5400000000000000e+03,-1.9971122647631410e+00,2.4516438207647297e-02,9.9926346528228427e-01,1.6324550539866323e-03,9.9926346528228427e-01
1.5500000000000000e+03,-1.9971050934880723e+00,2.4526594393828417e-02,9.9926176660219213e-01,1.6324236646323698e-03,9.9926176660219213e-01
1.5600000000000000e+03,-1.9971236386931455e+00,2.4390810437325855e-02,9.9926649583600247e-01,1.6233536790241487e-03,9.9926649583600247e-01
1.5700000000000000e+03,-1.9971292170591979e+00,2.4329158226901199e-02,9.9926798217695734e-01,1.6188872064958558e-03,9.9926798217695734e-01
1.5800000000000000e+03,-1.9971220746363061e+00,2.4340402174566407e-02,9.9926628716002530e-01,1.6189482872869122e-03,9.9926628716002530e-01
1.5900000000000000e+03,-1.9970647391577623e+00,2.4636664202844258e-02,9.9925204274041479e-01,1.6366890914650866e-03,9.9925204274041479e-01
1.6000000000000000e+03,-1.9970580886945661e+00,2.4645496002631263e-02,9.9925046845721421e-01,1.6366176511655795e-03,9.9925046845721421e-01
1.6100000000000000e+03,-1.9970639354438235e+00,2.4584088057163170e-02,9.9925201738050906e-01,1.6321988686831901e-03,9.9925201738050906e-01
1.6200000000000000e+03,-1.9970820481184455e+00,2.4453568809258287e-02,9.9925663170882173e-01,1.6235018406587187e-03,9.9925663170882173e-01
1.6300000000000000e+03,-1.9970999386879213e+00,2.4324392396083569e-02,9.9926118945432252e-01,1.6148947375768329e-03,9.9926118945432252e-01
1.6400000000000000e+03,-1.9971176112126754e+00,2.4196538948162923e-02,9.9926569165143209e-01,1.6063762193516595e-03,9.9926569165143209e-01
1.6500000000000000e+03,-1.9971350696547545e+00,2.4069988968549297e-02,9.9927013930950936e-01,1.5979449710721383e-03,9.9927013930950936e-01
1.6600000000000000e+03,-1.9971402769416013e+00,2.4013561823812778e-02,9.9927152317880796e-01,1.5938694874057546e-03,9.9927152317880796e-01
1.6700000000000000e+03,-1.9971334530221423e+00,2.4026149605342651e-02,9.9926989826451229e-01,1.5940815996145830e-03,9.9926989826451229e-01
1.6800000000000000e+03,-1.9971267102914931e+00,2.4038551031262612e-02,9.9926829268292683e-01,1.5942891136364779e-03,9.9926829268292683e-01
1.6900000000000000e+03,-1.9971437019515079e+00,2.3915808498277329e-02,9.9927261975162618e-01,1.5861199987557484e-03,9.9927261975162618e-01
1.7000000000000000e+03,-1.9971604938271605e+00,2.3794282230373939e-02,9.9927689594356262e-01,1.5780322187492857e-03,9.9927689594356262e-01
1.7100000000000000e+03,-1.9971420222092342e+00,2.3874807388347109e-02,9.9927235534774983e-01,1.5824856594554148e-03,9.9927235534774983e-01
1.7200000000000000e+03,-1.9971586287042415e+00,2.3754955110780428e-02,9.9927658338175473e-01,1.5745139594218927e-03,9.9927658338175473e-01
1.7300000000000000e+03,-1.9971172732524554e+00,2.3966538077220319e-02,9.9926632004621607e-01,1.5871118332870537e-03,9.9926632004621607e-01
1.7400000000000000e+03,-1.9971108558299826e+00,2.3978771929978392e-02,9.9926479035037330e-01,1.5873478801950113e-03,9.9926479035037330e-01
1.7500000000000000e+03,-1.9971045117075956e+00,2.3990833662392106e-02,9.9926327812678462e-01,1.5875793909071944e-03,9.9926327812678462e-01
1.7600000000000000e+03,-1.9971209540034074e+00,2.3873534763406496e-02,9.9926746166950597e-01,1.5797900178586132e-03,9.9926746166950597e-01
1.7700000000000000e+03,-1.9971259175607003e+00,2.3821777613484300e-02,9.9926877470355735e-01,1.5760730075271567e-03,9.9926877470355735e-01
1.7800000000000000e+03,-1.9971308253790006e+00,2.3770582299039233e-02,9.9927007299270076e-01,1.5723963818891206e-03,9.9927007299270076e-01
1.7900000000000000e+03,-1.9971468453378001e+00,2.3656142864783760e-02,9.9927414852037966e-01,1.5648002404486760e-03,9.9927414852037966e-01
1.8000000000000000e+03,-1.9971515824541921e+00,2.3606356022064574e-02,9.9927540255413660e-01,1.5612216175213689e-03,9.9927540255413660e-01
1.8100000000000000e+03,-1.9971673108779679e+00,2.3493827676284128e-02,9.9927940364439538e-01,1.5537541150115431e-03,9.9927940364439538e-01
1.8200000000000000e+03,-1.9971828665568370e+00,2.3382340568059590e-02,9.9928336079077429e-01,1.5463560312491608e-03,9.9928336079077429e-01
1.8300000000000000e+03,-1.9971873293282361e+00,2.3334734252421184e-02,9.9928454396504651e-01,1.5429279288218822e-03,9.9928454396504651e-01
1.8400000000000000e+03,-1.9971808799565454e+00,2.3350085165584459e-02,9.9928299837045087e-01,1.5434128948982107e-03,9.9928299837045087e-01
1.8500000000000000e+03,-1.9971745002701242e+00,2.3365237474499735e-02,9.9928146947595886e-01,1.5438907408679369e-03,9.9928146947595886e-01
1.8600000000000000e+03,-1.9971681891456206e+00,2.3380194905621467e-02,9.9927995701235905e-01,1.5443616112315794e-03,9.9927995701235905e-01
1.8700000000000000e+03,-1.9971619454836986e+00,2.3394961094309111e-02,9.9927846071619453e-01,1.5448256476520328e-03,9.9927846071619453e-01
1.8800000000000000e+03,-1.9971664008506114e+00,2.3348626588995103e-02,9.9927963849016477e-01,1.5415013619349339e-03,9.9927963849016477e-01
