euler_pos0,euler_pos1,euler_pos2,verlet_pos0,verlet_pos1,verlet_pos2
0.998753,0.0502451,0,0.998737,0.0502443,0
0.998721,0.0508726,0,0.998705,0.0508718,0
0.998689,0.0515002,0,0.998673,0.0514993,0
0.998657,0.0521276,0,0.99864,0.0521268,0
0.998624,0.0527551,0,0.998608,0.0527543,0
0.998591,0.0533826,0,0.998574,0.0533817,0
0.998557,0.05401,0,0.99854,0.0540091,0
0.998523,0.0546374,0,0.998506,0.0546365,0
0.998489,0.0552648,0,0.998472,0.0552639,0
0.998454,0.0558922,0,0.998437,0.0558912,0
0.998419,0.0565195,0,0.998402,0.0565185,0
0.998384,0.0571469,0,0.998366,0.0571458,0
0.998348,0.0577742,0,0.99833,0.0577731,0
0.998312,0.0584014,0,0.998293,0.0584004,0
0.998275,0.0590287,0,0.998256,0.0590276,0
0.998238,0.0596559,0,0.998219,0.0596548,0
0.9982,0.0602831,0,0.998181,0.060282,0
0.998162,0.0609103,0,0.998143,0.0609092,0
0.998124,0.0615375,0,0.998105,0.0615363,0
0.998086,0.0621646,0,0.998066,0.0621634,0
0.998046,0.0627918,0,0.998027,0.0627905,0
0.998007,0.0634188,0,0.997987,0.0634176,0
0.997967,0.0640459,0,0.997947,0.0640446,0
0.997927,0.0646729,0,0.997907,0.0646716,0
0.997886,0.0653,0,0.997866,0.0652986,0
0.997845,0.065927,0,0.997825,0.0659256,0
0.997804,0.0665539,0,0.997783,0.0665525,0
0.997762,0.0671809,0,0.997741,0.0671795,0
0.99772,0.0678078,0,0.997699,0.0678063,0
0.997677,0.0684347,0,0.997656,0.0684332,0
0.997634,0.0690615,0,0.997613,0.06906,0
0.997591,0.0696883,0,0.997569,0.0696868,0
0.997547,0.0703152,0,0.997525,0.0703136,0
0.997503,0.0709419,0,0.997481,0.0709404,0
0.997458,0.0715687,0,0.997436,0.0715671,0
0.997413,0.0721954,0,0.997391,0.0721938,0
0.997368,0.0728221,0,0.997345,0.0728204,0
0.997322,0.0734488,0,0.997299,0.0734471,0
0.997276,0.0740754,0,0.997253,0.0740737,0
0.997229,0.074702,0,0.997206,0.0747003,0
0.997183,0.0753286,0,0.997159,0.0753268,0
0.997135,0.0759551,0,0.997111,0.0759533,0
0.997087,0.0765816,0,0.997063,0.0765798,0
0.997039,0.0772081,0,0.997015,0.0772063,0
0.996991,0.0778346,0,0.996966,0.0778327,0
0.996942,0.078461,0,0.996917,0.0784591,0
0.996893,0.0790874,0,0.996868,0.0790855,0
0.996843,0.0797138,0,0.996818,0.0797118,0
0.996793,0.0803401,0,0.996768,0.0803381,0
0.996742,0.0809664,0,0.996717,0.0809644,0
0.996692,0.0815927,0,0.996666,0.0815906,0
0.99664,0.0822189,0,0.996614,0.0822168,0
0.996589,0.0828451,0,0.996563,0.082843,0
0.996537,0.0834713,0,0.99651,0.0834691,0
0.996484,0.0840975,0,0.996458,0.0840953,0
0.996431,0.0847236,0,0.996405,0.0847213,0
0.996378,0.0853496,0,0.996351,0.0853474,0
0.996324,0.0859757,0,0.996297,0.0859734,0
0.99627,0.0866017,0,0.996243,0.0865994,0
0.996216,0.0872277,0,0.996189,0.0872253,0
0.996161,0.0878536,0,0.996134,0.0878512,0
0.996106,0.0884795,0,0.996078,0.0884771,0
0.99605,0.0891054,0,0.996022,0.0891029,0
0.995994,0.0897312,0,0.995966,0.0897287,0
0.995938,0.090357,0,0.99591,0.0903545,0
0.995881,0.0909828,0,0.995853,0.0909802,0
0.995824,0.0916085,0,0.995795,0.0916059,0
0.995767,0.0922342,0,0.995738,0.0922316,0
0.995709,0.0928599,0,0.995679,0.0928572,0
0.99565,0.0934855,0,0.995621,0.0934828,0
0.995591,0.0941111,0,0.995562,0.0941083,0
0.995532,0.0947366,0,0.995503,0.0947338,0
0.995473,0.0953621,0,0.995443,0.0953593,0
0.995413,0.0959876,0,0.995383,0.0959847,0
0.995353,0.0966131,0,0.995322,0.0966101,0
0.995292,0.0972385,0,0.995261,0.0972355,0
0.995231,0.0978638,0,0.9952,0.0978608,0
0.995169,0.0984891,0,0.995138,0.0984861,0
0.995107,0.0991144,0,0.995076,0.0991114,0
0.995045,0.0997397,0,0.995014,0.0997366,0
0.994982,0.100365,0,0.994951,0.100362,0
0.994919,0.10099,0,0.994888,0.100987,0
0.994856,0.101615,0,0.994824,0.101612,0
0.994792,0.10224,0,0.99476,0.102237,0
0.994728,0.102865,0,0.994696,0.102862,0
0.994663,0.10349,0,0.994631,0.103487,0
0.994598,0.104115,0,0.994566,0.104112,0
0.994533,0.10474,0,0.9945,0.104737,0
0.994467,0.105365,0,0.994434,0.105362,0
0.994401,0.10599,0,0.994368,0.105986,0
0.994334,0.106615,0,0.994301,0.106611,0
0.994267,0.107239,0,0.994234,0.107236,0
0.9942,0.107864,0,0.994166,0.107861,0
0.994132,0.108489,0,0.994098,0.108485,0
0.994064,0.109114,0,0.99403,0.10911,0
0.993995,0.109738,0,0.993961,0.109734,0
0.993926,0.110363,0,0.993892,0.110359,0
0.993857,0.110987,0,0.993822,0.110983,0
0.993787,0.111612,0,0.993752,0.111608,0
0.993717,0.112236,0,0.993682,0.112232,0
0.993647,0.11286,0,0.993611,0.112856,0
0.993576,0.113485,0,0.99354,0.113481,0
0.993504,0.114109,0,0.993469,0.114105,0
0.993433,0.114733,0,0.993397,0.114729,0
0.993361,0.115357,0,0.993325,0.115353,0
0.993288,0.115982,0,0.993252,0.115977,0
0.993215,0.116606,0,0.993179,0.116601,0
0.993142,0.11723,0,0.993105,0.117225,0
0.993068,0.117854,0,0.993031,0.117849,0
0.992994,0.118478,0,0.992957,0.118473,0
0.99292,0.119102,0,0.992883,0.119097,0
0.992845,0.119725,0,0.992808,0.119721,0
0.99277,0.120349,0,0.992732,0.120345,0
0.992694,0.120973,0,0.992656,0.120968,0
0.992618,0.121597,0,0.99258,0.121592,0
0.992542,0.12222,0,0.992504,0.122216,0
0.992465,0.122844,0,0.992427,0.122839,0
0.992388,0.123468,0,0.992349,0.123463,0
0.99231,0.124091,0,0.992271,0.124086,0
0.992232,0.124715,0,0.992193,0.12471,0
0.992154,0.125338,0,0.992115,0.125333,0
0.992075,0.125962,0,0.992036,0.125957,0
0.991996,0.126585,0,0.991956,0.12658,0
0.991917,0.127208,0,0.991877,0.127203,0
0.991837,0.127831,0,0.991797,0.127826,0
0.991756,0.128455,0,0.991716,0.128449,0
0.991676,0.129078,0,0.991635,0.129073,0
0.991594,0.129701,0,0.991554,0.129696,0
0.991513,0.130324,0,0.991472,0.130319,0
0.991431,0.130947,0,0.99139,0.130941,0
0.991349,0.13157,0,0.991308,0.131564,0
0.991266,0.132193,0,0.991225,0.132187,0
0.991183,0.132816,0,0.991142,0.13281,0
0.9911,0.133438,0,0.991058,0.133433,0
0.991016,0.134061,0,0.990974,0.134055,0
0.990932,0.134684,0,0.990889,0.134678,0
0.990847,0.135306,0,0.990805,0.135301,0
0.990762,0.135929,0,0.990719,0.135923,0
0.990677,0.136551,0,0.990634,0.136546,0
0.990591,0.137174,0,0.990548,0.137168,0
0.990505,0.137796,0,0.990461,0.13779,0
0.990418,0.138419,0,0.990375,0.138413,0
0.990331,0.139041,0,0.990287,0.139035,0
0.990244,0.139663,0,0.9902,0.139657,0
0.990156,0.140285,0,0.990112,0.140279,0
0.990068,0.140907,0,0.990024,0.140901,0
0.989979,0.14153,0,0.989935,0.141523,0
0.98989,0.142152,0,0.989846,0.142145,0
0.989801,0.142774,0,0.989756,0.142767,0
0.989711,0.143395,0,0.989666,0.143389,0
0.989621,0.144017,0,0.989576,0.144011,0
0.989531,0.144639,0,0.989485,0.144633,0
0.98944,0.145261,0,0.989394,0.145254,0
0.989349,0.145883,0,0.989303,0.145876,0
0.989257,0.146504,0,0.989211,0.146497,0
0.989165,0.147126,0,0.989119,0.147119,0
0.989072,0.147747,0,0.989026,0.14774,0
0.98898,0.148369,0,0.988933,0.148362,0
0.988886,0.14899,0,0.98884,0.148983,0
0.988793,0.149611,0,0.988746,0.149604,0
0.988699,0.150233,0,0.988652,0.150226,0
0.988604,0.150854,0,0.988557,0.150847,0
0.98851,0.151475,0,0.988462,0.151468,0
0.988414,0.152096,0,0.988367,0.152089,0
0.988319,0.152717,0,0.988271,0.15271,0
0.988223,0.153338,0,0.988175,0.153331,0
0.988127,0.153959,0,0.988078,0.153952,0
0.98803,0.15458,0,0.987981,0.154572,0
0.987933,0.155201,0,0.987884,0.155193,0
0.987835,0.155822,0,0.987786,0.155814,0
0.987737,0.156442,0,0.987688,0.156434,0
0.987639,0.157063,0,0.98759,0.157055,0
0.98754,0.157683,0,0.987491,0.157676,0
0.987441,0.158304,0,0.987392,0.158296,0
0.987342,0.158924,0,0.987292,0.158916,0
0.987242,0.159545,0,0.987192,0.159537,0
0.987142,0.160165,0,0.987092,0.160157,0
0.987041,0.160785,0,0.986991,0.160777,0
0.98694,0.161405,0,0.98689,0.161397,0
0.986839,0.162025,0,0.986788,0.162017,0
0.986737,0.162646,0,0.986686,0.162637,0
0.986635,0.163265,0,0.986584,0.163257,0
0.986532,0.163885,0,0.986481,0.163877,0
0.986429,0.164505,0,0.986378,0.164497,0
0.986326,0.165125,0,0.986274,0.165116,0
0.986222,0.165745,0,0.98617,0.165736,0
0.986118,0.166364,0,0.986066,0.166356,0
0.986013,0.166984,0,0.985961,0.166975,0
0.985908,0.167604,0,0.985856,0.167595,0
0.985803,0.168223,0,0.98575,0.168214,0
0.985697,0.168842,0,0.985645,0.168833,0
0.985591,0.169462,0,0.985538,0.169453,0
0.985485,0.170081,0,0.985432,0.170072,0
0.985378,0.1707,0,0.985325,0.170691,0
0.985271,0.171319,0,0.985217,0.17131,0
0.985163,0.171938,0,0.985109,0.171929,0
0.985055,0.172557,0,0.985001,0.172548,0
0.984947,0.173176,0,0.984892,0.173167,0
0.984838,0.173795,0,0.984783,0.173786,0
0.984729,0.174414,0,0.984674,0.174404,0
0.984619,0.175033,0,0.984564,0.175023,0
0.984509,0.175651,0,0.984454,0.175642,0
0.984399,0.17627,0,0.984344,0.17626,0
0.984288,0.176888,0,0.984233,0.176879,0
0.984177,0.177507,0,0.984121,0.177497,0
0.984065,0.178125,0,0.98401,0.178115,0
0.983953,0.178744,0,0.983898,0.178734,0
0.983841,0.179362,0,0.983785,0.179352,0
0.983728,0.17998,0,0.983672,0.17997,0
0.983615,0.180598,0,0.983559,0.180588,0
0.983502,0.181216,0,0.983445,0.181206,0
0.983388,0.181834,0,0.983331,0.181824,0
0.983274,0.182452,0,0.983217,0.182441,0
0.983159,0.18307,0,0.983102,0.183059,0
0.983044,0.183688,0,0.982987,0.183677,0
0.982929,0.184305,0,0.982871,0.184294,0
0.982813,0.184923,0,0.982755,0.184912,0
0.982697,0.18554,0,0.982639,0.185529,0
0.98258,0.186158,0,0.982522,0.186147,0
0.982463,0.186775,0,0.982405,0.186764,0
0.982346,0.187392,0,0.982287,0.187381,0
0.982228,0.18801,0,0.982169,0.187998,0
0.98211,0.188627,0,0.982051,0.188616,0
0.981991,0.189244,0,0.981932,0.189233,0
0.981872,0.189861,0,0.981813,0.189849,0
0.981753,0.190478,0,0.981694,0.190466,0
0.981634,0.191095,0,0.981574,0.191083,0
0.981513,0.191711,0,0.981454,0.1917,0
0.981393,0.192328,0,0.981333,0.192316,0
0.981272,0.192945,0,0.981212,0.192933,0
0.981151,0.193561,0,0.981091,0.193549,0
0.981029,0.194178,0,0.980969,0.194166,0
0.980907,0.194794,0,0.980847,0.194782,0
0.980785,0.195411,0,0.980724,0.195398,0
0.980662,0.196027,0,0.980601,0.196015,0
0.980539,0.196643,0,0.980478,0.196631,0
0.980415,0.197259,0,0.980354,0.197247,0
0.980292,0.197875,0,0.98023,0.197863,0
0.980167,0.198491,0,0.980105,0.198479,0
0.980042,0.199107,0,0.97998,0.199094,0
0.979917,0.199723,0,0.979855,0.19971,0
0.979792,0.200338,0,0.979729,0.200326,0
0.979666,0.200954,0,0.979603,0.200941,0
0.97954,0.201569,0,0.979477,0.201557,0
0.979413,0.202185,0,0.97935,0.202172,0
0.979286,0.2028,0,0.979223,0.202787,0
0.979159,0.203416,0,0.979095,0.203403,0
0.979031,0.204031,0,0.978967,0.204018,0
0.978903,0.204646,0,0.978839,0.204633,0
0.978774,0.205261,0,0.97871,0.205248,0
0.978645,0.205876,0,0.978581,0.205863,0
0.978516,0.206491,0,0.978451,0.206477,0
0.978386,0.207106,0,0.978321,0.207092,0
0.978256,0.20772,0,0.978191,0.207707,0
0.978125,0.208335,0,0.97806,0.208321,0
0.977994,0.20895,0,0.977929,0.208936,0
0.977863,0.209564,0,0.977798,0.20955,0
0.977732,0.210179,0,0.977666,0.210165,0
0.977599,0.210793,0,0.977534,0.210779,0
0.977467,0.211407,0,0.977401,0.211393,0
0.977334,0.212021,0,0.977268,0.212007,0
0.977201,0.212635,0,0.977135,0.212621,0
0.977067,0.213249,0,0.977001,0.213235,0
0.976933,0.213863,0,0.976867,0.213849,0
0.976799,0.214477,0,0.976732,0.214463,0
0.976664,0.215091,0,0.976597,0.215076,0
0.976529,0.215705,0,0.976462,0.21569,0
0.976394,0.216318,0,0.976326,0.216303,0
0.976258,0.216932,0,0.97619,0.216917,0
0.976121,0.217545,0,0.976054,0.21753,0
0.975985,0.218158,0,0.975917,0.218143,0
0.975848,0.218772,0,0.97578,0.218756,0
0.97571,0.219385,0,0.975642,0.219369,0
0.975572,0.219998,0,0.975504,0.219982,0
0.975434,0.220611,0,0.975365,0.220595,0
0.975296,0.221224,0,0.975227,0.221208,0
0.975157,0.221836,0,0.975087,0.221821,0
0.975017,0.222449,0,0.974948,0.222433,0
0.974877,0.223062,0,0.974808,0.223046,0
0.974737,0.223674,0,0.974668,0.223658,0
0.974597,0.224287,0,0.974527,0.224271,0
0.974456,0.224899,0,0.974386,0.224883,0
0.974315,0.225511,0,0.974244,0.225495,0
0.974173,0.226124,0,0.974102,0.226107,0
0.974031,0.226736,0,0.97396,0.226719,0
0.973888,0.227348,0,0.973817,0.227331,0
0.973745,0.22796,0,0.973674,0.227943,0
0.973602,0.228571,0,0.973531,0.228555,0
0.973459,0.229183,0,0.973387,0.229166,0
0.973315,0.229795,0,0.973243,0.229778,0
0.97317,0.230406,0,0.973099,0.230389,0
0.973025,0.231018,0,0.972954,0.231001,0
0.97288,0.231629,0,0.972808,0.231612,0
0.972735,0.23224,0,0.972663,0.232223,0
0.972589,0.232852,0,0.972516,0.232834,0
0.972443,0.233463,0,0.97237,0.233445,0
0.972296,0.234074,0,0.972223,0.234056,0
0.972149,0.234685,0,0.972076,0.234667,0
0.972001,0.235295,0,0.971928,0.235278,0
0.971854,0.235906,0,0.97178,0.235888,0
0.971705,0.236517,0,0.971632,0.236499,0
0.971557,0.237127,0,0.971483,0.237109,0
0.971408,0.237738,0,0.971334,0.23772,0
0.971258,0.238348,0,0.971184,0.23833,0
0.971109,0.238958,0,0.971034,0.23894,0
0.970958,0.239569,0,0.970884,0.23955,0
0.970808,0.240179,0,0.970733,0.24016,0
0.970657,0.240789,0,0.970582,0.24077,0
0.970506,0.241398,0,0.970431,0.24138,0
0.970354,0.242008,0,0.970279,0.24199,0
0.970202,0.242618,0,0.970127,0.242599,0
0.97005,0.243228,0,0.969974,0.243209,0
0.969897,0.243837,0,0.969821,0.243818,0
0.969744,0.244446,0,0.969668,0.244427,0
0.96959,0.245056,0,0.969514,0.245037,0
0.969436,0.245665,0,0.96936,0.245646,0
0.969282,0.246274,0,0.969205,0.246255,0
0.969127,0.246883,0,0.96905,0.246864,0
0.968972,0.247492,0,0.968895,0.247473,0
0.968816,0.248101,0,0.968739,0.248081,0
0.96866,0.24871,0,0.968583,0.24869,0
0.968504,0.249318,0,0.968427,0.249298,0
0.968348,0.249927,0,0.96827,0.249907,0
0.968191,0.250535,0,0.968113,0.250515,0
0.968033,0.251144,0,0.967955,0.251123,0
0.967875,0.251752,0,0.967797,0.251732,0
0.967717,0.25236,0,0.967639,0.25234,0
0.967559,0.252968,0,0.96748,0.252948,0
0.9674,0.253576,0,0.967321,0.253555,0
0.96724,0.254184,0,0.967161,0.254163,0
0.967081,0.254791,0,0.967001,0.254771,0
0.966921,0.255399,0,0.966841,0.255378,0
0.96676,0.256007,0,0.966681,0.255986,0
0.966599,0.256614,0,0.96652,0.256593,0
0.966438,0.257221,0,0.966358,0.2572,0
0.966276,0.257829,0,0.966196,0.257807,0
0.966114,0.258436,0,0.966034,0.258414,0
0.965952,0.259043,0,0.965872,0.259021,0
0.965789,0.25965,0,0.965709,0.259628,0
0.965626,0.260257,0,0.965545,0.260235,0
0.965463,0.260863,0,0.965382,0.260842,0
0.965299,0.26147,0,0.965218,0.261448,0
0.965134,0.262076,0,0.965053,0.262054,0
0.96497,0.262683,0,0.964888,0.262661,0
0.964805,0.263289,0,0.964723,0.263267,0
0.964639,0.263895,0,0.964557,0.263873,0
0.964474,0.264501,0,0.964391,0.264479,0
0.964307,0.265107,0,0.964225,0.265085,0
0.964141,0.265713,0,0.964058,0.265691,0
0.963974,0.266319,0,0.963891,0.266296,0
0.963807,0.266925,0,0.963724,0.266902,0
0.963639,0.26753,0,0.963556,0.267507,0
0.963471,0.268136,0,0.963388,0.268113,0
0.963302,0.268741,0,0.963219,0.268718,0
0.963133,0.269346,0,0.96305,0.269323,0
0.962964,0.269952,0,0.96288,0.269928,0
0.962795,0.270557,0,0.962711,0.270533,0
0.962625,0.271162,0,0.96254,0.271138,0
0.962454,0.271766,0,0.96237,0.271743,0
0.962283,0.272371,0,0.962199,0.272347,0
0.962112,0.272976,0,0.962028,0.272952,0
0.961941,0.27358,0,0.961856,0.273556,0
0.961769,0.274185,0,0.961684,0.274161,0
0.961597,0.274789,0,0.961511,0.274765,0
0.961424,0.275393,0,0.961339,0.275369,0
0.961251,0.275997,0,0.961165,0.275973,0
0.961078,0.276601,0,0.960992,0.276577,0
0.960904,0.277205,0,0.960818,0.277181,0
0.96073,0.277809,0,0.960644,0.277784,0
0.960555,0.278412,0,0.960469,0.278388,0
0.96038,0.279016,0,0.960294,0.278991,0
0.960205,0.279619,0,0.960118,0.279594,0
0.960029,0.280223,0,0.959942,0.280198,0
0.959853,0.280826,0,0.959766,0.280801,0
0.959677,0.281429,0,0.959589,0.281404,0
0.9595,0.282032,0,0.959412,0.282007,0
0.959323,0.282635,0,0.959235,0.282609,0
0.959145,0.283238,0,0.959057,0.283212,0
0.958967,0.28384,0,0.958879,0.283815,0
0.958789,0.284443,0,0.958701,0.284417,0
0.95861,0.285045,0,0.958522,0.285019,0
0.958431,0.285648,0,0.958343,0.285621,0
0.958252,0.28625,0,0.958163,0.286224,0
0.958072,0.286852,0,0.957983,0.286826,0
0.957891,0.287454,0,0.957802,0.287427,0
0.957711,0.288056,0,0.957622,0.288029,0
0.95753,0.288657,0,0.95744,0.288631,0
0.957348,0.289259,0,0.957259,0.289232,0
0.957167,0.289861,0,0.957077,0.289834,0
0.956985,0.290462,0,0.956895,0.290435,0
0.956802,0.291063,0,0.956712,0.291036,0
0.956619,0.291665,0,0.956529,0.291637,0
0.956436,0.292266,0,0.956346,0.292238,0
0.956252,0.292867,0,0.956162,0.292839,0
0.956068,0.293467,0,0.955978,0.29344,0
0.955884,0.294068,0,0.955793,0.29404,0
0.955699,0.294669,0,0.955608,0.294641,0
0.955514,0.295269,0,0.955423,0.295241,0
0.955329,0.29587,0,0.955237,0.295841,0
0.955143,0.29647,0,0.955051,0.296442,0
0.954956,0.29707,0,0.954865,0.297042,0
0.95477,0.29767,0,0.954678,0.297642,0
0.954583,0.29827,0,0.954491,0.298241,0
0.954395,0.29887,0,0.954303,0.298841,0
0.954208,0.299469,0,0.954115,0.29944,0
0.954019,0.300069,0,0.953927,0.30004,0
0.953831,0.300668,0,0.953738,0.300639,0
0.953642,0.301268,0,0.953549,0.301238,0
0.953453,0.301867,0,0.953359,0.301838,0
0.953263,0.302466,0,0.95317,0.302436,0
0.953073,0.303065,0,0.952979,0.303035,0
0.952883,0.303664,0,0.952789,0.303634,0
0.952692,0.304262,0,0.952598,0.304233,0
0.952501,0.304861,0,0.952406,0.304831,0
0.952309,0.305459,0,0.952215,0.305429,0
0.952117,0.306058,0,0.952023,0.306028,0
0.951925,0.306656,0,0.95183,0.306626,0
0.951732,0.307254,0,0.951637,0.307224,0
0.951539,0.307852,0,0.951444,0.307822,0
0.951346,0.30845,0,0.95125,0.308419,0
0.951152,0.309048,0,0.951057,0.309017,0
0.950958,0.309645,0,0.950862,0.309615,0
0.950763,0.310243,0,0.950667,0.310212,0
0.950568,0.31084,0,0.950472,0.310809,0
0.950373,0.311437,0,0.950277,0.311406,0
0.950177,0.312035,0,0.950081,0.312003,0
0.949981,0.312632,0,0.949885,0.3126,0
0.949785,0.313229,0,0.949688,0.313197,0
0.949588,0.313825,0,0.949491,0.313794,0
0.949391,0.314422,0,0.949294,0.31439,0
0.949193,0.315018,0,0.949096,0.314987,0
0.948995,0.315615,0,0.948898,0.315583,0
0.948797,0.316211,0,0.9487,0.316179,0
0.948599,0.316807,0,0.948501,0.316775,0
0.948399,0.317403,0,0.948301,0.317371,0
0.9482,0.317999,0,0.948102,0.317967,0
0.948,0.318595,0,0.947902,0.318562,0
0.9478,0.319191,0,0.947702,0.319158,0
0.9476,0.319786,0,0.947501,0.319753,0
0.947399,0.320382,0,0.9473,0.320348,0
0.947197,0.320977,0,0.947098,0.320944,0
0.946996,0.321572,0,0.946896,0.321539,0
0.946794,0.322167,0,0.946694,0.322134,0
0.946591,0.322762,0,0.946492,0.322728,0
0.946388,0.323357,0,0.946289,0.323323,0
0.946185,0.323951,0,0.946085,0.323917,0
0.945982,0.324546,0,0.945882,0.324512,0
0.945778,0.32514,0,0.945678,0.325106,0
0.945574,0.325734,0,0.945473,0.3257,0
0.945369,0.326329,0,0.945268,0.326294,0
0.945164,0.326923,0,0.945063,0.326888,0
0.944958,0.327516,0,0.944857,0.327482,0
0.944753,0.32811,0,0.944652,0.328075,0
0.944547,0.328704,0,0.944445,0.328669,0
0.94434,0.329297,0,0.944239,0.329262,0
0.944133,0.329891,0,0.944031,0.329855,0
0.943926,0.330484,0,0.943824,0.330449,0
0.943718,0.331077,0,0.943616,0.331041,0
0.94351,0.33167,0,0.943408,0.331634,0
0.943302,0.332263,0,0.943199,0.332227,0
0.943093,0.332855,0,0.942991,0.33282,0
0.942884,0.333448,0,0.942781,0.333412,0
0.942674,0.33404,0,0.942572,0.334004,0
0.942465,0.334633,0,0.942362,0.334596,0
0.942254,0.335225,0,0.942151,0.335189,0
0.942044,0.335817,0,0.94194,0.33578,0
0.941833,0.336409,0,0.941729,0.336372,0
0.941621,0.337001,0,0.941518,0.336964,0
0.94141,0.337592,0,0.941306,0.337555,0
0.941198,0.338184,0,0.941093,0.338147,0
0.940985,0.338775,0,0.940881,0.338738,0
0.940772,0.339366,0,0.940668,0.339329,0
0.940559,0.339957,0,0.940454,0.33992,0
0.940345,0.340548,0,0.940241,0.340511,0
0.940131,0.341139,0,0.940026,0.341102,0
0.939917,0.34173,0,0.939812,0.341692,0
0.939702,0.34232,0,0.939597,0.342283,0
0.939487,0.342911,0,0.939382,0.342873,0
0.939272,0.343501,0,0.939166,0.343463,0
0.939056,0.344091,0,0.93895,0.344053,0
0.93884,0.344681,0,0.938734,0.344643,0
0.938623,0.345271,0,0.938517,0.345233,0
0.938406,0.345861,0,0.9383,0.345822,0
0.938189,0.346451,0,0.938083,0.346412,0
0.937971,0.34704,0,0.937865,0.347001,0
0.937753,0.347629,0,0.937646,0.34759,0
0.937535,0.348219,0,0.937428,0.348179,0
0.937316,0.348808,0,0.937209,0.348768,0
