exact,numeric
9.550000000000e+02,2.900376260987e+04
9.590000000000e+02,2.919925393037e+04
9.630000000000e+02,2.939482609723e+04
9.670000000000e+02,2.959047142039e+04
9.710000000000e+02,2.978618220693e+04
9.750000000000e+02,2.998195076130e+04
9.790000000000e+02,3.017776938575e+04
9.830000000000e+02,3.037363038050e+04
9.870000000000e+02,3.056952604414e+04
9.910000000000e+02,3.076544867388e+04
9.950000000000e+02,3.096139056589e+04
9.990000000000e+02,3.115734401555e+04
1.003000000000e+03,3.135330131781e+04
1.007000000000e+03,3.154925476747e+04
1.011000000000e+03,3.174519665946e+04
1.015000000000e+03,3.194111928919e+04
1.019000000000e+03,3.213701495281e+04
1.023000000000e+03,3.233287594754e+04
1.027000000000e+03,3.252869457195e+04
1.031000000000e+03,3.272446312629e+04
1.035000000000e+03,3.292017391278e+04
1.039000000000e+03,3.311581923591e+04
1.043000000000e+03,3.331139140272e+04
1.047000000000e+03,3.350688272315e+04
1.051000000000e+03,3.370228551033e+04
1.055000000000e+03,3.389759208085e+04
1.059000000000e+03,3.409279475508e+04
1.063000000000e+03,3.428788585750e+04
1.067000000000e+03,3.448285771695e+04
1.071000000000e+03,3.467770266697e+04
1.075000000000e+03,3.487241304610e+04
1.079000000000e+03,3.506698119816e+04
1.083000000000e+03,3.526139947256e+04
1.087000000000e+03,3.545566022461e+04
1.091000000000e+03,3.564975581581e+04
1.095000000000e+03,3.584367861416e+04
1.099000000000e+03,3.603742099445e+04
1.103000000000e+03,3.623097533857e+04
1.107000000000e+03,3.642433403578e+04
1.111000000000e+03,3.661748948307e+04
1.115000000000e+03,3.681043408540e+04
1.119000000000e+03,3.700316025602e+04
1.123000000000e+03,3.719566041678e+04
1.127000000000e+03,3.738792699840e+04
1.131000000000e+03,3.757995244079e+04
1.135000000000e+03,3.777172919336e+04
1.139000000000e+03,3.796324971529e+04
1.143000000000e+03,3.815450647581e+04
1.147000000000e+03,3.834549195455e+04
1.151000000000e+03,3.853619864180e+04
1.155000000000e+03,3.872661903881e+04
1.159000000000e+03,3.891674565809e+04
1.163000000000e+03,3.910657102370e+04
1.167000000000e+03,3.929608767154e+04
1.171000000000e+03,3.948528814965e+04
1.175000000000e+03,3.967416501852e+04
1.179000000000e+03,3.986271085134e+04
1.183000000000e+03,4.005091823433e+04
1.187000000000e+03,4.023877976702e+04
1.191000000000e+03,4.042628806252e+04
1.195000000000e+03,4.061343574786e+04
1.199000000000e+03,4.080021546423e+04
1.203000000000e+03,4.098661986728e+04
1.207000000000e+03,4.117264162745e+04
1.211000000000e+03,4.135827343019e+04
1.215000000000e+03,4.154350797630e+04
1.219000000000e+03,4.172833798221e+04
1.223000000000e+03,4.191275618024e+04
1.227000000000e+03,4.209675531891e+04
1.231000000000e+03,4.228032816322e+04
1.235000000000e+03,4.246346749492e+04
1.239000000000e+03,4.264616611282e+04
1.243000000000e+03,4.282841683306e+04
1.247000000000e+03,4.301021248938e+04
1.251000000000e+03,4.319154593342e+04
1.255000000000e+03,4.337241003499e+04
1.259000000000e+03,4.355279768237e+04
1.263000000000e+03,4.373270178255e+04
1.267000000000e+03,4.391211526156e+04
1.271000000000e+03,4.409103106471e+04
1.275000000000e+03,4.426944215686e+04
1.279000000000e+03,4.444734152274e+04
1.283000000000e+03,4.462472216721e+04
1.287000000000e+03,4.480157711549e+04
1.291000000000e+03,4.497789941351e+04
1.295000000000e+03,4.515368212811e+04
1.299000000000e+03,4.532891834738e+04
1.303000000000e+03,4.550360118086e+04
1.307000000000e+03,4.567772375989e+04
1.311000000000e+03,4.585127923782e+04
1.315000000000e+03,4.602426079029e+04
1.319000000000e+03,4.619666161552e+04
1.323000000000e+03,4.636847493457e+04
1.327000000000e+03,4.653969399158e+04
1.331000000000e+03,4.671031205408e+04
1.335000000000e+03,4.688032241321e+04
1.339000000000e+03,4.704971838403e+04
1.343000000000e+03,4.721849330573e+04
1.347000000000e+03,4.738664054195e+04
1.351000000000e+03,4.755415348099e+04
1.355000000000e+03,4.772102553609e+04
1.359000000000e+03,4.788725014570e+04
1.363000000000e+03,4.805282077373e+04
1.367000000000e+03,4.821773090980e+04
1.371000000000e+03,4.838197406950e+04
1.375000000000e+03,4.854554379465e+04
1.379000000000e+03,4.870843365353e+04
1.383000000000e+03,4.887063724120e+04
1.387000000000e+03,4.903214817964e+04
1.391000000000e+03,4.919296011813e+04
1.395000000000e+03,4.935306673338e+04
1.399000000000e+03,4.951246172988e+04
1.403000000000e+03,4.967113884007e+04
1.407000000000e+03,4.982909182463e+04
1.411000000000e+03,4.998631447271e+04
1.415000000000e+03,5.014280060218e+04
1.419000000000e+03,5.029854405987e+04
1.423000000000e+03,5.045353872181e+04
1.427000000000e+03,5.060777849348e+04
1.431000000000e+03,5.076125731002e+04
1.435000000000e+03,5.091396913653e+04
1.439000000000e+03,5.106590796823e+04
1.443000000000e+03,5.121706783077e+04
1.447000000000e+03,5.136744278039e+04
1.451000000000e+03,5.151702690423e+04
1.455000000000e+03,5.166581432051e+04
1.459000000000e+03,5.181379917877e+04
1.463000000000e+03,5.196097566011e+04
1.467000000000e+03,5.210733797744e+04
1.471000000000e+03,5.225288037564e+04
1.475000000000e+03,5.239759713187e+04
1.479000000000e+03,5.254148255574e+04
1.483000000000e+03,5.268453098953e+04
1.487000000000e+03,5.282673680846e+04
1.491000000000e+03,5.296809442087e+04
1.495000000000e+03,5.310859826845e+04
1.499000000000e+03,5.324824282646e+04
1.503000000000e+03,5.338702260395e+04
1.507000000000e+03,5.352493214398e+04
1.511000000000e+03,5.366196602381e+04
1.515000000000e+03,5.379811885514e+04
1.519000000000e+03,5.393338528433e+04
1.523000000000e+03,5.406775999258e+04
1.527000000000e+03,5.420123769614e+04
1.531000000000e+03,5.433381314655e+04
1.535000000000e+03,5.446548113083e+04
1.539000000000e+03,5.459623647165e+04
1.543000000000e+03,5.472607402760e+04
1.547000000000e+03,5.485498869335e+04
1.551000000000e+03,5.498297539985e+04
1.555000000000e+03,5.511002911453e+04
1.559000000000e+03,5.523614484153e+04
1.563000000000e+03,5.536131762185e+04
1.567000000000e+03,5.548554253358e+04
1.571000000000e+03,5.560881469207e+04
1.575000000000e+03,5.573112925014e+04
1.579000000000e+03,5.585248139826e+04
1.583000000000e+03,5.597286636474e+04
1.587000000000e+03,5.609227941593e+04
1.591000000000e+03,5.621071585639e+04
1.595000000000e+03,5.632817102906e+04
1.599000000000e+03,5.644464031549e+04
1.603000000000e+03,5.656011913599e+04
1.607000000000e+03,5.667460294981e+04
1.611000000000e+03,5.678808725532e+04
1.615000000000e+03,5.690056759019e+04
1.619000000000e+03,5.701203953158e+04
1.623000000000e+03,5.712249869629e+04
1.627000000000e+03,5.723194074092e+04
1.631000000000e+03,5.734036136211e+04
1.635000000000e+03,5.744775629662e+04
1.639000000000e+03,5.755412132155e+04
1.643000000000e+03,5.765945225451e+04
1.647000000000e+03,5.776374495375e+04
1.651000000000e+03,5.786699531835e+04
1.655000000000e+03,5.796919928837e+04
1.659000000000e+03,5.807035284503e+04
1.663000000000e+03,5.817045201081e+04
1.667000000000e+03,5.826949284969e+04
1.671000000000e+03,5.836747146725e+04
1.675000000000e+03,5.846438401080e+04
1.679000000000e+03,5.856022666962e+04
1.683000000000e+03,5.865499567501e+04
1.687000000000e+03,5.874868730050e+04
1.691000000000e+03,5.884129786199e+04
1.695000000000e+03,5.893282371786e+04
1.699000000000e+03,5.902326126915e+04
1.703000000000e+03,5.911260695969e+04
1.707000000000e+03,5.920085727623e+04
1.711000000000e+03,5.928800874858e+04
1.715000000000e+03,5.937405794976e+04
1.719000000000e+03,5.945900149612e+04
1.723000000000e+03,5.954283604748e+04
1.727000000000e+03,5.962555830725e+04
1.731000000000e+03,5.970716502257e+04
1.735000000000e+03,5.978765298443e+04
1.739000000000e+03,5.986701902780e+04
1.743000000000e+03,5.994526003176e+04
1.747000000000e+03,6.002237291960e+04
1.751000000000e+03,6.009835465896e+04
1.755000000000e+03,6.017320226192e+04
1.759000000000e+03,6.024691278518e+04
1.763000000000e+03,6.031948333008e+04
1.767000000000e+03,6.039091104280e+04
1.771000000000e+03,6.046119311441e+04
1.775000000000e+03,6.053032678100e+04
1.779000000000e+03,6.059830932379e+04
1.783000000000e+03,6.066513806923e+04
1.787000000000e+03,6.073081038909e+04
1.791000000000e+03,6.079532370058e+04
1.795000000000e+03,6.085867546642e+04
1.799000000000e+03,6.092086319497e+04
1.803000000000e+03,6.098188444027e+04
1.807000000000e+03,6.104173680218e+04
1.811000000000e+03,6.110041792645e+04
1.815000000000e+03,6.115792550478e+04
1.819000000000e+03,6.121425727492e+04
1.823000000000e+03,6.126941102074e+04
1.827000000000e+03,6.132338457232e+04
1.831000000000e+03,6.137617580599e+04
1.835000000000e+03,6.142778264439e+04
1.839000000000e+03,6.147820305657e+04
1.843000000000e+03,6.152743505800e+04
1.847000000000e+03,6.157547671062e+04
1.851000000000e+03,6.162232612290e+04
1.855000000000e+03,6.166798144982e+04
1.859000000000e+03,6.171244089295e+04
1.863000000000e+03,6.175570270039e+04
1.867000000000e+03,6.179776516680e+04
1.871000000000e+03,6.183862663336e+04
1.875000000000e+03,6.187828548767e+04
1.879000000000e+03,6.191674016373e+04
1.883000000000e+03,6.195398914177e+04
1.887000000000e+03,6.199003094808e+04
1.891000000000e+03,6.202486415481e+04
1.895000000000e+03,6.205848737965e+04
1.899000000000e+03,6.209089928539e+04
1.903000000000e+03,6.212209857944e+04
1.907000000000e+03,6.215208401306e+04
1.911000000000e+03,6.218085438045e+04
1.915000000000e+03,6.220840851746e+04
1.919000000000e+03,6.223474529990e+04
1.923000000000e+03,6.225986364115e+04
1.927000000000e+03,6.228376248903e+04
1.931000000000e+03,6.230644082128e+04
1.935000000000e+03,6.232789763918e+04
1.939000000000e+03,6.234813195848e+04
1.943000000000e+03,6.236714279595e+04
1.947000000000e+03,6.238492914918e+04
1.951000000000e+03,6.240148996568e+04
1.955000000000e+03,6.241682409378e+04
1.959000000000e+03,6.243093020251e+04
1.963000000000e+03,6.244380664553e+04
1.967000000000e+03,6.245545121962e+04
1.971000000000e+03,6.246586071150e+04
1.975000000000e+03,6.247502998768e+04
1.979000000000e+03,6.248294999253e+04
1.983000000000e+03,6.248960273970e+04
1.987000000000e+03,6.249494605899e+04
1.991000000000e+03,6.249891474065e+04
1.995000000000e+03,6.250233443336e+04
1.999000000000e+03,6.250745127440e+04
