exact,numeric
7.950000000000e+02,1.634237303588e+03
7.990000000000e+02,1.650195339310e+03
8.030000000000e+02,1.666233395970e+03
8.070000000000e+02,1.682351486327e+03
8.110000000000e+02,1.698549606335e+03
8.150000000000e+02,1.714827748239e+03
8.190000000000e+02,1.731185917387e+03
8.230000000000e+02,1.747624126536e+03
8.270000000000e+02,1.764142340990e+03
8.310000000000e+02,1.780740592241e+03
8.350000000000e+02,1.797418869916e+03
8.390000000000e+02,1.814177167546e+03
8.430000000000e+02,1.831015492022e+03
8.470000000000e+02,1.847933847415e+03
8.510000000000e+02,1.864932210287e+03
8.550000000000e+02,1.882010617526e+03
8.590000000000e+02,1.899169037170e+03
8.630000000000e+02,1.916407471093e+03
8.670000000000e+02,1.933725924802e+03
8.710000000000e+02,1.951124410179e+03
8.750000000000e+02,1.968602917028e+03
8.790000000000e+02,1.986161428100e+03
8.830000000000e+02,2.003799973526e+03
8.870000000000e+02,2.021518533574e+03
8.910000000000e+02,2.039317126060e+03
8.950000000000e+02,2.057195724364e+03
8.990000000000e+02,2.075154341969e+03
9.030000000000e+02,2.093192972417e+03
9.070000000000e+02,2.111311635008e+03
9.110000000000e+02,2.129510298321e+03
9.150000000000e+02,2.147788995568e+03
9.190000000000e+02,2.166147691515e+03
9.230000000000e+02,2.184586416648e+03
9.270000000000e+02,2.203105171600e+03
9.310000000000e+02,2.221703915389e+03
9.350000000000e+02,2.240382686368e+03
9.390000000000e+02,2.259141483850e+03
9.430000000000e+02,2.277980286717e+03
9.470000000000e+02,2.296899105619e+03
9.510000000000e+02,2.315897943871e+03
9.550000000000e+02,2.334976782887e+03
9.590000000000e+02,2.354135648392e+03
9.630000000000e+02,2.373374517386e+03
9.670000000000e+02,2.392693419187e+03
9.710000000000e+02,2.412092327863e+03
9.750000000000e+02,2.431571246720e+03
9.790000000000e+02,2.451130177191e+03
9.830000000000e+02,2.470769114644e+03
9.870000000000e+02,2.490488071193e+03
9.910000000000e+02,2.510287029484e+03
9.950000000000e+02,2.530166010994e+03
9.990000000000e+02,2.550125009390e+03
1.003000000000e+03,2.570164027424e+03
1.007000000000e+03,2.590283043934e+03
1.011000000000e+03,2.610482073658e+03
1.015000000000e+03,2.630761099134e+03
