# $ ../../source/project4 -E 2.4 -c 1e6 -l 60
c,E,CV,Mabs,Chi,M,accs
8.9000000000000000e+04,-1.2047545158668631e+00,1.1307153945875335e+00,1.6326206696803658e-01,2.0055803193396464e+01,1.0021179537308571e-02,1.0340000000000000e+03
9.0000000000000000e+04,-1.2047547002564170e+00,1.1295460371518320e+00,1.6262373627947344e-01,1.9976939225417752e+01,1.0620536315028599e-02,1.0480000000000000e+03
9.1000000000000000e+04,-1.2048249408736655e+00,1.1299105698575502e+00,1.6283556713051991e-01,2.0037400908388360e+01,1.2184573063299670e-02,1.0680000000000000e+03
9.2000000000000000e+04,-1.2047774239168898e+00,1.1286319089984451e+00,1.6311367388518724e-01,2.0066648084955631e+01,1.1401929206083508e-02,1.0220000000000000e+03
9.3000000000000000e+04,-1.2047318487614829e+00,1.1289377279826125e+00,1.6315887284366118e-01,1.9962476457772642e+01,1.1302441192388614e-02,1.0430000000000000e+03
9.4000000000000000e+04,-1.2046984133738530e+00,1.1267553735409439e+00,1.6309719518350277e-01,1.9989595018987199e+01,1.2622282978077066e-02,1.0050000000000000e+03
9.5000000000000000e+04,-1.2045697881542767e+00,1.1281727575569451e+00,1.6260920060490591e-01,1.9909301967223474e+01,1.3372888472519003e-02,9.9200000000000000e+02
9.6000000000000000e+04,-1.2045869198121777e+00,1.1261512186812284e+00,1.6305206890206003e-01,1.9859932171176872e+01,1.1098350827364068e-02,1.0070000000000000e+03
9.7000000000000000e+04,-1.2044889915224242e+00,1.1249095010664600e+00,1.6294135570194582e-01,1.9787391841949479e+01,9.4935103761816901e-03,9.4100000000000000e+02
9.8000000000000000e+04,-1.2046990903720936e+00,1.1266526238143770e+00,1.6362711718361150e-01,1.9933315660149809e+01,7.2092688396603669e-03,1.0430000000000000e+03
9.9000000000000000e+04,-1.2046840379839034e+00,1.1274233967819278e+00,1.6341315295356165e-01,1.9854352398808064e+01,5.9318368276863650e-03,1.0330000000000000e+03
1.0000000000000000e+05,-1.2046824420644682e+00,1.1256583875665345e+00,1.6301438096730142e-01,1.9754819669174474e+01,5.6936875075693687e-03,9.8500000000000000e+02
1.0100000000000000e+05,-1.2046360927119533e+00,1.1231261352104074e+00,1.6277544006715006e-01,1.9726980101460544e+01,6.8148610189778100e-03,1.0070000000000000e+03
1.0200000000000000e+05,-1.2046121552185218e+00,1.1208698520721454e+00,1.6259277414491577e-01,1.9610887328659473e+01,5.3942608405799942e-03,9.4500000000000000e+02
1.0300000000000000e+05,-1.2045443571745258e+00,1.1251353003425284e+00,1.6291176245322320e-01,1.9720956763616556e+01,5.8396196800678309e-03,9.0400000000000000e+02
1.0400000000000000e+05,-1.2047058842382927e+00,1.1274313562816258e+00,1.6449941720645850e-01,2.0086418456337622e+01,8.9375689763666801e-03,1.0500000000000000e+03
1.0500000000000000e+05,-1.2048596045117030e+00,1.1273206115156316e+00,1.6580647909173352e-01,2.0276309294904127e+01,7.0205310213976805e-03,9.6500000000000000e+02
1.0600000000000000e+05,-1.2050127933803561e+00,1.1299168983286456e+00,1.6680860453098451e-01,2.0633782651551527e+01,4.4181029738713153e-03,1.0130000000000000e+03
1.0700000000000000e+05,-1.2051101287734589e+00,1.1298156140774940e+00,1.6718206164220686e-01,2.0626372632742111e+01,2.4453250177308827e-03,1.0380000000000000e+03
1.0800000000000000e+05,-1.2051291706146754e+00,1.1301034523208660e+00,1.6705653959994199e-01,2.0617412953271494e+01,1.1915321771711991e-03,1.0900000000000000e+03
1.0900000000000000e+05,-1.2050642246911087e+00,1.1299088211098822e+00,1.6636249004851125e-01,2.0584968334180143e+01,4.7679481024129241e-04,9.5600000000000000e+02
1.1000000000000000e+05,-1.2050469036140077e+00,1.1309142716600484e+00,1.6634010397885271e-01,2.0557400185342988e+01,1.8321146575435172e-03,1.0370000000000000e+03
1.1100000000000000e+05,-1.2050614258730401e+00,1.1292555158559727e+00,1.6629127965814119e-01,2.0559732210148429e+01,9.8449063021454264e-04,9.6600000000000000e+02
1.1200000000000000e+05,-1.2049541224334308e+00,1.1275379327607318e+00,1.6544754064695849e-01,2.0532894209282986e+01,1.2082332598220848e-03,1.0340000000000000e+03
1.1300000000000000e+05,-1.2049072328760120e+00,1.1267696265314482e+00,1.6553645051322063e-01,2.0498039489506521e+01,-9.8416041549288154e-05,9.9600000000000000e+02
1.1400000000000000e+05,-1.2048575597290083e+00,1.1267184758692532e+00,1.6552535114214398e-01,2.0438766777498543e+01,-1.5002305048006403e-03,1.0420000000000000e+03
1.1500000000000000e+05,-1.2048605857533605e+00,1.1262991549668153e+00,1.6563693649040734e-01,2.0400032778709278e+01,-2.2994775890837664e-03,8.4600000000000000e+02
1.1600000000000000e+05,-1.2049095266420118e+00,1.1267136209531194e+00,1.6582155422031802e-01,2.0558561700229145e+01,-3.5349072661251006e-03,1.0300000000000000e+03
1.1700000000000000e+05,-1.2049813534357257e+00,1.1258763728166046e+00,1.6656257923721449e-01,2.0612848338820100e+01,-1.3711136372053800e-03,9.4500000000000000e+02
1.1800000000000000e+05,-1.2050451549845624e+00,1.1259837707179099e+00,1.6739070007881288e-01,2.0714987478275550e+01,8.7923925315133863e-04,1.0260000000000000e+03
1.1900000000000000e+05,-1.2049751682758969e+00,1.1248233935243830e+00,1.6729326737683808e-01,2.0643358902301124e+01,3.9885285744564237e-04,9.1900000000000000e+02
1.2000000000000000e+05,-1.2049831992140805e+00,1.1278122245938802e+00,1.6722381943113437e-01,2.0771075140763237e+01,-2.8617354114641639e-04,1.0000000000000000e+03
1.2100000000000000e+05,-1.2049879018447045e+00,1.1266769955314144e+00,1.6806769273715827e-01,2.0867817584984948e+01,1.9420684310230679e-03,9.7400000000000000e+02
1.2200000000000000e+05,-1.2049505058701706e+00,1.1268769463367565e+00,1.6778357463372343e-01,2.0803150868667299e+01,1.5539717798305841e-03,9.0500000000000000e+02
1.2300000000000000e+05,-1.2050045482918386e+00,1.1298083029547277e+00,1.6826911072990372e-01,2.0874692607414236e+01,-2.0812838920008779e-04,1.0400000000000000e+03
1.2400000000000000e+05,-1.2049938217344127e+00,1.1299203631473866e+00,1.6835594067789778e-01,2.0909290190394259e+01,4.7960634726064037e-04,1.0970000000000000e+03
1.2500000000000000e+05,-1.2049092940589810e+00,1.1299100175228998e+00,1.6761485908112733e-01,2.0883611194817139e+01,4.1864109531568192e-04,9.8100000000000000e+02
1.2600000000000000e+05,-1.2048784621638806e+00,1.1293935979460294e+00,1.6741226480565852e-01,2.0854174209273697e+01,1.4188555822749202e-03,1.0010000000000000e+03
1.2700000000000000e+05,-1.2047654305434163e+00,1.1284300546903081e+00,1.6736004265933163e-01,2.0812490832285491e+01,2.3247892186325741e-03,8.9300000000000000e+02
1.2800000000000000e+05,-1.2047276627179129e+00,1.1304358570163864e+00,1.6658753968067957e-01,2.0793987034768012e+01,2.2062110625871846e-03,9.3600000000000000e+02
1.2900000000000000e+05,-1.2047088265465644e+00,1.1286460581569024e+00,1.6666736433567697e-01,2.0794064171037732e+01,3.1871156898869864e-03,1.0140000000000000e+03
1.3000000000000000e+05,-1.2048201253152755e+00,1.1294268133631837e+00,1.6713730407201993e-01,2.0979387628872193e+01,4.6303917320294121e-03,1.0010000000000000e+03
1.3100000000000000e+05,-1.2050575780167920e+00,1.1362281000661307e+00,1.6860685117755675e-01,2.1462559094642234e+01,1.8496508508416816e-03,1.0600000000000000e+03
1.3200000000000000e+05,-1.2050084805754839e+00,1.1348245056330968e+00,1.6812410091169344e-01,2.1437720627519447e+01,2.3054497061890948e-03,8.9100000000000000e+02
1.3300000000000000e+05,-1.2049088185636032e+00,1.1353738462224741e+00,1.6815263293759697e-01,2.1410841290045944e+01,3.5153411544942437e-03,9.6200000000000000e+02
1.3400000000000000e+05,-1.2048876666757875e+00,1.1352359345179184e+00,1.6790344848172775e-01,2.1401279617334673e+01,4.1371664722236736e-03,1.0330000000000000e+03
1.3500000000000000e+05,-1.2048606142012115e+00,1.1350586002670662e+00,1.6764788162062996e-01,2.1320721693865508e+01,3.3502920554497949e-03,9.5200000000000000e+02
1.3600000000000000e+05,-1.2048471293920227e+00,1.1342962498156450e+00,1.6742037844492974e-01,2.1324822491608955e+01,2.6425050796195127e-03,9.9700000000000000e+02
1.3700000000000000e+05,-1.2047638743918332e+00,1.1332751774932632e+00,1.6749385446497148e-01,2.1360912192198096e+01,1.3771107915676202e-03,9.6700000000000000e+02
1.3800000000000000e+05,-1.2046969385890118e+00,1.1320148311080382e+00,1.6682610995572497e-01,2.1330922632741135e+01,1.4206257764637776e-03,1.0940000000000000e+03
1.3900000000000000e+05,-1.2046939710265874e+00,1.1315526978865864e+00,1.6708788665788976e-01,2.1311527154365077e+01,1.6376460920744774e-03,1.0250000000000000e+03
1.4000000000000000e+05,-1.2046477683889558e+00,1.1303688491041410e+00,1.6704191398632867e-01,2.1255428634762001e+01,6.3392801162531385e-04,1.1390000000000000e+03
1.4100000000000000e+05,-1.2046540174261964e+00,1.1291342012957530e+00,1.6671989717961022e-01,2.1190456436020767e+01,-1.2634268157278632e-04,1.0040000000000000e+03
1.4200000000000000e+05,-1.2047069856315566e+00,1.1312105873490779e+00,1.6720432328723819e-01,2.1270823939171116e+01,-6.4898604000441314e-04,9.8500000000000000e+02
1.4300000000000000e+05,-1.2045930758836965e+00,1.1311919198475309e+00,1.6719220300712737e-01,2.1242991034104236e+01,-6.0040761175718274e-04,1.1560000000000000e+03
1.4400000000000000e+05,-1.2045848755679938e+00,1.1294288837358450e+00,1.6710765897459046e-01,2.1195367526639629e+01,-4.6675601789802380e-04,1.0420000000000000e+03
1.4500000000000000e+05,-1.2044974862242328e+00,1.1288609437875876e+00,1.6686050441031441e-01,2.1126432276359690e+01,4.2563691131632038e-04,1.0900000000000000e+03
1.4600000000000000e+05,-1.2044881047237881e+00,1.1279400143677867e+00,1.6646428220811271e-01,2.1080961284004541e+01,3.6739854902059272e-04,9.6200000000000000e+02
1.4700000000000000e+05,-1.2044782915308967e+00,1.1261070176932451e+00,1.6644015271249102e-01,2.1035610933697839e+01,1.3563324210190558e-03,9.9500000000000000e+02
1.4800000000000000e+05,-1.2044468618455282e+00,1.1256965944934407e+00,1.6616680142551590e-01,2.0967914952780887e+01,8.4672475936724148e-04,1.0520000000000000e+03
1.4900000000000000e+05,-1.2044243103513848e+00,1.1240904396227389e+00,1.6608199124688949e-01,2.0940844054218832e+01,-7.4634100143996059e-05,1.0190000000000000e+03
1.5000000000000000e+05,-1.2044599776742229e+00,1.1233084355782788e+00,1.6604744857256507e-01,2.0944683650468022e+01,-1.0344819923422733e-03,1.0830000000000000e+03
1.5100000000000000e+05,-1.2044120311197350e+00,1.1231575754494838e+00,1.6587330179564669e-01,2.0871263259645747e+01,-1.7853156233696760e-03,9.5600000000000000e+02
1.5200000000000000e+05,-1.2043667987564408e+00,1.1220294101926194e+00,1.6566833259137917e-01,2.0830887559564069e+01,-2.1736699100663812e-03,1.1010000000000000e+03
1.5300000000000000e+05,-1.2043558538833079e+00,1.1216993798565746e+00,1.6554212063973439e-01,2.0784897013876524e+01,-1.2638915214061783e-03,9.7300000000000000e+02
1.5400000000000000e+05,-1.2043668114709212e+00,1.1204465393197613e+00,1.6558654020284141e-01,2.0814798418730668e+01,-1.2441297278733398e-03,9.1900000000000000e+02
1.5500000000000000e+05,-1.2044752757867512e+00,1.1214620780572009e+00,1.6577028535299770e-01,2.0964084562561080e+01,-2.0312700491538047e-03,9.5900000000000000e+02
1.5600000000000000e+05,-1.2044264673517051e+00,1.1218291551550565e+00,1.6602123989233686e-01,2.0924908475236098e+01,-7.0467140880151058e-04,1.0490000000000000e+03
1.5700000000000000e+05,-1.2044302194819707e+00,1.1214920618723327e+00,1.6626450716166705e-01,2.0957816093487303e+01,-1.4352173269950863e-03,1.1080000000000000e+03
1.5800000000000000e+05,-1.2044894371273318e+00,1.1243795599275697e+00,1.6653641081033946e-01,2.1139102815714846e+01,-2.6755983963533286e-03,1.1370000000000000e+03
1.5900000000000000e+05,-1.2044756671691095e+00,1.1243082893838787e+00,1.6600792168323192e-01,2.1106347967040286e+01,-2.7340848310527747e-03,1.0250000000000000e+03
1.6000000000000000e+05,-1.2045539993152821e+00,1.1259960513367939e+00,1.6675339181907892e-01,2.1286840857587698e+01,-4.4185314119564532e-03,9.0500000000000000e+02
