# $ ../../source/project4 -E 2.4 -c 1e6 -l 20
c,E,CV,Mabs,Chi,M,accs
3.3000000000000000e+04,-1.2404439259416380e+00,1.4241020400159590e+00,4.5949440926032542e-01,8.8809356242664848e+00,5.7407351292385078e-04,1.1800000000000000e+02
3.4000000000000000e+04,-1.2411229081497603e+00,1.4317677898502172e+00,4.6165759830593217e-01,8.8871804150832769e+00,-1.4981618187700361e-02,1.2900000000000000e+02
3.5000000000000000e+04,-1.2403154195594412e+00,1.4328422318252352e+00,4.5988628896317246e-01,8.9169742646880277e+00,-7.0466558098340052e-03,1.2900000000000000e+02
3.6000000000000000e+04,-1.2381697730618593e+00,1.4307660171998453e+00,4.5479889447515348e-01,9.0176751756710480e+00,-4.8402822143829337e-03,1.0300000000000000e+02
3.7000000000000000e+04,-1.2381627523580443e+00,1.4291882950335042e+00,4.5531377530337019e-01,9.0018605671411027e+00,6.7588713818545441e-03,1.1800000000000000e+02
3.8000000000000000e+04,-1.2375626957185337e+00,1.4331352699736171e+00,4.5299676324307259e-01,9.0462048305828766e+00,8.7337175337491128e-03,1.4800000000000000e+02
3.9000000000000000e+04,-1.2380541524576294e+00,1.4344906925997774e+00,4.5472410963821441e-01,9.0264379179153913e+00,2.1703417861080484e-02,1.5000000000000000e+02
4.0000000000000000e+04,-1.2379368015799606e+00,1.4331687267443209e+00,4.5540136496587585e-01,8.9621731585271771e+00,9.6515087122821929e-03,1.4800000000000000e+02
4.1000000000000000e+04,-1.2389592936757641e+00,1.4373390843129021e+00,4.5704446233018708e-01,8.9488254267992335e+00,1.7207385185727179e-02,1.0200000000000000e+02
4.2000000000000000e+04,-1.2383536106283184e+00,1.4330750924166928e+00,4.5613485393204928e-01,8.9278405362861495e+00,2.1998761934239660e-02,1.1200000000000000e+02
4.3000000000000000e+04,-1.2385688704913840e+00,1.4346144538790466e+00,4.5644752447617498e-01,8.9169659769113121e+00,2.1062300876723797e-02,8.7000000000000000e+01
4.4000000000000000e+04,-1.2392361537237790e+00,1.4352104799490917e+00,4.5850878389127525e-01,8.8886488521284583e+00,8.2396990977477783e-03,1.2200000000000000e+02
4.5000000000000000e+04,-1.2384244794560120e+00,1.4385863888108537e+00,4.5693451256638740e-01,8.9286549780691384e+00,1.0739761338636920e-03,1.3300000000000000e+02
4.6000000000000000e+04,-1.2381537357883525e+00,1.4397312268279419e+00,4.5660170431077590e-01,8.9183707471083231e+00,4.5493576226603768e-03,1.0700000000000000e+02
4.7000000000000000e+04,-1.2372589944894790e+00,1.4375553715465736e+00,4.5439405544562883e-01,8.9199956479617111e+00,8.9937448139401285e-03,1.2800000000000000e+02
4.8000000000000000e+04,-1.2380617070477700e+00,1.4370586915199006e+00,4.5546749026061961e-01,8.9110098731226053e+00,1.9200745817795462e-02,9.7000000000000000e+01
4.9000000000000000e+04,-1.2376475990285913e+00,1.4305475323916677e+00,4.5452858104936633e-01,8.8855135957165583e+00,2.2828819820003673e-02,9.6000000000000000e+01
5.0000000000000000e+04,-1.2386292274154516e+00,1.4330614043928387e+00,4.5714395712085759e-01,8.8594998693247522e+00,3.0159296814063721e-02,7.3000000000000000e+01
5.1000000000000000e+04,-1.2385841454089137e+00,1.4284780651631765e+00,4.5691574675006374e-01,8.8523656299673430e+00,3.6949079429815103e-02,1.0700000000000000e+02
5.2000000000000000e+04,-1.2381683044556835e+00,1.4337173951240882e+00,4.5576565835272398e-01,8.8990185775680182e+00,4.2938405030672484e-02,7.9000000000000000e+01
5.3000000000000000e+04,-1.2387990792626555e+00,1.4364451999268668e+00,4.5749202845229336e-01,8.8843130408923798e+00,3.4357936642704853e-02,8.9000000000000000e+01
5.4000000000000000e+04,-1.2399296309327605e+00,1.4405372799134664e+00,4.5977963371048686e-01,8.8815184831180662e+00,3.7110053517527455e-02,1.1000000000000000e+02
5.5000000000000000e+04,-1.2396663697023691e+00,1.4330956329632856e+00,4.5930537626588608e-01,8.8558959137113717e+00,2.9047017326957691e-02,1.0600000000000000e+02
5.6000000000000000e+04,-1.2391619792503705e+00,1.4352042469556892e+00,4.5871975500437495e-01,8.8580230348119979e+00,3.4672505848109852e-02,9.3000000000000000e+01
5.7000000000000000e+04,-1.2390456307784072e+00,1.4349098679486536e+00,4.5869519832985389e-01,8.8479397448459469e+00,4.1518306696373741e-02,1.1200000000000000e+02
5.8000000000000000e+04,-1.2393713901484458e+00,1.4401385810455420e+00,4.5970379821037566e-01,8.8284610358822952e+00,4.9717935897656940e-02,8.5000000000000000e+01
5.9000000000000000e+04,-1.2391034050270335e+00,1.4360879124999806e+00,4.5971212352333013e-01,8.8029428467823827e+00,5.6468958153251633e-02,1.2800000000000000e+02
6.0000000000000000e+04,-1.2388383526941218e+00,1.4325041725957135e+00,4.5960183996933379e-01,8.7741653971235731e+00,4.8152530791153482e-02,1.4200000000000000e+02
6.1000000000000000e+04,-1.2383190439500991e+00,1.4303604708286333e+00,4.5871272602088486e-01,8.7488159806418260e+00,5.1633497811511289e-02,9.8000000000000000e+01
6.2000000000000000e+04,-1.2392459799035500e+00,1.4355808436338926e+00,4.6043507362784475e-01,8.7752650196203454e+00,4.5556442638021971e-02,7.8000000000000000e+01
6.3000000000000000e+04,-1.2400928556689577e+00,1.4380880162333496e+00,4.6245099284138347e-01,8.7557352394945980e+00,3.5509039539054939e-02,1.0900000000000000e+02
6.4000000000000000e+04,-1.2396464117748160e+00,1.4354043277736157e+00,4.6122427774566022e-01,8.7722539406083282e+00,3.3570491086076779e-02,1.0200000000000000e+02
6.5000000000000000e+04,-1.2392453962246734e+00,1.4375758393084779e+00,4.5983046414670548e-01,8.7924151980095004e+00,3.8399870771218904e-02,1.2100000000000000e+02
6.6000000000000000e+04,-1.2383582066938379e+00,1.4373272282883691e+00,4.5743344797806096e-01,8.8535181636648002e+00,3.9620384539628184e-02,1.2600000000000000e+02
6.7000000000000000e+04,-1.2383867404964106e+00,1.4387804771365862e+00,4.5753600692526980e-01,8.8388790699225641e+00,3.4351576842136688e-02,1.0100000000000000e+02
6.8000000000000000e+04,-1.2381259099130895e+00,1.4353973613534790e+00,4.5677967971059247e-01,8.8478674900894259e+00,2.8746121380567934e-02,7.9000000000000000e+01
6.9000000000000000e+04,-1.2381884320517094e+00,1.4344711127440002e+00,4.5666838161765777e-01,8.8583889748172098e+00,2.2985246590629123e-02,1.5500000000000000e+02
7.0000000000000000e+04,-1.2382243110812703e+00,1.4410122334238622e+00,4.5590477278896019e-01,8.9122438041728262e+00,1.7409179868859016e-02,1.1400000000000000e+02
7.1000000000000000e+04,-1.2386093153617554e+00,1.4418827471510869e+00,4.5657131589695921e-01,8.9093659975257502e+00,2.0487176236954410e-02,1.1600000000000000e+02
7.2000000000000000e+04,-1.2391568172664269e+00,1.4424544165052440e+00,4.5763524117720583e-01,8.8873871875368344e+00,1.2846974347578506e-02,8.9000000000000000e+01
7.3000000000000000e+04,-1.2391474089396035e+00,1.4409659292456480e+00,4.5774290763140230e-01,8.8892250309137975e+00,7.3052423939398096e-03,1.0300000000000000e+02
7.4000000000000000e+04,-1.2387919082174565e+00,1.4421657558256002e+00,4.5654923582113754e-01,8.9245241344920725e+00,1.1965513979540815e-02,1.1200000000000000e+02
7.5000000000000000e+04,-1.2389588138824816e+00,1.4420063230416975e+00,4.5689330808922546e-01,8.8989001263346079e+00,1.5994386741510113e-02,6.9000000000000000e+01
7.6000000000000000e+04,-1.2394557966342548e+00,1.4413491742696403e+00,4.5824397047407273e-01,8.8700879819552103e+00,2.3146274391126435e-02,7.2000000000000000e+01
7.7000000000000000e+04,-1.2393803976571733e+00,1.4377123337974480e+00,4.5798203919429620e-01,8.8604508689502008e+00,2.2442370878300283e-02,6.6000000000000000e+01
7.8000000000000000e+04,-1.2394941090498839e+00,1.4390341127598656e+00,4.5864687632209844e-01,8.8488864663303808e+00,2.6937923872770862e-02,9.1000000000000000e+01
7.9000000000000000e+04,-1.2398184833103378e+00,1.4384376613469891e+00,4.5885077404083491e-01,8.8479111272329263e+00,3.2550474044632349e-02,1.2000000000000000e+02
8.0000000000000000e+04,-1.2398310021124737e+00,1.4384031268606980e+00,4.5892982587717657e-01,8.8491600147549665e+00,3.6712103598705019e-02,5.5000000000000000e+01
8.1000000000000000e+04,-1.2402418488660634e+00,1.4380677760671636e+00,4.6000820977518797e-01,8.8268525893517715e+00,3.9792163059715314e-02,5.9000000000000000e+01
8.2000000000000000e+04,-1.2401307301130473e+00,1.4367685544596926e+00,4.5995975658833432e-01,8.8091150660698005e+00,4.3806904793843977e-02,1.1400000000000000e+02
8.3000000000000000e+04,-1.2402814423922603e+00,1.4376828337290011e+00,4.6021758773990679e-01,8.7967313051758698e+00,4.5873664172720811e-02,9.1000000000000000e+01
8.4000000000000000e+04,-1.2403558290972727e+00,1.4337658879294772e+00,4.6071772955083867e-01,8.7548076373800772e+00,4.4788633468649183e-02,7.5000000000000000e+01
8.5000000000000000e+04,-1.2401051752332326e+00,1.4348308808567936e+00,4.5980194350654702e-01,8.7823401895643052e+00,4.0245938283079027e-02,9.8000000000000000e+01
8.6000000000000000e+04,-1.2397073289845466e+00,1.4321011879953351e+00,4.5917582353693559e-01,8.7696215400059234e+00,3.5606213881233945e-02,1.4900000000000000e+02
8.7000000000000000e+04,-1.2399232192733418e+00,1.4291883036343938e+00,4.6010430914587191e-01,8.7345730286519707e+00,2.8993977080723213e-02,1.0700000000000000e+02
8.8000000000000000e+04,-1.2393334166657197e+00,1.4280592914834265e+00,4.5884700173861659e-01,8.7552356148062920e+00,2.6598731832592811e-02,1.0100000000000000e+02
8.9000000000000000e+04,-1.2392567499241582e+00,1.4270421228159322e+00,4.5914135796227007e-01,8.7238726392128161e+00,3.1747957888113618e-02,1.1000000000000000e+02
9.0000000000000000e+04,-1.2390266774813614e+00,1.4248168360994669e+00,4.5855468272574745e-01,8.7257453493645780e+00,3.3733514072065866e-02,7.1000000000000000e+01
9.1000000000000000e+04,-1.2396906627399700e+00,1.4265940546411382e+00,4.6021692069317921e-01,8.7183417727745027e+00,4.0060109229568902e-02,6.1000000000000000e+01
9.2000000000000000e+04,-1.2398494581580635e+00,1.4328389055821542e+00,4.6063499309790112e-01,8.7397632520357025e+00,3.9816088955554829e-02,6.4000000000000000e+01
9.3000000000000000e+04,-1.2404254792959215e+00,1.4361663552783233e+00,4.6187471102461264e-01,8.7356191405340731e+00,4.2085246395200053e-02,7.4000000000000000e+01
9.4000000000000000e+04,-1.2403209540324038e+00,1.4365188615139206e+00,4.6157338751715410e-01,8.7603773647553673e+00,4.1690407548855862e-02,9.1000000000000000e+01
9.5000000000000000e+04,-1.2407508342017453e+00,1.4364469723391773e+00,4.6243313228281807e-01,8.7377042197324730e+00,3.5533310175682363e-02,1.1300000000000000e+02
9.6000000000000000e+04,-1.2409892605285362e+00,1.4386834728628504e+00,4.6287351173425278e-01,8.7381695903393179e+00,3.9267090967802419e-02,1.1700000000000000e+02
9.7000000000000000e+04,-1.2411407098895888e+00,1.4377890723711997e+00,4.6299032999659800e-01,8.7347382757729903e+00,3.8134916134885205e-02,8.4000000000000000e+01
9.8000000000000000e+04,-1.2411288660319792e+00,1.4359587129715314e+00,4.6280716523300780e-01,8.7377357710781407e+00,4.2092580687952165e-02,1.1300000000000000e+02
9.9000000000000000e+04,-1.2406342360178180e+00,1.4352728734505087e+00,4.6172937647094470e-01,8.7379076363781003e+00,4.5184089049605559e-02,1.2500000000000000e+02
1.0000000000000000e+05,-1.2403558964410355e+00,1.4364280201959647e+00,4.6101098989010114e-01,8.7590277245929364e+00,4.4355956440435600e-02,1.0100000000000000e+02
1.0100000000000000e+05,-1.2402007900911871e+00,1.4344975737155514e+00,4.6093499074266586e-01,8.7479295240463291e+00,4.5524054217284976e-02,8.4000000000000000e+01
1.0200000000000000e+05,-1.2400799011774395e+00,1.4350197334703505e+00,4.6066077783551146e-01,8.7622137913253866e+00,4.4809560690581465e-02,1.1800000000000000e+02
1.0300000000000000e+05,-1.2401382510849408e+00,1.4341561350163374e+00,4.6082751623770640e-01,8.7514714123381960e+00,4.4421559013990156e-02,1.0000000000000000e+02
1.0400000000000000e+05,-1.2399106739358274e+00,1.4333125203395918e+00,4.6052860068653190e-01,8.7295708938331629e+00,4.3425688214536400e-02,1.1800000000000000e+02
1.0500000000000000e+05,-1.2391891505795183e+00,1.4314004974293340e+00,4.5902505690421996e-01,8.7381024864450261e+00,4.5417662688926767e-02,1.2000000000000000e+02
1.0600000000000000e+05,-1.2392611390458581e+00,1.4355586087304144e+00,4.5939590192545354e-01,8.7452062426766357e+00,4.3935953434401556e-02,1.1700000000000000e+02
1.0700000000000000e+05,-1.2389691685124438e+00,1.4369221233179765e+00,4.5898304688741226e-01,8.7487536958331411e+00,4.7020168035812750e-02,1.0600000000000000e+02
1.0800000000000000e+05,-1.2390522309978611e+00,1.4369888719940667e+00,4.5934579309450840e-01,8.7355377913338632e+00,4.5826103462004983e-02,6.7000000000000000e+01
1.0900000000000000e+05,-1.2392679883670792e+00,1.4405393406124556e+00,4.5979844221612642e-01,8.7333468986148315e+00,4.9032210713663177e-02,9.9000000000000000e+01
1.1000000000000000e+05,-1.2393917328024291e+00,1.4403814768614389e+00,4.6003190880082911e-01,8.7290848689255878e+00,4.4242234161507625e-02,1.1700000000000000e+02
1.1100000000000000e+05,-1.2391832506013458e+00,1.4387973190804106e+00,4.5954712119710633e-01,8.7276636903910454e+00,4.2164034558247222e-02,1.0700000000000000e+02
1.1200000000000000e+05,-1.2394141123739966e+00,1.4397178956574208e+00,4.5996178605548166e-01,8.7263969911642345e+00,3.7319845358523590e-02,8.9000000000000000e+01
1.1300000000000000e+05,-1.2395748710188406e+00,1.4427009598758154e+00,4.6031995292077066e-01,8.7315703800588000e+00,3.2723205989327528e-02,1.2800000000000000e+02
1.1400000000000000e+05,-1.2395364952939010e+00,1.4418979928607694e+00,4.6023894527240988e-01,8.7347610125214956e+00,3.0578240541749634e-02,1.3100000000000000e+02
1.1500000000000000e+05,-1.2393551360422952e+00,1.4449165278326619e+00,4.6003513012930319e-01,8.7468765606013221e+00,3.1434161442074421e-02,1.2700000000000000e+02
1.1600000000000000e+05,-1.2393979362246876e+00,1.4462352287348244e+00,4.6026568736476409e-01,8.7546258387361924e+00,3.4852027137697091e-02,1.2000000000000000e+02
1.1700000000000000e+05,-1.2390730848454288e+00,1.4468516983541297e+00,4.5949265390894101e-01,8.7757662811087513e+00,3.2283912103315354e-02,1.2700000000000000e+02
1.1800000000000000e+05,-1.2389234836992906e+00,1.4472902007741546e+00,4.5921293039889494e-01,8.7854385074572825e+00,3.2391632274302758e-02,1.3100000000000000e+02
1.1900000000000000e+05,-1.2391637045066848e+00,1.4468607242519056e+00,4.5961962504516768e-01,8.7777929839912687e+00,3.6347887832875354e-02,1.1000000000000000e+02
1.2000000000000000e+05,-1.2397069191090073e+00,1.4502373315552606e+00,4.6056120365663616e-01,8.7806731204180934e+00,3.1410613244889626e-02,1.0200000000000000e+02
1.2100000000000000e+05,-1.2392634771613458e+00,1.4489253308998338e+00,4.5937459194552110e-01,8.7961960331532740e+00,3.1720440326939443e-02,1.1100000000000000e+02
1.2200000000000000e+05,-1.2385890279587872e+00,1.4470577627738270e+00,4.5752493832017771e-01,8.8288250784490252e+00,3.1667691248432391e-02,9.7000000000000000e+01
1.2300000000000000e+05,-1.2386264339314315e+00,1.4481715121629071e+00,4.5771822993308997e-01,8.8275066170370202e+00,3.4418663262900301e-02,1.0500000000000000e+02
1.2400000000000000e+05,-1.2388688800896768e+00,1.4474252386861255e+00,4.5845827856226967e-01,8.8054522899064533e+00,3.8564245449633466e-02,9.4000000000000000e+01
1.2500000000000000e+05,-1.2392827257381942e+00,1.4500152272057802e+00,4.5934860521115828e-01,8.8101614989471049e+00,4.2645298837609300e-02,8.0000000000000000e+01
1.2600000000000000e+05,-1.2397353989254052e+00,1.4511720024930432e+00,4.6026472012126890e-01,8.8104076492254766e+00,4.3196998436520341e-02,1.1400000000000000e+02
1.2700000000000000e+05,-1.2393703986582782e+00,1.4487414671913763e+00,4.5946878371036448e-01,8.8090250424445760e+00,4.4265123896662234e-02,8.8000000000000000e+01
1.2800000000000000e+05,-1.2391895375817377e+00,1.4457515754155945e+00,4.5931199756251906e-01,8.7852271806018969e+00,4.0670971320536556e-02,1.1700000000000000e+02
1.2900000000000000e+05,-1.2388717141727583e+00,1.4456627155764057e+00,4.5829198998457377e-01,8.8089752412943128e+00,3.8719661087898545e-02,1.1700000000000000e+02
1.3000000000000000e+05,-1.2390563918739086e+00,1.4464674778095692e+00,4.5896820024461349e-01,8.7916020832401429e+00,4.0781109376081724e-02,7.1000000000000000e+01
1.3100000000000000e+05,-1.2389428324974618e+00,1.4465523020141215e+00,4.5870875031488312e-01,8.8004400776323717e+00,4.2657422462423947e-02,1.3100000000000000e+02
1.3200000000000000e+05,-1.2388296300785600e+00,1.4458166402521075e+00,4.5852538995916697e-01,8.8006867588825806e+00,4.2391951576124430e-02,1.3500000000000000e+02
1.3300000000000000e+05,-1.2388112119457748e+00,1.4447621847040941e+00,4.5866049879324217e-01,8.7843086845995000e+00,4.0295223344185380e-02,1.5100000000000000e+02
1.3400000000000000e+05,-1.2389195603017888e+00,1.4438450365733817e+00,4.5906489503809672e-01,8.7867619167925941e+00,3.8314900635069885e-02,6.0000000000000000e+01
1.3500000000000000e+05,-1.2384365300997771e+00,1.4424320614127990e+00,4.5823756861060289e-01,8.7765668583930481e+00,3.8798231124213899e-02,8.8000000000000000e+01
1.3600000000000000e+05,-1.2382840567348770e+00,1.4422722026146426e+00,4.5807600679406768e-01,8.7650207637171444e+00,4.1717230020367493e-02,1.0700000000000000e+02
1.3700000000000000e+05,-1.2382862168889277e+00,1.4422311195940996e+00,4.5822435602659839e-01,8.7738172506877170e+00,4.1855205436456669e-02,1.1800000000000000e+02
1.3800000000000000e+05,-1.2382892877587843e+00,1.4430150742939911e+00,4.5802327519365804e-01,8.7935665553632152e+00,4.1515713654248880e-02,9.5000000000000000e+01
1.3900000000000000e+05,-1.2381556967216063e+00,1.4413069742161799e+00,4.5775429673167822e-01,8.7957751712772740e+00,3.8388249005402837e-02,1.0200000000000000e+02
1.4000000000000000e+05,-1.2383684402254269e+00,1.4415649606055847e+00,4.5832519053435333e-01,8.7837764540378735e+00,3.4298147870372352e-02,8.0000000000000000e+01
1.4100000000000000e+05,-1.2382670335671377e+00,1.4400318721400633e+00,4.5819738867100235e-01,8.7803296079206365e+00,3.1088857525833152e-02,9.2000000000000000e+01
1.4200000000000000e+05,-1.2378279026204040e+00,1.4401258316081063e+00,4.5738896204956303e-01,8.7882780232288500e+00,3.1282244491235976e-02,6.0000000000000000e+01
1.4300000000000000e+05,-1.2379254690526640e+00,1.4412336906973831e+00,4.5727365542898307e-01,8.8073713121377821e+00,3.1251389850420627e-02,1.2500000000000000e+02
1.4400000000000000e+05,-1.2378631398393067e+00,1.4407697818649139e+00,4.5712738105985373e-01,8.8170028477223852e+00,3.3694141012909629e-02,7.2000000000000000e+01
1.4500000000000000e+05,-1.2380912545430720e+00,1.4397242741812055e+00,4.5748470700202071e-01,8.8141642958068971e+00,3.5965131274956728e-02,9.8000000000000000e+01
1.4600000000000000e+05,-1.2384789830206642e+00,1.4400888463089814e+00,4.5838566174204287e-01,8.8035792375215358e+00,3.1684406271189923e-02,1.2400000000000000e+02
1.4700000000000000e+05,-1.2385357922735221e+00,1.4403308310492093e+00,4.5838164366228801e-01,8.8122479246481973e+00,2.8980891286453835e-02,1.4100000000000000e+02
1.4800000000000000e+05,-1.2387798731089654e+00,1.4401004748682453e+00,4.5885463611732358e-01,8.7979881539555205e+00,3.2352450321281617e-02,1.2200000000000000e+02
1.4900000000000000e+05,-1.2389720874356549e+00,1.4407875734389235e+00,4.5932554143931914e-01,8.7918738188412053e+00,3.2611022744813790e-02,8.9000000000000000e+01
1.5000000000000000e+05,-1.2389368737541750e+00,1.4395566822413584e+00,4.5922173852174319e-01,8.7839177691649031e+00,3.4500503329977804e-02,1.0100000000000000e+02
1.5100000000000000e+05,-1.2392286806047641e+00,1.4414867122063064e+00,4.5979238548089085e-01,8.7911119145842580e+00,3.2812233031569327e-02,1.2400000000000000e+02
1.5200000000000000e+05,-1.2392032289261254e+00,1.4410673664497280e+00,4.5967957447648372e-01,8.7878315698305425e+00,3.1104170367300218e-02,1.0000000000000000e+02
1.5300000000000000e+05,-1.2393978470728948e+00,1.4404330434890149e+00,4.6016826687407275e-01,8.7778661500788928e+00,2.7462075411271821e-02,7.7000000000000000e+01
1.5400000000000000e+05,-1.2395498081181291e+00,1.4418012834859031e+00,4.6018282348815914e-01,8.7937620833681738e+00,2.4793767572937841e-02,1.1100000000000000e+02
1.5500000000000000e+05,-1.2395465190547157e+00,1.4396649165096531e+00,4.6011277346597768e-01,8.7828697112919834e+00,2.2117147631305602e-02,8.4000000000000000e+01
1.5600000000000000e+05,-1.2395479516156949e+00,1.4389066957316270e+00,4.6020961404093563e-01,8.7747613750562170e+00,2.2792417997320527e-02,9.1000000000000000e+01
1.5700000000000000e+05,-1.2392513423481379e+00,1.4373491263942622e+00,4.5933701059228921e-01,8.7893942176934630e+00,2.2536862822529792e-02,1.2100000000000000e+02
1.5800000000000000e+05,-1.2394477250143987e+00,1.4369896781968110e+00,4.5975993822823907e-01,8.7827998920439239e+00,2.5663128714375226e-02,1.3100000000000000e+02
1.5900000000000000e+05,-1.2393763561235465e+00,1.4355964740059335e+00,4.5951431123074699e-01,8.7852075539197809e+00,2.4028433783435322e-02,1.3200000000000000e+02
1.6000000000000000e+05,-1.2391295054405911e+00,1.4360488187564013e+00,4.5886616333647917e-01,8.7966410418494139e+00,2.5183998850007185e-02,1.2600000000000000e+02
1.6100000000000000e+05,-1.2391812473214452e+00,1.4356565728809807e+00,4.5916677536164374e-01,8.7917270419798275e+00,2.4044260594654688e-02,1.0400000000000000e+02
1.6200000000000000e+05,-1.2387932173258189e+00,1.4335304488806235e+00,4.5830936228788710e-01,8.7955798983650535e+00,2.3894821636903475e-02,7.6000000000000000e+01
