# $ ../../source/project4 -E 2.4 -c 1e6 -l 40
c,E,CV,Mabs,Chi,M,accs
2.2000000000000000e+04,-1.2092424207990546e+00,1.3667389083156600e+00,2.7406203127130585e-01,2.0879173440004926e+01,-8.3212751693104853e-02,4.3800000000000000e+02
2.3000000000000000e+04,-1.2093205730185645e+00,1.3573929878029958e+00,2.7621646884918044e-01,2.0689820571615726e+01,-6.6018977435763654e-02,4.7800000000000000e+02
2.4000000000000000e+04,-1.2103798800049999e+00,1.3528903042703557e+00,2.8277217615932670e-01,2.0970745840707728e+01,-4.5207699679180029e-02,4.2000000000000000e+02
2.5000000000000000e+04,-1.2103792848286068e+00,1.3341525748038900e+00,2.8061997520099197e-01,2.0628476354529411e+01,-3.5967761289548414e-02,4.5300000000000000e+02
2.6000000000000000e+04,-1.2103896003999846e+00,1.3297657979816095e+00,2.8260090958040074e-01,2.0629431862902425e+01,-2.1919685781316103e-02,4.0300000000000000e+02
2.7000000000000000e+04,-1.2107368245620531e+00,1.3269939680767493e+00,2.8190414243916889e-01,2.0336922998757284e+01,-1.3692131772897300e-02,3.9000000000000000e+02
2.8000000000000000e+04,-1.2102683832720260e+00,1.3200723545559312e+00,2.7971081389950359e-01,1.9975957976275875e+01,-5.6020320702832036e-03,4.5600000000000000e+02
2.9000000000000000e+04,-1.2099650874107788e+00,1.3121510743020635e+00,2.7755529981724769e-01,1.9889431335710690e+01,-1.0831479948967278e-02,3.9100000000000000e+02
3.0000000000000000e+04,-1.2098465051164959e+00,1.3116223038497183e+00,2.7610954634845508e-01,1.9981303964332870e+01,-1.7095346821772609e-02,4.4900000000000000e+02
3.1000000000000000e+04,-1.2093447792006708e+00,1.3075025991770417e+00,2.7191659140027741e-01,1.9856894936479755e+01,-1.9001685429502271e-02,4.4600000000000000e+02
3.2000000000000000e+04,-1.2107323208649730e+00,1.3121509489332717e+00,2.7692029155338899e-01,2.0081294667795365e+01,-4.9070732164619860e-03,4.1500000000000000e+02
3.3000000000000000e+04,-1.2106066482833853e+00,1.3065311564747997e+00,2.7833228538529137e-01,1.9878659698272504e+01,-7.0924744704705918e-03,4.6100000000000000e+02
3.4000000000000000e+04,-1.2105377783006381e+00,1.3007174970652058e+00,2.7684516631863770e-01,1.9803491652266782e+01,-1.2904841034087233e-02,4.9700000000000000e+02
3.5000000000000000e+04,-1.2109223307905488e+00,1.3166808813895539e+00,2.7731443387331789e-01,2.0075427328228855e+01,-1.9389660295420129e-02,4.5100000000000000e+02
3.6000000000000000e+04,-1.2107053276297881e+00,1.3115344305109222e+00,2.7555599150023613e-01,2.0013142995058168e+01,-1.9102976306213718e-02,4.3600000000000000e+02
3.7000000000000000e+04,-1.2103508013296937e+00,1.3028636921129773e+00,2.7338223966919811e-01,1.9965554626024499e+01,-1.4471196724412853e-02,4.6600000000000000e+02
3.8000000000000000e+04,-1.2099938817399543e+00,1.3017941766700765e+00,2.7239654877503222e-01,1.9958318386268289e+01,-1.8445600115786429e-02,4.4500000000000000e+02
3.9000000000000000e+04,-1.2114213738109278e+00,1.3355575009671459e+00,2.7780447937232378e-01,2.0724879435697449e+01,-5.6602394810389475e-03,4.7800000000000000e+02
4.0000000000000000e+04,-1.2115185870353242e+00,1.3338069564270478e+00,2.7821029474263143e-01,2.0803188566129606e+01,1.6229594260143497e-03,4.5300000000000000e+02
4.1000000000000000e+04,-1.2113423453086509e+00,1.3337455991593541e+00,2.7792864808175410e-01,2.0686758924741078e+01,6.0681446793980631e-03,4.7700000000000000e+02
4.2000000000000000e+04,-1.2112355062974691e+00,1.3357758528199561e+00,2.7909287874098238e-01,2.0731827286731761e+01,-1.7121616151996380e-03,5.2500000000000000e+02
4.3000000000000000e+04,-1.2111277644705938e+00,1.3339987510755440e+00,2.7855942303667353e-01,2.0818748218596255e+01,1.7647845398944211e-04,4.3400000000000000e+02
4.4000000000000000e+04,-1.2107458921388150e+00,1.3310725407755450e+00,2.7666413831503828e-01,2.0852379352962505e+01,-2.6843424013090612e-03,4.7800000000000000e+02
4.5000000000000000e+04,-1.2110611430857092e+00,1.3325365702663072e+00,2.7812390280215998e-01,2.0760469911208641e+01,4.9827503833248148e-03,4.4100000000000000e+02
4.6000000000000000e+04,-1.2106946588117651e+00,1.3296989146230469e+00,2.7532735701397798e-01,2.0656340488613516e+01,4.7445435968783293e-03,4.2200000000000000e+02
4.7000000000000000e+04,-1.2104623305887108e+00,1.3291730557524615e+00,2.7451035616263481e-01,2.0691227428092144e+01,4.9394959681708902e-03,4.3800000000000000e+02
4.8000000000000000e+04,-1.2097882335784671e+00,1.3285252587002612e+00,2.7187457032145163e-01,2.0618683730641191e+01,7.2770619362096623e-03,4.3900000000000000e+02
4.9000000000000000e+04,-1.2093898593906247e+00,1.3233466582946172e+00,2.6977301483643190e-01,2.0555770592879306e+01,5.6102426481092231e-03,4.2500000000000000e+02
5.0000000000000000e+04,-1.2090446691066179e+00,1.3203059410009499e+00,2.6806353872922545e-01,2.0514659943633887e+01,7.7696946061078772e-03,4.1400000000000000e+02
5.1000000000000000e+04,-1.2087485539499225e+00,1.3125699275823435e+00,2.6578378365130095e-01,2.0443001920429907e+01,1.0292714848728457e-02,4.7700000000000000e+02
5.2000000000000000e+04,-1.2083539739620393e+00,1.3087342252034029e+00,2.6363120420761138e-01,2.0307161888091802e+01,1.1022888982904176e-02,4.2700000000000000e+02
5.3000000000000000e+04,-1.2085380936208749e+00,1.3098467958098405e+00,2.6593387388917189e-01,2.0442789603743496e+01,6.0834465387445526e-03,4.1000000000000000e+02
5.4000000000000000e+04,-1.2082994759356307e+00,1.3086547953596184e+00,2.6554260569248717e-01,2.0394974082732446e+01,8.3817197829669822e-03,4.7100000000000000e+02
5.5000000000000000e+04,-1.2082630770349629e+00,1.3070829831217454e+00,2.6586684787549314e-01,2.0403226027531826e+01,3.1650333630297632e-03,4.3500000000000000e+02
5.6000000000000000e+04,-1.2079365993464402e+00,1.3010880021287852e+00,2.6459875716505066e-01,2.0283524174550433e+01,3.5202496383993143e-03,4.2300000000000000e+02
5.7000000000000000e+04,-1.2083527481974001e+00,1.3063681328787122e+00,2.6610638409852461e-01,2.0399025137124219e+01,1.0757706005157803e-03,4.5300000000000000e+02
5.8000000000000000e+04,-1.2079541732039103e+00,1.3038700826632521e+00,2.6467894950087067e-01,2.0390382867834379e+01,2.7498448302615474e-03,4.6700000000000000e+02
5.9000000000000000e+04,-1.2082047338180708e+00,1.3011949169780463e+00,2.6587280300333893e-01,2.0366281318461727e+01,-2.9592930628294435e-03,3.6400000000000000e+02
6.0000000000000000e+04,-1.2083036116064734e+00,1.3010015023238442e+00,2.6577427876202064e-01,2.0333282371065085e+01,1.4120597990033499e-04,4.5500000000000000e+02
6.1000000000000000e+04,-1.2083279782298650e+00,1.2965663456316685e+00,2.6586238340355078e-01,2.0192143166293189e+01,3.4730373272569303e-03,4.2100000000000000e+02
6.2000000000000000e+04,-1.2082813180432574e+00,1.2979597764134876e+00,2.6700309269205336e-01,2.0123644430137968e+01,8.6010911114336869e-03,5.3600000000000000e+02
6.3000000000000000e+04,-1.2077664243424708e+00,1.2969039758073047e+00,2.6442435437532735e-01,2.0128076605179430e+01,8.5731774098823828e-03,4.4900000000000000e+02
6.4000000000000000e+04,-1.2074967188012686e+00,1.2927454771147495e+00,2.6296434821330916e-01,2.0022805520893279e+01,8.2432110435774440e-03,4.6900000000000000e+02
6.5000000000000000e+04,-1.2077311887509423e+00,1.2939251022678744e+00,2.6373203873786560e-01,2.0046511024499381e+01,4.0016499746157756e-03,4.9200000000000000e+02
6.6000000000000000e+04,-1.2081079453341617e+00,1.2929138329279544e+00,2.6596307252920409e-01,2.0111198385236808e+01,-2.2858933955546127e-03,4.5500000000000000e+02
6.7000000000000000e+04,-1.2077114893807555e+00,1.2873858565770511e+00,2.6449817913165474e-01,2.0047547791852399e+01,-3.9639333741287438e-03,4.6600000000000000e+02
6.8000000000000000e+04,-1.2073196350053674e+00,1.2839583969490480e+00,2.6357075631240717e-01,1.9933753161041775e+01,-6.8290539845002286e-03,5.4200000000000000e+02
6.9000000000000000e+04,-1.2070253691975479e+00,1.2803290424986296e+00,2.6209228851755773e-01,1.9884302903162954e+01,-7.9234358922334464e-03,5.0200000000000000e+02
7.0000000000000000e+04,-1.2070473278953158e+00,1.2786062865875465e+00,2.6264035513778372e-01,1.9803327771610611e+01,-7.5362137683747379e-03,3.9300000000000000e+02
7.1000000000000000e+04,-1.2068671215898368e+00,1.2771343463418816e+00,2.6194553597836651e-01,1.9671862077178528e+01,-9.0318094111350548e-03,4.2000000000000000e+02
7.2000000000000000e+04,-1.2069956320051112e+00,1.2743236740394523e+00,2.6282164483826614e-01,1.9629615556683031e+01,-7.6163351897890310e-03,4.3200000000000000e+02
7.3000000000000000e+04,-1.2068416186079642e+00,1.2717560767598319e+00,2.6157302639689867e-01,1.9664333848817396e+01,-6.0954644456925246e-03,5.1400000000000000e+02
7.4000000000000000e+04,-1.2071222348346644e+00,1.2748580145869002e+00,2.6260232969824732e-01,1.9758998668787005e+01,-1.4728855015472763e-03,4.9300000000000000e+02
7.5000000000000000e+04,-1.2068691084118879e+00,1.2686524977343148e+00,2.6127981626911639e-01,1.9691109123086076e+01,-5.0189330808922546e-04,3.6200000000000000e+02
7.6000000000000000e+04,-1.2069138892909304e+00,1.2667785317827212e+00,2.6132669306982803e-01,1.9667706550245128e+01,-3.8829423297061880e-03,4.3500000000000000e+02
7.7000000000000000e+04,-1.2069264360203114e+00,1.2641862553258154e+00,2.6106170699081832e-01,1.9631218341746500e+01,-4.0229022999701304e-03,4.6100000000000000e+02
7.8000000000000000e+04,-1.2072543300726912e+00,1.2642442479371110e+00,2.6244625068909372e-01,1.9798297534912074e+01,7.3271496519275393e-04,4.9000000000000000e+02
7.9000000000000000e+04,-1.2072169023176922e+00,1.2628959110234570e+00,2.6263205529043937e-01,1.9752034181703880e+01,-3.5907773319325071e-04,4.3000000000000000e+02
8.0000000000000000e+04,-1.2070066936663293e+00,1.2625321581588955e+00,2.6163063586705165e-01,1.9667585416428569e+01,-2.5208122398470019e-03,4.4100000000000000e+02
8.1000000000000000e+04,-1.2069790496413624e+00,1.2596402648912570e+00,2.6161721768867052e-01,1.9627786196959310e+01,-5.0381631090974186e-03,5.0200000000000000e+02
8.2000000000000000e+04,-1.2071309496225657e+00,1.2610434387078790e+00,2.6276623150937184e-01,1.9708916116029975e+01,-9.3924159461469977e-04,4.5900000000000000e+02
8.3000000000000000e+04,-1.2071958169178685e+00,1.2672106406604244e+00,2.6295401561426973e-01,1.9732337627872720e+01,-3.9913525138251353e-03,4.6800000000000000e+02
8.4000000000000000e+04,-1.2072242294734585e+00,1.2650066393910291e+00,2.6272816692658418e-01,1.9688756535304286e+01,-4.4177896691706053e-03,5.0400000000000000e+02
8.5000000000000000e+04,-1.2075273232079622e+00,1.2675067557762405e+00,2.6358201668215669e-01,1.9772464734498818e+01,-1.6978623780896695e-03,3.7900000000000000e+02
8.6000000000000000e+04,-1.2075274706108068e+00,1.2617764824139057e+00,2.6337670492203580e-01,1.9748302359008548e+01,-4.3065778304903430e-03,4.9600000000000000e+02
8.7000000000000000e+04,-1.2072977034746726e+00,1.2601727026163239e+00,2.6251265790048389e-01,1.9734367469898718e+01,-5.9873593406972337e-03,4.8600000000000000e+02
8.8000000000000000e+04,-1.2071221065669708e+00,1.2587765200707206e+00,2.6107326905376077e-01,1.9759880272322345e+01,-5.9401455665276529e-03,4.8800000000000000e+02
8.9000000000000000e+04,-1.2072279244053439e+00,1.2573612209396541e+00,2.6225571903686473e-01,1.9762800698598973e+01,-5.9369417197559582e-03,4.6300000000000000e+02
9.0000000000000000e+04,-1.2070213386517927e+00,1.2550109528693711e+00,2.6239415395384497e-01,1.9646522835832222e+01,-4.5787963467072588e-03,4.6400000000000000e+02
9.1000000000000000e+04,-1.2071486851792839e+00,1.2544938638194860e+00,2.6280311480093627e-01,1.9623869356890655e+01,-5.5915182250744497e-03,4.4900000000000000e+02
9.2000000000000000e+04,-1.2071546504929294e+00,1.2533823489019496e+00,2.6311825414941142e-01,1.9569308752651096e+01,-2.3746209280333910e-03,4.8000000000000000e+02
9.3000000000000000e+04,-1.2071254610165483e+00,1.2522170389471892e+00,2.6248381737830778e-01,1.9617950237238706e+01,-3.7198524747045730e-03,5.0800000000000000e+02
9.4000000000000000e+04,-1.2075052127105030e+00,1.2597403217512491e+00,2.6360481537430452e-01,1.9748453273318525e+01,-5.0155184519313622e-03,4.4500000000000000e+02
9.5000000000000000e+04,-1.2073617119819791e+00,1.2559798039879346e+00,2.6298398174756055e-01,1.9674226950675781e+01,-6.2491315880885464e-03,4.8600000000000000e+02
9.6000000000000000e+04,-1.2073581264778492e+00,1.2543222355977075e+00,2.6351746335975668e-01,1.9650057103382107e+01,-6.0372287788668863e-03,3.6600000000000000e+02
9.7000000000000000e+04,-1.2074297945382007e+00,1.2532430132472554e+00,2.6357466675601282e-01,1.9577911519948952e+01,-8.5454144802630909e-03,4.6500000000000000e+02
9.8000000000000000e+04,-1.2074346180141020e+00,1.2502928323716436e+00,2.6427801757124930e-01,1.9524757340117301e+01,-1.1835414944745461e-02,4.6700000000000000e+02
9.9000000000000000e+04,-1.2077114372582094e+00,1.2540458144631481e+00,2.6507847142958152e-01,1.9543875996623481e+01,-1.5159000919182635e-02,3.1400000000000000e+02
1.0000000000000000e+05,-1.2078681463185368e+00,1.2534272134869551e+00,2.6523986010139899e-01,1.9559357061216996e+01,-1.7447013029869701e-02,4.9200000000000000e+02
1.0100000000000000e+05,-1.2078595261433056e+00,1.2521088582646169e+00,2.6501146028257144e-01,1.9516244079165705e+01,-1.7039880793259472e-02,4.5100000000000000e+02
1.0200000000000000e+05,-1.2078316634150645e+00,1.2535195524408462e+00,2.6516523122322327e-01,1.9537705336527896e+01,-1.9015046421113520e-02,3.8400000000000000e+02
1.0300000000000000e+05,-1.2077687837982156e+00,1.2520181066757283e+00,2.6484947961670274e-01,1.9519102398242786e+01,-1.7508288754478112e-02,4.2200000000000000e+02
1.0400000000000000e+05,-1.2078118479630005e+00,1.2548491580768213e+00,2.6498759627311275e-01,1.9645474920909049e+01,-1.4861948442803434e-02,4.7300000000000000e+02
1.0500000000000000e+05,-1.2077979495433377e+00,1.2530095378683148e+00,2.6503565442233884e-01,1.9562462496111184e+01,-1.7011659412767496e-02,4.7100000000000000e+02
1.0600000000000000e+05,-1.2077480636975124e+00,1.2500656169519164e+00,2.6532346392958561e-01,1.9481014682915028e+01,-1.9633611947057105e-02,4.3800000000000000e+02
1.0700000000000000e+05,-1.2075906299941122e+00,1.2481253806186032e+00,2.6436377931047372e-01,1.9415423859239848e+01,-1.9330204857898527e-02,4.8900000000000000e+02
1.0800000000000000e+05,-1.2074185192729696e+00,1.2468050269329374e+00,2.6291397764835511e-01,1.9432213323236770e+01,-1.9085054768011409e-02,5.1000000000000000e+02
1.0900000000000000e+05,-1.2074446335354723e+00,1.2476606442024705e+00,2.6279784130420825e-01,1.9386525559135908e+01,-1.7284818487903780e-02,4.5600000000000000e+02
1.1000000000000000e+05,-1.2072170252997700e+00,1.2445905743155790e+00,2.6138196470941177e-01,1.9394637141509545e+01,-1.7696589121917076e-02,4.8300000000000000e+02
1.1100000000000000e+05,-1.2072282907361194e+00,1.2445035661555470e+00,2.6178645913099879e-01,1.9423565584693819e+01,-2.0174514193565821e-02,4.8500000000000000e+02
1.1200000000000000e+05,-1.2072402924973884e+00,1.2445286996643923e+00,2.6166620164105675e-01,1.9420925661440538e+01,-2.1773031044365676e-02,4.3100000000000000e+02
1.1300000000000000e+05,-1.2070456898611517e+00,1.2418026059829874e+00,2.6103001300873446e-01,1.9386970424072235e+01,-2.1862594136335078e-02,3.9700000000000000e+02
1.1400000000000000e+05,-1.2071051569723072e+00,1.2421233533969926e+00,2.6138663257339845e-01,1.9349660757153476e+01,-2.1498035104955217e-02,4.2100000000000000e+02
1.1500000000000000e+05,-1.2070273084581873e+00,1.2394173130083397e+00,2.6064780958426448e-01,1.9304963851376556e+01,-2.0604570829818872e-02,4.5400000000000000e+02
1.1600000000000000e+05,-1.2069757803812036e+00,1.2369251838466275e+00,2.6000106680114826e-01,1.9276866748594028e+01,-1.9612815837794503e-02,4.2900000000000000e+02
1.1700000000000000e+05,-1.2069561798617106e+00,1.2374306732757154e+00,2.5977832454423466e-01,1.9203925833297500e+01,-1.7478386936863786e-02,5.1800000000000000e+02
1.1800000000000000e+05,-1.2068688612808365e+00,1.2364057082941144e+00,2.5910521944729281e-01,1.9162280013702382e+01,-1.6386259438479336e-02,4.6600000000000000e+02
1.1900000000000000e+05,-1.2067508886479945e+00,1.2331075368380073e+00,2.5862985395080712e-01,1.9134944914815069e+01,-1.4790243359299501e-02,4.4000000000000000e+02
1.2000000000000000e+05,-1.2069297130857242e+00,1.2379464486292213e+00,2.5896367530270581e-01,1.9232297947020690e+01,-1.7005191623403138e-02,4.1900000000000000e+02
1.2100000000000000e+05,-1.2071431434450954e+00,1.2391260734162239e+00,2.5966266807712335e-01,1.9325412770441222e+01,-1.6874591945521111e-02,4.6500000000000000e+02
1.2200000000000000e+05,-1.2070505569626477e+00,1.2378870236142980e+00,2.5941778141162780e-01,1.9259930360398108e+01,-1.4883064483078008e-02,4.4600000000000000e+02
1.2300000000000000e+05,-1.2071104706465801e+00,1.2373372030509320e+00,2.6029112568190504e-01,1.9264299113913644e+01,-1.1779650165445809e-02,3.6800000000000000e+02
1.2400000000000000e+05,-1.2069865162377722e+00,1.2356931853936053e+00,2.5957485221893373e-01,1.9233074048746470e+01,-1.0495691567003491e-02,4.6100000000000000e+02
1.2500000000000000e+05,-1.2070749634002929e+00,1.2364424813611854e+00,2.5973729210166319e-01,1.9239605047498305e+01,-8.2828837369301050e-03,4.3200000000000000e+02
1.2600000000000000e+05,-1.2070489916746692e+00,1.2336703546321184e+00,2.5936611614193539e-01,1.9177322351654652e+01,-6.5367139943333782e-03,5.0300000000000000e+02
1.2700000000000000e+05,-1.2070628774576577e+00,1.2311593689158953e+00,2.5924278155290115e-01,1.9097187418183005e+01,-7.1721876205699166e-03,4.5200000000000000e+02
1.2800000000000000e+05,-1.2068883641534049e+00,1.2306909386766165e+00,2.5830247419942032e-01,1.9058115675431814e+01,-7.3412121780298588e-03,4.1200000000000000e+02
1.2900000000000000e+05,-1.2068495011666576e+00,1.2315022178777326e+00,2.5800310656506542e-01,1.9052029954897215e+01,-7.3359993333385011e-03,4.7000000000000000e+02
1.3000000000000000e+05,-1.2071455796493873e+00,1.2386835701313430e+00,2.5929090930069770e-01,1.9208179423602441e+01,-1.0551995753878815e-02,4.2400000000000000e+02
1.3100000000000000e+05,-1.2072126166975825e+00,1.2380135022020922e+00,2.5976102281661972e-01,1.9207647769650876e+01,-1.2742908451080526e-02,4.0300000000000000e+02
1.3200000000000000e+05,-1.2072775016855932e+00,1.2393640909381247e+00,2.6015433595200038e-01,1.9187687401564215e+01,-1.4061957863955577e-02,3.9400000000000000e+02
1.3300000000000000e+05,-1.2074433274937781e+00,1.2450597261194567e+00,2.6100756761227362e-01,1.9290117729105788e+01,-1.2309005195449658e-02,4.8700000000000000e+02
1.3400000000000000e+05,-1.2073979298661950e+00,1.2425897323024504e+00,2.6059790598577620e-01,1.9261795257858374e+01,-1.2182651622002820e-02,4.4700000000000000e+02
1.3500000000000000e+05,-1.2072231131621247e+00,1.2411866650165091e+00,2.5977555721809470e-01,1.9217223249006590e+01,-1.1720672439463412e-02,4.8400000000000000e+02
1.3600000000000000e+05,-1.2070526503481593e+00,1.2399937842515607e+00,2.5896825207167595e-01,1.9190398645269187e+01,-1.0653570561981162e-02,5.0100000000000000e+02
1.3700000000000000e+05,-1.2068467383449757e+00,1.2397337092937353e+00,2.5799140152261663e-01,1.9184876214995978e+01,-1.0968387092065022e-02,4.8000000000000000e+02
1.3800000000000000e+05,-1.2067560561155353e+00,1.2384509904942813e+00,2.5700412497010894e-01,1.9163419057781525e+01,-1.0366890457315528e-02,4.5800000000000000e+02
1.3900000000000000e+05,-1.2068296990669132e+00,1.2365677228068408e+00,2.5728712383364150e-01,1.9151198887030738e+01,-1.2328040805461831e-02,4.0500000000000000e+02
1.4000000000000000e+05,-1.2068384332969051e+00,1.2340069856483953e+00,2.5763157048878221e-01,1.9111074258262899e+01,-1.4223648402511412e-02,4.3800000000000000e+02
1.4100000000000000e+05,-1.2071751618782844e+00,1.2385633747513669e+00,2.5846908887171011e-01,1.9182319880231809e+01,-1.1459333621747362e-02,4.6000000000000000e+02
1.4200000000000000e+05,-1.2071118513249908e+00,1.2374750245604547e+00,2.5794586833895539e-01,1.9150682903481680e+01,-1.2174958274941725e-02,4.3600000000000000e+02
1.4300000000000000e+05,-1.2070899853847177e+00,1.2367962822483807e+00,2.5789166684149062e-01,1.9108353040851892e+01,-1.2414362486975616e-02,4.2800000000000000e+02
1.4400000000000000e+05,-1.2071918771397421e+00,1.2341732698011785e+00,2.5815158401677768e-01,1.9052947325591195e+01,-1.0277419948472579e-02,4.7000000000000000e+02
1.4500000000000000e+05,-1.2072623637078366e+00,1.2374050780444021e+00,2.5877236191474540e-01,1.9089226867361791e+01,-1.0765779201522748e-02,4.5700000000000000e+02
1.4600000000000000e+05,-1.2073002924637501e+00,1.2368068032211441e+00,2.5920891808960211e-01,1.9071872302087893e+01,-1.2582644981883686e-02,4.7500000000000000e+02
1.4700000000000000e+05,-1.2074377215120986e+00,1.2377791455697762e+00,2.5925645913973372e-01,1.9114121334172545e+01,-1.3283489568098177e-02,4.3100000000000000e+02
1.4800000000000000e+05,-1.2074589529800475e+00,1.2377991170468603e+00,2.5922872987344681e-01,1.9112304841596309e+01,-1.4872239038925412e-02,4.4900000000000000e+02
1.4900000000000000e+05,-1.2073447996993310e+00,1.2373471645101846e+00,2.5865776907537535e-01,1.9070729620456770e+01,-1.3724010241542003e-02,4.3800000000000000e+02
1.5000000000000000e+05,-1.2074851334324439e+00,1.2414260374329793e+00,2.5940731228458480e-01,1.9168631375910916e+01,-1.1228600142665714e-02,4.8000000000000000e+02
1.5100000000000000e+05,-1.2074955463871100e+00,1.2405116812231225e+00,2.5876133270640589e-01,1.9155226818230375e+01,-1.1449129475963736e-02,3.8300000000000000e+02
1.5200000000000000e+05,-1.2074760527891264e+00,1.2395923570899565e+00,2.5895309899276975e-01,1.9113631490988965e+01,-9.4816645943118800e-03,4.1500000000000000e+02
1.5300000000000000e+05,-1.2074061770838100e+00,1.2383743782212757e+00,2.5840452023189392e-01,1.9109321028114447e+01,-8.4233436382768739e-03,5.1100000000000000e+02
1.5400000000000000e+05,-1.2073712346023726e+00,1.2373558208896107e+00,2.5854776917033007e-01,1.9108296240332198e+01,-8.9451854208738909e-03,4.4300000000000000e+02
1.5500000000000000e+05,-1.2074084199456778e+00,1.2372501719005919e+00,2.5875438706847054e-01,1.9142547132026216e+01,-7.1439619744388750e-03,4.7100000000000000e+02
1.5600000000000000e+05,-1.2074015230671598e+00,1.2366215127504903e+00,2.5874421478067444e-01,1.9075887685672274e+01,-8.7097278222575489e-03,5.3900000000000000e+02
1.5700000000000000e+05,-1.2073951121330437e+00,1.2358325681384486e+00,2.5890613754052522e-01,1.9061459065742113e+01,-7.3678830071146036e-03,4.3500000000000000e+02
1.5800000000000000e+05,-1.2071973120423289e+00,1.2369085066417129e+00,2.5816727425775787e-01,1.9041324471680582e+01,-7.5896038632666885e-03,4.9000000000000000e+02
1.5900000000000000e+05,-1.2071371563700857e+00,1.2359451842962699e+00,2.5803005955937386e-01,1.8998621438252318e+01,-7.2951113515009334e-03,4.6400000000000000e+02
1.6000000000000000e+05,-1.2070981900113125e+00,1.2353680691159954e+00,2.5795360653995913e-01,1.8954722836092046e+01,-5.7301516865519587e-03,4.4800000000000000e+02
